Recon 2 ID	Name	InChIKey	ChEBI ID	HMDB ID	KEGG ID	PubChem Compound ID	LMSD ID
5htrp	5-hydroxy-L-tryptophan	LDCYZAJDBXYCGN-VIFPVBQESA-N	28171	HMDB00472	C01017	439280	
5hxkyn	5-hydroxykynurenine	OTDQYOVYQQZAJL-UHFFFAOYSA-N	2076	HMDB12819	C05651	440745	
5hxkynam	5-Hydroxykynurenamine	JANBBPTXDKFOQR-UHFFFAOYSA-N	28715	HMDB04076	C05638	164719	
5mdr1p	5-Methylthio-5-deoxy-D-ribose 1-phosphate	JTFITTQBRJDSTL-WATOWXBHSA-N	27859	HMDB00963	C04188	53477720	
5mdru1p	5-Methylthio-5-deoxy-D-ribulose 1-phosphate	CNSJRYUMVMWNMC-RITPCOANSA-N	28096	HMDB01299	C04582	174549	
5moxact	5-Methoxyindoleacetate	COCNDHOPIHDTHK-UHFFFAOYSA-N	235589	HMDB04096	C05660	18986	
5mta	5-Methylthioadenosine	WUUGFSXJNOTRMR-IOSLPCCCSA-N	17509	HMDB01173	C00170	439176	
5mthf	5-Methyltetrahydrofolate	ZNOVTXRBGFNYRX-STQMWFEESA-N	15641	HMDB01396	C00440	439234	
5oxpro	5-oxoprolinate	ODHCTXKNWHHXJC-UHFFFAOYSA-N	18183	HMDB00267	C01879	7405	
5pmev	(R)-5-phosphonatomevalonate(3-)	OKZYCXHTTZZYSK-ZCFIWIBFSA-N	17436	HMDB01343	C01107	439400	LMFA01050415
5tedtricoa	5,8,11-tetradecatrienoylcoa						
5thf	pentaglutamyl folate (THF)						
6a2ohxnt	6-amino-2-oxohexanoic acid	GWENQMVPLJAMAE-UHFFFAOYSA-N	17534	HMDB12151	C03239	439954	
6dhf	hexaglutamyl folate (DHF)	FWAQAOUHULVCBP-HCVVFSGQSA-N		HMDB06563		169691	
6hoxmelatn	6-Hydroxymelatonin	OMYMRCXOJJZYKE-UHFFFAOYSA-N	308079	HMDB04081	C05643	1864	
6htststerone	6 beta hydroxy testosterone	XSEGWEUVSZRCBC-ZVBLRVHNSA-N	34477	HMDB06259	C14497	65543	LMST02020054
6pgc	6-Phospho-D-gluconate	BIRSGZKFKXLSJQ-SQOUGZDYSA-N	48928	HMDB01316	C00345	91493	
6pgl	6-phospho-D-glucono-1,5-lactone	IJOJIVNDFQSGAB-SQOUGZDYSA-N	16938	HMDB01127	C01236	439452	
6pthp	6-pyruvoyl-5,6,7,8-tetrahydropterin	WBJZXBUVECZHCE-UHFFFAOYSA-N	17804	HMDB01195	C03684	128973	
6thf	hexaglutamyl folate  (THF)	FWAQAOUHULVCBP-XPZKFFRXSA-N		HMDB06563		169691	
7dhchsterol	cholesta-5,7-dien-3beta-ol	UCTLRSWJYQTBFZ-DDPQNLDTSA-N	17759	HMDB00032	C01164		LMST01010069
7dhf	heptaglutamyl folate (DHF)						
7thf	heptaglutamyl folate (THF)						
9_cis_retfa	fatty acid 9-cis-retinol						
ACP	acyl carrier protein		18359				
Asn_X_Ser_Thr	protein-linked asparagine residue (N-glycosylation site)						
C01041	monodehydroascorbate(1-)	LHFJOBMTAJJOTB-DOAHDZERSA-N	59513			439374	
C01241	Phosphatidyl-N-methylethanolamine		15958				
C01264	1-alkyl-2-acetyl-sn-glycerol 3-phosphate(2-)		58191				
C01290	beta-D-Galactosyl-1,4-beta-D-glucosylceramide		17950				
C01507	L-Iditol	FBPFZTCFMRRESA-UNTFVMJOSA-N	18202	HMDB11632	C01507	5460044	
C01601	nonanoate	FBUKVWPVBMHYJY-UHFFFAOYSA-N	29019	HMDB00847	C01601	8158	LMFA01010009
C01747	psychosine(1+)	HHJTWTPUPVQKNA-ZTJQIGGLSA-N	16874	HMDB00648	C01747	22833541	
C01836	Neurotensin	PCJGZPGTCUMMOT-UHFFFAOYSA-N	7542			25078013	
C02147	dihydrolipoate	IZFHEQBZOYJLPK-UHFFFAOYSA-N	18047	HMDB12210	C02147	421	
C02356	(S)-2-Aminobutanoate	QWCKQJZIFLGMSD-VKHMYHEASA-N	35619	HMDB00452	C02356	80283	LMFA01100034
C02442	N-methyltyraminium	AXVZFRBSCNEKPQ-UHFFFAOYSA-N	17458	HMDB03633	C02442	9727	
C02469	Uroporphyrin III	VZVFNUAIRVUCEW-UJJXFSCMSA-N	15436	HMDB00916	C02469		
C02470	Xanthurenic acid	FBZONXHGGPHHIY-UHFFFAOYSA-N	217069	HMDB00881	C02470	5699	
C02528	chenodeoxycholate	RUDATBOHQWOJDD-BSWAIDMHSA-N	16755	HMDB00518	C02528	10133	LMST04010032
C02592	Taurolithocholate	QBYUNVOYXHFVKC-GBURMNQMSA-N	36259	HMDB00722	C02592	439763	LMST05040003
C02712	N-Acetylmethionine	XUYPXLNMDZIRQH-UHFFFAOYSA-N	21557	HMDB11745	C02712	6180	
C02744	Psychosine sulfate	UIEYIJKBVSNMMH-ZTJQIGGLSA-N	17507	HMDB13046	C02744	5280538	LMSP08000002
C03372	1-acylglycerone 3-phosphate(2-)		57534				
C03405	Lactosylceramide sulfate				C03405		
C03413	N(1),N(12)-diacetylsperminium(2+)	NPDTUDWGJMBVEP-UHFFFAOYSA-N	28101	HMDB02172	C03413	132680	
C03577	20-hydroxy-leukotriene E4(1-)	BJRMBXPQAMDCMG-PCCBWWKXSA-N	58584				
C03681	5alpha-Pregnane-3,20-dione	XMRPGKVKISIQBV-BJMCWZGWSA-N	28952	HMDB03759	C03681	92810	LMST02030170
C03693	D-Mannose 1,6-bisphosphate	RWHOZGRAXYWRNX-PQMKYFCFSA-N			C03693	3036654	
C03820	1-Alkyl-2-acetyl-sn-glycerol		16291				
C03958	Thyrotropin releasing hormone	XNSAINXGIQZQOO-SRVKXCTJSA-N	35940	HMDB05763	C03958	638678	
C03968	1-alkyl-sn-glycerol 3-phosphate(1-)		58014				
C03990	lithocholate	SMEROWZSTRWXGI-HVATVPOCSA-N	16325	HMDB00761	C03990	9903	LMST04010003
C04295	Androst-5-ene-3beta,17beta-diol	QADHLRWLCPCEKT-LOVVWNRFSA-N	2710	HMDB03818	C04295	10634	LMST02020005
C04308	Phosphatidyl-N-dimethylethanolamine		52332				
C04483	deoxycholate	KXGVEGMKQFWNSR-LLQZFEROSA-N	28834	HMDB00626	C04483	222528	LMST04010040
C04685	prostaglandin A1(1-)	BGKHCLZFGPIKKU-OKZBNKHCSA-N	15545	HMDB02656	C04685	5281912	LMFA03010005
C04717	13(S)-HPODE(1-)	JDSRHVWSAMTSSN-KRWDZBQOSA-N	15655	HMDB03871	C04717	5280720	LMFA02000034
C04805	5(S)-HETE	KGIJOOYOSFUGPC-LJQANCHMSA-N	28209	HMDB11134	C04805	155383	LMFA03060002
C04843	(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate	WPLPEZUSILBTGP-JLAWEPINSA-N	57448			46878369	
C04849	(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate	SGTUOBURCVMACZ-JLMCIHFGSA-N	57449		C04849	21158465	
C04853	20-hydroxy-leukotriene B4(1-)	PTJFJXLGRSTECQ-RTBURBONSA-N	15646	HMDB01509	C04853	5280745	LMFA03020018
C05109	24,25-Dihydrolanosterol	MBZYKEVPFYHDOH-BQNIITSRSA-N	28113	HMDB06839	C05109	440560	LMST01010087
C05279	trans,cis-Lauro-2,6-dienoyl-CoA	BNPQDIKRZDRREL-GMHMEAMDSA-N	28387	HMDB11123	C05279	53480665	
C05280	cis,cis-3,6-Dodecadienoyl-CoA	KEPSPLQXVPROMK-GMHMEAMDSA-N	28002	HMDB03952	C05280	5280771	
C05284	11beta-Hydroxyandrost-4-ene-3,17-dione	WSCUHXPGYUMQEX-KCZNZURUSA-N	27967	HMDB06773	C05284	94141	LMST02020066
C05298	2-Hydroxyestrone	SWINWPBPEKHUOD-JPVZDGGYSA-N	1156	HMDB00343	C05298	440623	LMST02010032
C05299	2-Methoxyestrone	WHEUWNKSCXYKBU-QPWUGHHJSA-N	1189	HMDB00010	C05299	440624	LMST02010033
C05300	16alpha-Hydroxyestrone	WPOCIZJTELRQMF-QFXBJFAPSA-N	776	HMDB00335	C05300	115116	LMST02010041
C05301	2-Hydroxyestradiol-17beta	DILDHNKDVHLEQB-XSSYPUMDSA-N	28744	HMDB00338	C05301	247304	LMST02010027
C05302	2-Methoxyestradiol-17beta	CQOQDQWUFQDJMK-SSTWWWIQSA-N	28955	HMDB00405	C05302	66414	LMST02010035
C05463	taurodeoxycholate	AWDRATDZQPNJFN-VAYUFCLWSA-N	9410	HMDB00896	C05463	2733768	LMST05040013
C05708	Selenomethionine se-oxide	KGXZPWNBFWCDRF-UHFFFAOYSA-N			C05708	17754089	
C05767	Uroporphyrin I	DAFUFNRZWDWXJP-JRHDEHKPSA-N	27484	HMDB00936	C05767		
C05769	Coproporphyrin I	VORBHEGMEBOMMB-JRHDEHKPSA-N	28421	HMDB00643	C05769		
C05770	Coproporphyrin III	JWFCYWSMNRLXLX-UJJXFSCMSA-N	27609	HMDB00570	C05770		
C05953	Prostaglandin A2	MYHXHCUNDDAEOZ-OKZBNKHCSA-N	27820	HMDB02752	C05953	22833602	LMFA03010035
C05957	Prostaglandin J2	UQOQENZZLBSFKO-OKZBNKHCSA-N	27485	HMDB02710	C05957	5280884	LMFA03010019
C05965	12(S)-HPETE(1-)	ZIOZYRSDNLNNNJ-IBGZPJMESA-N	15626	HMDB04243	C05965	5280892	LMFA03060013
C06199	Hordenine	KUBCEEMXQZUPDQ-UHFFFAOYSA-N	5764	HMDB04366	C06199	68313	
C06314	Lipoxin A4	IXAQOQZEOGMIQS-OTWHNJEPSA-N	6498	HMDB04385	C06314	5280914	LMFA03040001
C06315	Lipoxin B4	UXVRTOKOJOMENI-CEXWTWQISA-N	6499	HMDB05082	C06315	5280915	LMFA03040002
C06350	(R,S)-Norlaudanosoline	ABXZOXDTHTTZJW-UHFFFAOYSA-N	28770	HMDB12486	C06350	18519	
C06439	Prostaglandin E3	CBOMORHDRONZRN-DODZYUBVSA-N	28031	HMDB02664	C06439	5280937	LMFA03010135
C06453	Methylcobalamin	UPAJMOGMOIFZMY-WZHZPDAFSA-L	28115	HMDB02274	C06453		
C06948	Diazepam	AAOVKJBEBIDNHE-UHFFFAOYSA-N	49575		C06948	3016	
C07296	4,8,12-trimethyltridecanoyl-CoA(4-)	ZYUOZFCHODHLHG-LEJRVOBCSA-N	15495			11966114	
C07297	3-oxopristanoyl-CoA(4-)	NQFYRDGBRBDQQG-SVFBWJQPSA-N	15371	HMDB02057	C07297	441253	
C07486	Nordazepam	AKPLHCDWDRPJGD-UHFFFAOYSA-N	111762		C07486	2997	
C07535	Benzpyrene	FMMWHPNWAFZXNH-UHFFFAOYSA-N	29865		C07535	2336	
C08261	Azelaic acid	BDJRBEYXGGNYIS-UHFFFAOYSA-N	48131	HMDB00784	C08261	2266	LMFA01170054
C08276	3-(methylthio)propionate	CAOMCZAIALVUPA-UHFFFAOYSA-N	1438	HMDB01527	C08276	563	LMFA01130006
C08281	behenate	UKMSUNONTOPOIO-UHFFFAOYSA-N	28941	HMDB00944	C08281	8215	LMFA01010022
C09209	Harman	PSFDQSOCUJVVGF-UHFFFAOYSA-N	5623		C09209	5281404	
C09640	(-)-Salsoline	YTPRLBGPGZHUPD-ZETCQYMHSA-N	761542	HMDB12469	C09640	442356	
C09642	(-)-Salsolinol	IBRKLUSXDYATLG-UHFFFAOYSA-N	123715	HMDB05199	C09642	91588	
C10164	Picolinic acid	SIOXPEMLGUPBBT-UHFFFAOYSA-N	28747	HMDB02243	C10164	1018	
C11304	S-(PGA1)-glutathione	HXBAELAEMDXAJM-KQXHGHLXSA-N		HMDB13061	C11304	5281898	
C11695	Anandamide	LGEQQWMQCRIYKG-UHFFFAOYSA-N	2700	HMDB04080	C11695	5281969	LMFA08040001
C11821	5-Hydroxyisourate	LTQYPAVLAYVKTK-UHFFFAOYSA-N	18072		C11821	250388	
C13856	2-Arachidonoylglycerol	RCRCTBLIHCHWDZ-UHFFFAOYSA-N	52392	HMDB04666	C13856	1541	LMGL01010023
C14768	5,6-EET	VBQNSZQZRAGRIX-UHFFFAOYSA-N	34450	HMDB02190	C14768	5283202	LMFA03080002
C14769	8,9-EET	DBWQSCSXHFNTMO-UHFFFAOYSA-N	34490	HMDB02232	C14769	5283203	LMFA03080003
C14770	11,12-EET	DXOYQVHGIODESM-UHFFFAOYSA-N	34130	HMDB04673	C14770	5353269	LMFA03080004
C14771	14,15-EET	JBSCUHKPLGKXKH-UHFFFAOYSA-N	34157	HMDB04264	C14771	5283205	LMFA03080005
C14825	9(10)-EpOME	FBUKMFOXMZRGRB-UHFFFAOYSA-N		HMDB04701	C14825	6246154	LMFA02000037
C14826	12(13)-EpOME	CCPPLLJZDQAOHD-UHFFFAOYSA-N	38299	HMDB04702	C14826	5356421	LMFA02000038
C14849	Benzo[a]pyrene-9,10-oxide	GOEJUYABKOTLJA-UHFFFAOYSA-N			C14849	37456	
C14851	Benzo[a]pyrene-4,5-oxide	XGZQLNASOQVQTD-UHFFFAOYSA-N			C14851	37786	
CE0074	alloxan	HIMXGTXNXJYFGB-UHFFFAOYSA-N	730073	HMDB02818		5781	
CE0233	5beta-cholestane-3alpha,7alpha,27-triol	UROPIWALBBMYRP-CVWSJRAXSA-N					
CE0328	docosahexaenoate	MBMBGCFOFBJSGT-UHFFFAOYSA-N	28125	HMDB02183	C06429	3144	LMFA01030185
CE0347	12-hydroxyeicosatetraenoate	ZNHVWPKMFKADKW-UHFFFAOYSA-N		HMDB06111		5312983	LMFA03060063
CE0469	gama-L-glutamyl-L-alanine	WQXXXVRAFAKQJM-CRCLSJGQSA-N				11183554	
CE0692	3-oxolaur-cis-5-enoyl-CoA	VKLHSLOWDWGVGP-FFVFMXDZSA-N					
CE0693	3-oxolaur-6-cis-enoyl-CoA	QERQHDHPFGSFJE-FFVFMXDZSA-N					
CE0695	cis-laur-5-enoyl-CoA	RCVJZGBRLGUTKT-FFVFMXDZSA-N					
CE0713	3-oxolinoleoyl-CoA	XROJENOQBXZHJA-UNAKSKPRSA-N					
CE0737	malonic dialdehyde	WSMYVTOQOOLQHP-UHFFFAOYSA-N	566274	HMDB06112	C19440	10964	
CE0782	3-oxomyrist-7-enoyl-CoA	BEPLLRGJVXAEJI-CSQGFUHOSA-N					
CE0784	cis-myrist-7-enoyl-CoA	JPIHVKICKVPFFY-CSQGFUHOSA-N					
CE0785	cis,cis-myristo-5,8-dienoyl-CoA	MJBZUCVXTFUVFY-CSQGFUHOSA-N		HMDB02288		21252281	
CE0849	cis,cis-palmito-7,10-dienoyl-CoA	OKKMIEAMIHILAM-YJTQDTQQSA-N					
CE0852	palmitoleyl-CoA(4-)	QBYOCCWNZAOZTL-BBECNAHFSA-N	61540				
CE0853	3-oxopalmitoleoyl-CoA	JDNARGYWMLYADA-YJTQDTQQSA-N	15491	HMDB06402	C05259	440601	
CE0932	pristanate	PAHGJZDQXIOYTH-OKZBNKHCSA-N				20849056	
CE0955	6-oxo-prostaglandin F1alpha	KFGOFTHODYBSGM-IJCBKZNRSA-N	28158	HMDB02886	C05961	440860	LMFA03010001
CE1059	N1,N8-diacetylspermidine	BKCVMAZDKFQPHB-UHFFFAOYSA-N				389613	
CE1102	cis-(3S)-hydroxytetradec-7-enoyl-CoA	WGCARZJTIJIWSL-NYPSOZKISA-N					
CE1162	vitamin A2	XWCYDHJOKKGVHC-UHFFFAOYSA-N	1260188	HMDB13117		65722	LMPR01090008
CE1243	12S-HHT	KUKJHGXXZWHSBG-INIZCTEOSA-N	63977	HMDB12535		182416	LMFA03050002
CE1261	5-S-cysteinyldopa	SXISMOAILJWTID-RQJHMYQMSA-N				10663203	
CE1262	5-(S-L-cysteinyl)-dopaquinone	HOKJXHGZPDVBLS-RQJHMYQMSA-N					
CE1264	benzothiazine		46899				
CE1272	5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol	NTIXPPFPXLYJCT-SFWYEZDTSA-N		HMDB00655		53477712	LMST04030037
CE1273	5beta-cholestane-3alpha,7alpha,12alpha,24S,25-pentol	NHPWQASMMFUHIZ-JCMAMESISA-N		HMDB02208		6453659	
CE1274	3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one	CFVCOEMVLNMDAX-IPOLZTJNSA-N					
CE1277	5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol	OXSBBBPDYVCAKC-SCZAGEHDSA-N				5284212	LMST04030038
CE1278	5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol	XZDHXPDYLPEFQI-WIAKBWTESA-N		HMDB02180		5284194	LMST04030016
CE1279	5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol	NHPWQASMMFUHIZ-OOOZRTEJSA-N		HMDB00556		21252253	
CE1292	3beta-hydroxy-5-cholestene-27-oate	WVXOMPRLWLXFAP-GPMUBMIHSA-N					
CE1293	27alpha-hydroxy-7-dehydrocholesterol	GNWMMBWMZLEFJT-IHXYBSCOSA-N					
CE1294	27alpha-hydroxy-8-dehydrocholesterol	WGJXMUYDCGMVJH-FTOMVSHFSA-N					
CE1297	8-dehydrocholesterol	VUKORTMHZDZZFR-BXAZICILSA-N		HMDB02027		129846	LMST01010242
CE1298	3beta-hydroxy-5-cholestenal	JUGXQEJPWDYOJV-CKVLBYGYSA-N					
CE1310	N-acetyl-L-cysteine	PWKSKIMOESPYIA-BYPYZUCNSA-N	28939	HMDB01890	C06809	12035	
CE1352	17alpha-hydroxypregnenolone sulfate	GTJIDIYMEDIJDM-TUUWISTFSA-N		HMDB00416		152971	LMST05020021
CE1401	homocysteine thiolactone	KIWQWJKWBHZMDT-VKHMYHEASA-N	60315	HMDB02287		134505	
CE1447	11-dehydrothromboxane B2	KJYIVXDPWBUJBQ-XLAORIBOSA-N	28667	HMDB04242	C05964	440862	LMFA03030004
CE1554	N-acetyl-L-alanine	KTHDTJVBEPMMGL-GSVOUGTGSA-N	40992	HMDB00766		132213	
CE1556	N-acetyl-L-asparagine	HXFOXFJUNFFYMO-BYPYZUCNSA-N		HMDB06028		99715	
CE1562	5,6-indolequinone-2-carboxylate	FCQHOSNKAPOFNR-UHFFFAOYSA-N					
CE1589	deoxycholoyl-CoA	YTGXPYMXYISPEB-SIQRDODDSA-N	50111		C15560	24820763	
CE1617	9-cis-retinoate	SHGAZHPCJJPHSC-UHFFFAOYSA-N	50648	HMDB02369	C15493	449171	LMPR01090022
CE1661	gama-L-glutamyl-L-alpha-aminobutyrate	FUZOZPRKGAXGOB-PHDIDXHHSA-N					
CE1665	gama-glutamylglutathione	OGLXGJROORSDLD-IWSPIJDZSA-N					
CE1761	4-hydroxyvitamin A1	IOELQUUUYMBPSA-UHFFFAOYSA-N				4363341	
CE1787	1-deoxy-1-(N6-lysino)-D-fructose	BFSYFTQDGRDJNV-SNXWAXQRSA-N					
CE1918	5-hydroxytryptophol	KQROHCSYOGBQGJ-UHFFFAOYSA-N		HMDB01855		9061	
CE1924	(+)-gama-tocopherol	QUEDXNHFTDJVIY-OHCBOFHFSA-N					
CE1925	3'-carboxy-alpha-chromanol	AXODOWFEFKOVSH-UHFFFAOYSA-N	626842	HMDB01518		9943542	
CE1926	gama-carboxyethyl-hydroxychroman	VMJQLPNCUPGMNQ-UHFFFAOYSA-N				133098	
CE1935	spermine monoaldehyde	ADZORAWYLNDBGZ-UHFFFAOYSA-N					
CE1936	spermine dialdehyde	WPBJCXUUUSDQJO-UHFFFAOYSA-N		HMDB13076		217390	
CE1937	spermic acid 1	JQNGEJIUZQDHIS-UHFFFAOYSA-N				125245	
CE1939	spermidine monoaldehyde 1	MMMHAACFRAVQHI-UHFFFAOYSA-N				145925	
CE1940	spermidine monoaldehyde 2	JNZUMEMWAPJNLC-UHFFFAOYSA-N	51824	HMDB12135		19913541	
CE1941	isoputreanine	JUBNBYBUFCFLHB-UHFFFAOYSA-N		HMDB06009		171763	
CE1943	spermidine dialdehyde	IBZBSVBGQKDOOV-UHFFFAOYSA-N					
CE1944	1-pyrrolinium	ZVJHJDDKYZXRJI-UHFFFAOYSA-N	19092	HMDB12497	C15668	79803	
CE1950	cyanosulfurous acid anion	QYFNKYSGTDITHU-UHFFFAOYSA-N		HMDB12916			
CE1957	4-hydroxy-3-nitrophenylacetate	QBHBHOSRLDPIHG-UHFFFAOYSA-N	546274			447364	
CE2006	4-hydroxy-2-nonenal	JVJFIQYAHPMBBX-UHFFFAOYSA-N	32585	HMDB04362		5283344	LMFA06000051
CE2011	hypothiocyanite	ZCZCOXLLICTZAH-UHFFFAOYSA-N		HMDB12974		124985	
CE2020	N-arachidonoylglycinate	YLEARPUNMCCKMP-UHFFFAOYSA-N	59002			4345	
CE2026	3-methylcrotonoylglycine	PFWQSHXPNKRLIV-UHFFFAOYSA-N	68499	HMDB00459		169485	
CE2028	beta-hydroxy-beta-methylbutyrate	AXFYFNCPONWUHW-UHFFFAOYSA-N	37084	HMDB00754		69362	LMFA01050396
CE2038	trans-2,3-dehydropristanoyl-CoA	WLOASZHRLIOYIA-JZJOPOEKSA-N	63803			56927963	
CE2047	9,10-hydroxyoctadec-12(Z)-enoate	XEBKSQSGNGRGDW-UHFFFAOYSA-N		HMDB04704	C14828	53394288	LMFA02000229
CE2049	12,13-hydroxyoctadec-9(Z)-enoate	CQSLTKIXAJTQGA-UHFFFAOYSA-N		HMDB04705	C14829	53394649	LMFA02000230
CE2053	20-oxo-leukotriene B4	LVLQYGYNBVIONY-RTBURBONSA-N	63979	HMDB12641		3081088	
CE2054	20-carboxy-leukotriene-B4	SXWGPVJGNOLNHT-ROUUACIJSA-N					
CE2056	20-dihydroxyleukotriene B4	ZZSBUQYGAPWEOJ-ROUUACIJSA-N		HMDB12635		53481509	
CE2061	trans-4,5-epoxy-2(E)-decenal	HIOMEXREAUSUBP-UHFFFAOYSA-N		HMDB13105		526708	
CE2065	acetylcarnosine	BKAYIFDRRZZKNF-SECBINFHSA-N		HMDB12881		10221026	
CE2072	putreanine	BTSHXVLJDRJCMM-UHFFFAOYSA-N		HMDB06078		53477800	
CE2084	5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid	MEASLHGILYBXFO-UHFFFAOYSA-N				1831	
CE2088	N-acetyl-S-[2-carboxy-1-(1 H-imidazol-4-yl)ethyl]-L-cysteine	ODJTWSKDMRCRTN-VEDVMXKPSA-N					
CE2089	S-[2-carboxy-1-(1 H-imidazol-4-yl)ethyl]-L-cysteine	ABJUPPXFQYZWTK-FOUAAFFMSA-N					
CE2095	3-hydroxykynurenine-O-beta-D-glucoside	SYBDIVKHFDAAJV-RBDCUATOSA-N					
CE2102	lipoyllysine	COTIXRRJLCSLLS-PIJUOVFKSA-N		HMDB12996		53481572	
CE2119	cyclic 3-hydroxymelatonin	VADOSKJWFKUPQF-UHFFFAOYSA-N					
CE2122	methyl indole-3-acetate	KTHADMDGDNYQRX-UHFFFAOYSA-N				74706	
CE2152	1,2,3,4-tetrahydro-beta-carboline	CFTOTSJVQRFXOF-UHFFFAOYSA-N	100417	HMDB12488		107838	
CE2153	6-hydroxy-1,2,3,4-tetrahydro-beta-carboline	HASNCBJLQYTILW-UHFFFAOYSA-N	69060			159959	
CE2172	6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline	MBFUSGLXKQWVDW-UHFFFAOYSA-N	110006	HMDB06044		36937	
CE2173	N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline	PIJDIPDQQMXWEM-UHFFFAOYSA-N				157875	
CE2174	4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline	RNIMUEXSLJYHIE-UHFFFAOYSA-N				3016280	
CE2176	3-O-methyldopa	PFDUUKDQEHURQC-UHFFFAOYSA-N		HMDB01434		1670	
CE2179	4-hydroxy-17beta-estradiol	QOZFCKXEVSGWGS-JNYWYMJGSA-N	62845	HMDB05896	C14209	44348689	LMST02010028
CE2180	4-hydroxyestrone	XQZVQQZZOVBNLU-KQWCVQSUSA-N		HMDB05895		53477797	
CE2183	2-hydroxy-3-methoxy-17beta-estradiol	MMKYSUOJWFKECQ-QYPSXNMPSA-N					
CE2184	2-hydroxy-3-methoxyestrone	YBCPNMOFBUWYTP-ACOLZQMSSA-N		HMDB11195		53480676	
CE2186	4-methoxy-17beta-estradiol	BCWZIZLVBYHFES-MFJBRZSQSA-N	28955	HMDB12782	C05302	29983092	LMST02010035
CE2189	4-methoxyestrone	PUEXVLNGOBYUEW-PITQQHRWSA-N				194066	
CE2196	(R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline	AASFZUCQPYZSBW-SSDOTTSWSA-N		HMDB12484		53481438	
CE2201	23S,25-dihydroxyvitamin D3	JVBPQHSRTHJMLM-IICZUGIHSA-N	47214	HMDB06720		13072270	LMST03020272
CE2202	23S,25,26-trihydroxyvitamin D3	GDIBDBUYVICGLY-KGQUQEPQSA-N	47803			17756748	
CE2203	25-hydroxyvitamin D3-26,23-lactol	SFOPTSUKUQDFIB-JAARWHLTSA-N					
CE2204	25-hydroxyvitamin D3-26,23-lactone	IJNDMZIDDKVXHR-XAEPEGLTSA-N					
CE2206	24-oxo-1alpha,25-dihydroxyvitamin D3	BWFQMABKLLTETH-GIYFXNSHSA-N	47812			5283703	LMST03020186
CE2207	24-oxo-1alpha,23,25-trihydroxyvitamin D3	ARRIBDAUGOLZSJ-LTPAFCAESA-N	47813			10478755	
CE2209	5alpha-androstane-3alpha,17beta-diol	CBMYJHIOYJEBSB-KHOSGYARSA-N	36713	HMDB00554		15818	LMST02020052
CE2211	allopregnanolone	AURFZBICLPNKBZ-SYBPFIFISA-N	50169	HMDB01449	C13712	92786	LMST02030156
CE2242	trans-docos-2-enoyl-CoA	KRTIFNFQCJTGMV-IKNWWIGSSA-N					
CE2243	trans-eicos-2-enoyl-CoA	ROOFWBIMBMJYGA-XTSUOFIPSA-N					
CE2245	trans-tetracos-2-enoyl-CoA	UVJKZCSQLMWPMV-XMLSFASZSA-N					
CE2246	3-hydroxydocosanoyl-CoA	VNJQSRVXTRJVAZ-NGZXMKLGSA-N	52325			25229586	LMFA07050070
CE2247	3-hydroxyeicosanoyl-CoA	KNSVYMFEJLUJST-MJMSVFGZSA-N	52324			25229587	LMFA07050071
CE2248	3-hydroxyoctadecanoyl-CoA	WZMAIEGYXCOYSH-FWBOWLIOSA-N	50583	HMDB12715	C16217	24906329	LMFA07050072
CE2249	3-hydroxytetracosanoyl-CoA	QIBKBVRVOFIKLN-SBPVGHMXSA-N	52326			25229585	LMFA07050073
CE2250	3-oxodocosanoyl-CoA	RKCOGGUHKPTOQJ-GNSUAQHMSA-N	52328			25229584	LMFA07050075
CE2251	3-oxoeicosanoyl-CoA	FYBVHNZJDVUVLJ-IBYUJNRCSA-N	52327			25229571	LMFA07050077
CE2253	3-oxotetracosanoyl-CoA	JJSJTIWFKNSCHC-JBKAVQFISA-N	52329			25229583	LMFA07050081
CE2254	docosanoyl-CoA	NDDZLVOCGALPLR-IKNWWIGSSA-N	65088	HMDB12930	C16528	168166	LMFA07050052
CE2257	tetracosanoyl-CoA	MOYMQYZWIUKGGY-JBKAVQFISA-N	52974	HMDB06526	C16529	3082227	LMFA07050053
CE2303	9-hydroxy-10-O-D-glucuronoside-12Z-octadecenoate	OERHNMHLKBHOMH-YFQVQPDTSA-N					
CE2304	10-hydroxy-octadec-12Z-enoate-9-beta-D-glucuronide	IRADJQUIAYBZPY-FYCFNANRSA-N					
CE2305	12-hydroxy-13-O-D-glucuronoside-octadec-9Z-enoate	WDJRXGFYLUIKBX-YFQVQPDTSA-N					
CE2306	12-O-D-glucuronoside-13-hydroxyoctadec-9Z-enoate	ZWDYIYOIBZOENK-FYCFNANRSA-N					
