"affy_hg_u95av2"	"entrezgene"
"31736_at"	NA
"40396_at"	5026
"36842_at"	26059
"41569_at"	23234
"32996_g_at"	51666
"32994_at"	51666
"32995_at"	51666
"37649_at"	3145
"973_at"	6446
"39641_at"	10309
"38478_at"	6433
"37580_at"	6457
"32567_at"	1119
"862_at"	5268
"863_g_at"	5268
"32216_r_at"	22836
"32215_i_at"	22836
"35145_at"	4335
"121_at"	7849
"36869_at"	7849
"39241_at"	759
"38249_at"	51442
"37173_at"	1062
"40266_at"	NA
"33298_at"	6801
"31736_at"	6801
"37070_at"	4359
"362_at"	5590
"34287_at"	23275
"40267_s_at"	NA
"40688_at"	27040
"37877_at"	26151
"40490_at"	9188
"37749_at"	4232
"39442_at"	25972
"34689_at"	84126
"37028_at"	23645
"35946_at"	4745
"32761_at"	23524
"36638_at"	1490
"34776_at"	23580
"39106_at"	335
"31981_at"	1417
"1151_at"	6146
"33451_s_at"	6146
"37380_at"	2959
"1070_at"	2959
"37381_g_at"	2959
"39425_at"	7296
"37912_at"	9618
"36321_at"	64595
"36615_at"	7873
"33366_at"	27352
"38498_at"	1415
"41756_at"	11321
"37608_g_at"	3795
"37606_at"	3795
"37308_at"	57720
"34385_at"	6391
"36711_at"	23764
"40660_at"	8013
"40662_g_at"	8013
"40661_at"	8013
"190_at"	8013
"40659_at"	8013
"32517_at"	23473
"37305_at"	2146
"1245_i_at"	5062
"34329_at"	5062
"1560_g_at"	5062
"40309_at"	768
"39140_at"	54505
"32165_at"	6432
"34254_at"	5900
"40096_at"	498
"35885_at"	8287
"969_s_at"	8287
"39588_at"	8742
"35287_at"	8742
"39588_at"	407977
"35287_at"	407977
"520_at"	7786
"36770_at"	6773
"1244_at"	6773
"33999_f_at"	NA
"34000_r_at"	NA
"41192_at"	56267
"38169_s_at"	6542
"40236_at"	6542
"41211_at"	10137
"38591_at"	NA
"1763_at"	NA
"31600_s_at"	NA
"32310_f_at"	NA
"32311_r_at"	NA
"36083_at"	6302
"41765_at"	11224
"36035_at"	8733
"31319_at"	NA
"36541_at"	9093
"33525_at"	4887
"33907_at"	8672
"35632_at"	868
"514_at"	868
"515_s_at"	868
"38690_at"	56650
"32082_at"	205564
"32153_s_at"	NA
"41758_at"	25829
"36739_at"	5166
"41842_at"	266655
"38551_at"	3897
"40684_at"	2644
"39747_at"	5436
"37689_s_at"	2212
"34665_g_at"	2212
"37688_f_at"	2212
"37687_i_at"	2212
"41369_at"	5406
"36652_at"	7390
"36653_g_at"	7390
"563_at"	3593
"32024_at"	202559
"37246_at"	65057
"35821_at"	8841
"41775_at"	23463
"35170_at"	4123
"39430_at"	8658
"31473_s_at"	8658
"31476_g_at"	8658
"31475_at"	8658
"34322_r_at"	10447
"34321_i_at"	10447
"37820_at"	58510
"239_at"	1509
"39731_at"	NA
"1620_at"	1004
"37784_at"	1004
"35166_at"	10311
"993_at"	7297
"1283_at"	9175
"34521_at"	9175
"196_s_at"	838
"40298_at"	9914
"41804_at"	79703
"41805_g_at"	79703
"748_s_at"	4601
"654_at"	4601
"39072_at"	4601
"117_at"	3310
"35965_at"	3310
"35817_at"	4155
"38794_at"	7343
"38795_s_at"	7343
"39022_at"	26173
"1423_at"	7326
"37662_at"	7326
"36126_at"	80347
"33811_at"	100533483
"32716_at"	1606
"39731_at"	494115
"2037_s_at"	6198
"37946_at"	6198
"38322_at"	9506
"38143_at"	5650
"41344_s_at"	5813
"35221_at"	5813
"37970_at"	23162
"37200_at"	2214
"31499_s_at"	2214
"37348_s_at"	9324
"32846_s_at"	3895
"36122_at"	NA
"32611_at"	5037
"32009_at"	10803
"37096_at"	1991
"37303_at"	143
"32736_at"	NA
"37277_at"	4671
"37277_at"	101060527
"36846_s_at"	51690
"36847_r_at"	51690
"36848_r_at"	51690
"34024_at"	1184
"35915_at"	3626
"41291_at"	91304
"38045_at"	1501
"36795_at"	5660
"34809_at"	23387
"34808_at"	23387
"1422_g_at"	814
"33514_at"	814
"1421_at"	814
"32797_at"	NA
"32486_at"	1158
"38476_at"	29890
"36384_at"	570
"33470_at"	NA
"33471_g_at"	NA
"31795_at"	157
"724_at"	157
"1761_at"	5157
"38873_at"	9730
"35353_at"	5701
"163_at"	1855
"33574_at"	10665
"32664_at"	NA
"33474_at"	2735
"34663_at"	2213
"34665_g_at"	2213
"34664_at"	2213
"33836_at"	728734
"33836_at"	100507607
"33836_at"	101060449
"39830_at"	6155
"39677_at"	9837
"845_at"	6778
"41222_at"	6778
"766_at"	3965
"38091_at"	3965
"37945_at"	11332
"34784_at"	NA
"41577_at"	26051
"31834_r_at"	23305
"31633_g_at"	NA
"31632_at"	NA
"36834_at"	26002
"32983_at"	147
"33203_s_at"	NA
"40726_at"	3832
"31919_at"	29909
"247_s_at"	1589
"34881_at"	29895
"1364_at"	5803
"37656_at"	22937
"34986_at"	10205
"37441_at"	51601
"40282_s_at"	1675
"35250_at"	11237
"35735_at"	2633
"37629_at"	1459
"39628_at"	9367
"41539_at"	2905
"35818_at"	NA
"40245_at"	7699
"40066_at"	9039
"41646_at"	51347
"37131_at"	11202
"35252_at"	9847
"39701_at"	5178
"40548_at"	636
"32127_at"	636
"34814_at"	10054
"41320_s_at"	9208
"38112_g_at"	1462
"31682_s_at"	1462
"38111_at"	1462
"392_g_at"	5536
"391_at"	5536
"36205_at"	4704
"40095_at"	760
"33781_s_at"	9040
"33782_r_at"	9040
"680_s_at"	5949
"40703_at"	5949
"39817_s_at"	10591
"34665_g_at"	9103
"39297_at"	4081
"31441_at"	643332
"34330_at"	9167
"32713_at"	2800
"41726_at"	1889
"32700_at"	2634
"35629_at"	57591
"35563_at"	57591
"37296_at"	400
"36494_at"	6399
"39100_at"	6695
"37826_at"	7321
"1164_at"	7321
"38013_at"	57509
"37087_at"	8852
"39725_at"	9584
"1518_at"	2113
"1977_s_at"	2113
"37200_at"	2215
"31499_s_at"	2215
"38957_at"	9201
"35400_at"	9201
"39635_at"	221981
"31463_s_at"	144983
"34084_at"	6718
"41509_at"	3313
"41510_s_at"	3313
"37310_at"	5328
"33462_at"	9934
"39337_at"	3015
"41278_at"	86
"1359_at"	3605
"33945_at"	959
"36072_at"	7743
"31511_at"	6203
"38817_at"	9552
"38781_at"	NA
"1679_at"	2555
"37062_at"	2555
"39545_at"	1028
"1787_at"	1028
"38673_s_at"	1028
"36352_at"	54626
"36353_at"	54626
"35263_at"	1979
"37321_at"	7265
"37495_at"	80742
"1967_f_at"	NA
"39944_at"	7584
"31865_at"	10926
"36308_at"	7545
"38856_at"	57188
"40569_at"	7593
"379_at"	10190
"1275_at"	NA
"1756_f_at"	1576
"40336_at"	2232
"35108_at"	8512
"35108_at"	100288974
"1874_at"	5887
"35652_g_at"	4216
"33721_at"	1244
"39842_at"	9244
"31429_at"	NA
"34841_at"	8663
"36192_at"	9805
"37497_at"	3087
"32789_at"	22916
"32790_at"	22916
"464_s_at"	3430
"626_s_at"	3430
"39558_s_at"	NA
"350_at"	7716
"32628_at"	7716
"880_at"	NA
"953_g_at"	NA
"40537_at"	9669
"35125_at"	6194
"38827_at"	10551
"1536_at"	990
"36839_at"	990
"35922_at"	10388
"39034_at"	25978
"31967_at"	4868
"36984_f_at"	3240
"36983_f_at"	3240
"36536_at"	29970
"36536_at"	100505385
"34406_at"	23241
"32664_at"	6038
"36099_at"	6426
"36098_at"	6426
"37557_at"	6522
"38238_at"	6514
"38510_at"	11213
"33656_at"	6167
"34276_at"	22981
"34670_at"	NA
"36947_s_at"	1859
"827_s_at"	1859
"36946_at"	1859
"1512_at"	1859
"33946_at"	1859
"843_at"	7803
"33413_at"	7803
"35668_at"	10267
"31959_at"	8747
"35271_at"	10096
"40760_at"	90957
"1186_at"	2662
"41245_at"	2662
"32000_g_at"	19
"31998_at"	19
"35394_at"	1954
"33652_at"	8748
"41758_at"	NA
"41595_at"	23379
"41801_at"	26234
"38239_at"	51208
"34670_at"	4125
"35431_g_at"	10001
"35432_at"	10001
"35430_at"	10001
"263_g_at"	262
"36685_at"	262
"36684_at"	262
"262_at"	262
"35401_s_at"	4326
"38978_at"	10605
"36951_at"	740
"41189_at"	8718
"1331_s_at"	8718
"1210_s_at"	8718
"41190_at"	8718
"33771_at"	23507
"37659_at"	10989
"40319_at"	1780
"40318_at"	1780
"36458_at"	22909
"338_at"	22926
"34437_at"	7288
"32150_at"	2803
"32796_f_at"	5644
"346_s_at"	185
"37983_at"	185
"38774_at"	8417
"32459_at"	6528
"32990_at"	6538
"792_s_at"	7020
"32154_at"	7020
"32155_at"	7020
"36246_at"	114
"1649_at"	54498
"1650_g_at"	54498
"41269_r_at"	8539
"33420_g_at"	8539
"40624_at"	10215
"841_at"	10215
"33217_at"	NA
"34013_f_at"	5449
"34014_f_at"	5449
"37653_at"	80781
"41771_g_at"	4128
"41770_at"	4128
"41772_at"	4128
"35074_at"	8690
"40427_at"	10063
"1103_at"	283
"35021_at"	658
"39292_r_at"	8805
"1337_s_at"	5914
"39141_at"	23
"35650_at"	9842
"36007_at"	25903
"32563_at"	483
"32276_at"	NA
"36549_at"	10478
"37345_at"	813
"41618_at"	1308
"41707_at"	23098
"38702_at"	54107
"147_at"	7251
"33649_at"	7903
"36623_at"	249
"40372_at"	5407
"40136_at"	51149
"39651_at"	9401
"34248_at"	8492
"34247_at"	8492
"37801_at"	23545
"41733_at"	595101
"33836_at"	595101
"41733_at"	101060455
"33836_at"	101060455
"35531_at"	9722
"37217_at"	3050
"35175_f_at"	1917
"35174_i_at"	1917
"34236_at"	390940
"31636_s_at"	6572
"32028_at"	NA
"1942_s_at"	1019
"38355_at"	8653
"32867_at"	1121
"36277_at"	916
"31680_at"	7150
"1030_s_at"	7150
"1710_s_at"	7150
"33476_at"	10876
"39715_at"	100423025
"32856_at"	NA
"38472_at"	23167
"32569_at"	5048
"1721_g_at"	4085
"37282_at"	4085
"37543_at"	9459
"31415_at"	NA
"34098_f_at"	NA
"32904_at"	5551
"34311_at"	2745
"41733_at"	81893
"41733_at"	100271836
"41733_at"	101060596
"32120_at"	NA
"33252_at"	4172
"35914_r_at"	10003
"574_s_at"	834
"39320_at"	834
"41657_at"	6794
"37010_at"	2958
"869_at"	2958
"38191_at"	9681
"38189_s_at"	9681
"38190_r_at"	9681
"36728_at"	146
"36729_g_at"	146
"36565_at"	7737
"37675_at"	5250
"33455_at"	229
"36169_at"	4694
"37394_at"	730
"32242_at"	1410
"32243_g_at"	1410
"35258_f_at"	9169
"35259_s_at"	9169
"36159_s_at"	5621
"846_s_at"	578
"1687_s_at"	578
"41196_at"	3837
"37166_at"	23498
"39908_at"	10629
"39909_g_at"	10629
"39562_at"	8545
"41425_at"	2313
"39568_g_at"	NA
"39567_at"	NA
"31743_at"	NA
"41421_at"	23125
"41543_at"	3899
"1640_at"	6767
"34173_s_at"	53942
"41097_at"	7014
"1299_at"	7014
"34628_at"	6875
"36291_at"	147339
"40817_at"	4924
"37414_at"	5003
"398_at"	8886
"41242_at"	6675
"608_at"	348
"34660_at"	6039
"40741_at"	1071
"32396_f_at"	2068
"992_at"	2068
"32397_r_at"	2068
"41095_at"	2068
"38040_at"	10285
"32184_at"	4005
"31430_at"	NA
"34525_at"	NA
"41866_s_at"	1838
"39565_at"	NA
"33685_at"	148229
"34587_at"	8288
"34257_at"	9863
"32932_at"	26095
"32932_at"	653129
"35870_at"	10157
"36918_at"	2982
"31710_at"	NA
"2010_at"	NA
"1732_at"	2250
"35657_at"	6895
"37402_at"	6035
"41069_at"	11061
"32314_g_at"	7169
"32313_at"	7169
"32312_at"	7169
"36512_at"	13
"1319_at"	4921
"40949_at"	1783
"37598_at"	9770
"41804_at"	9986
"40938_at"	9986
"41673_at"	2257
"1504_s_at"	2257
"41853_at"	5636
"31525_s_at"	3039
"31525_s_at"	3040
"38319_at"	915
"1251_g_at"	5909
"1270_at"	5909
"33908_at"	823
"32060_at"	663
"40630_at"	663
"32341_f_at"	26773
"40147_at"	10493
"625_at"	10493
"605_at"	10493
"35627_at"	6640
"39992_at"	5002
"38105_at"	65117
"41210_at"	1360
"36214_at"	9314
"35165_at"	54520
"41139_at"	9500
"1903_at"	NA
"40146_at"	NA
"41867_at"	90993
"40454_at"	2195
"1589_s_at"	3455
"1568_s_at"	3455
"1588_at"	3455
"1569_r_at"	3455
"33946_at"	NA
"38638_at"	5160
"37435_s_at"	3763
"38347_at"	26610
"36096_at"	65055
"1210_s_at"	57449
"32368_at"	5100
"32949_at"	10281
"37533_r_at"	23508
"40646_at"	1524
"37343_at"	3710
"182_at"	3710
"37444_at"	50855
"33090_at"	1943
"33089_s_at"	1943
"541_g_at"	3316
"540_at"	3316
"32058_at"	9486
"38615_at"	10562
"35099_at"	8542
"37763_at"	6257
"1362_s_at"	6257
"38992_at"	7913
"1082_at"	5335
"34351_at"	5335
"448_s_at"	4221
"33336_at"	6521
"39226_at"	917
"36700_at"	56062
"40574_at"	4293
"33715_r_at"	2966
"35764_at"	8481
"39435_at"	5201
"31638_at"	374291
"37670_at"	310
"35069_at"	NA
"34689_at"	11277
"35818_at"	54205
"36440_at"	171558
"1296_at"	1013
"31867_at"	56987
"34659_at"	9631
"32578_at"	6945
"32482_at"	479
"40793_s_at"	361
"41764_at"	341
"35833_at"	51141
"37510_at"	9482
"1321_s_at"	2012
"37762_at"	2012
"728_at"	284217
"39113_at"	9601
"41254_at"	53616
"35392_g_at"	53616
"35391_at"	53616
"34273_at"	5999
"34272_at"	5999
"37148_at"	11025
"541_g_at"	91894
"540_at"	91894
"34127_at"	9390
"37694_at"	23469
"35951_at"	9369
"35088_at"	1237
"783_at"	11059
"784_g_at"	11059
"40902_at"	11059
"34306_at"	4154
"34805_at"	79080
"32680_at"	23043
"39548_at"	4862
"39549_at"	4862
"32966_at"	319
"1549_s_at"	6318
"1343_s_at"	6318
"40331_at"	8685
"34786_at"	55818
"31722_at"	116937
"34919_at"	9265
"34827_at"	8408
"37033_s_at"	2876
"34401_at"	NA
"37039_at"	3122
"37154_at"	27253
"611_at"	2695
"41482_at"	2671
"33890_at"	8490
"35819_at"	1537
"1160_at"	1537
"41035_at"	9755
"138_at"	11184
"40050_at"	9139
"39907_at"	79064
"1208_at"	5753
"33559_at"	5753
"112_g_at"	NA
"37069_at"	100287576
"37069_at"	100506454
"36200_at"	10919
"34596_at"	1448
"35947_at"	7051
"41267_at"	22980
"41268_g_at"	22980
"33416_at"	22980
"41626_at"	8914
"39280_at"	10695
"41031_at"	4958
"1809_at"	8317
"939_at"	4241
"31446_s_at"	26952
"38909_at"	1594
"34928_at"	7755
"40314_at"	9143
"32968_s_at"	23544
"33735_at"	23544
"31446_s_at"	10879
"32006_r_at"	10879
"36749_at"	1359
"37860_at"	26152
"40052_at"	10121
"31543_at"	58503
"34477_at"	7404
"35975_at"	4300
"39190_s_at"	284439
"33544_at"	8633
"37240_at"	23438
"33676_at"	6160
"32436_at"	NA
"37184_at"	6804
"36191_at"	7019
"31706_at"	4589
"33135_at"	6573
"36408_at"	9389
"36390_at"	1240
"34379_at"	26284
"37692_at"	1622
"2037_s_at"	NA
"39091_at"	10550
"33955_at"	3592
"32111_at"	9425
"34047_at"	5017
"41416_at"	2267
"40559_at"	548321
"40559_at"	100132948
"40559_at"	100133121
"35008_at"	8864
"34806_at"	11251
"33220_at"	NA
"40402_at"	6530
"1897_at"	7049
"41083_at"	126299
"41084_at"	126299
"37088_at"	6795
"40461_at"	23051
"769_s_at"	302
"31444_s_at"	302
"757_at"	302
"34454_r_at"	344
"36657_at"	344
"34454_r_at"	346
"36657_at"	346
"41722_at"	23530
"148_at"	22936
"40606_at"	22936
"1343_s_at"	6317
"39899_at"	199731
"38223_at"	11138
"37131_at"	284366
"36740_at"	8448
"36534_at"	85458
"36686_at"	220
"32902_at"	6344
"1589_s_at"	NA
"40195_at"	3014
"41342_at"	NA
"40042_r_at"	NA
"35858_at"	NA
"38273_at"	374868
"39731_at"	26787
"39731_at"	27316
"41557_at"	23517
"33227_at"	3588
"33228_g_at"	3588
"1569_r_at"	3588
"33659_at"	1072
"32177_s_at"	NA
"32176_at"	NA
"41075_at"	10566
"35176_at"	1798
"221_s_at"	NA
"40841_at"	6867
"503_at"	5441
"35841_at"	5441
"36282_at"	NA
"38209_at"	5731
"39820_at"	NA
"35302_at"	10482
"33355_at"	5087
"32063_at"	5087
"39261_at"	3104
"33836_at"	728888
"35104_r_at"	4004
"35103_i_at"	4004
"35472_at"	3772
"41564_at"	4308
"644_at"	8153
"41082_at"	8153
"606_at"	8153
"41733_at"	101060252
"35404_at"	6865
"40216_at"	26146
"38122_at"	9962
"1592_at"	7153
"40145_at"	7153
"904_s_at"	7153
"38968_at"	9467
"32453_at"	611
"32489_at"	2904
"37306_at"	23191
"32548_at"	10728
"35402_at"	27242
"36838_at"	5655
"33008_at"	26648
"38757_at"	26353
"33556_at"	11153
"39471_at"	4076
"38662_at"	5610
"1008_f_at"	5610
"33919_at"	7106
"36502_at"	5218
"35028_at"	2560
"41169_at"	5329
"189_s_at"	5329
"31902_at"	1734
"36327_at"	3758
"35746_r_at"	NA
"37230_at"	9903
"40876_at"	2992
"35756_at"	10755
"35086_at"	51066
"1962_at"	383
"35487_at"	676
"36183_at"	10922
"35599_at"	27232
"33896_at"	2033
"551_at"	2033
"36375_at"	4956
"40035_at"	11012
"32845_at"	3339
"34258_at"	4289
"38320_s_at"	3991
"38321_r_at"	3991
"31875_at"	51665
"32498_at"	2912
"39710_at"	9315
"40501_s_at"	4604
"40502_r_at"	4604
"689_at"	30850
"34541_at"	30850
"38270_at"	8505
"337_at"	8505
"38457_at"	7136
"38573_at"	10138
"817_at"	10138
"32446_at"	6870
"40758_at"	3396
"914_g_at"	2078
"913_at"	2078
"36383_at"	2078
"2046_at"	2078
"1048_at"	6258
"1049_g_at"	6258
"37526_at"	8876
"32094_at"	9469
"35190_at"	90326
"32012_at"	22990
"36486_at"	22990
"33230_at"	27339
"33231_at"	27339
"34858_at"	23510
"39673_i_at"	1842
"39674_r_at"	1842
"37167_at"	6314
"32707_at"	11104
"32708_g_at"	11104
"1459_at"	5775
"1460_g_at"	5775
"36694_at"	3790
"31314_at"	651
"36155_at"	9806
"33377_at"	7448
"39705_at"	23309
"40031_at"	218
"38271_at"	9759
"35760_at"	10476
"36902_at"	391
"32747_at"	217
"36579_at"	9354
"253_g_at"	2841
"252_at"	2841
"36535_at"	4236
"33820_g_at"	85391
"40637_at"	85391
"1179_at"	85391
"1180_g_at"	85391
"40637_at"	85390
"1179_at"	85390
"529_at"	1847
"39018_at"	4259
"39018_at"	100505828
"34982_at"	1592
"33536_at"	5593
"33336_at"	NA
"1525_s_at"	2253
"931_at"	1880
"35589_at"	2696
"35590_s_at"	2696
"36682_at"	5108
"34307_at"	9375
"35577_at"	8710
"41306_at"	63941
"31888_s_at"	7262
"40237_at"	7262
"36905_at"	6885
"36823_at"	10900
"41002_at"	9121
"40762_g_at"	9121
"34283_at"	64131
"31684_at"	NA
"769_s_at"	NA
"31444_s_at"	NA
"36104_at"	NA
"34974_at"	27299
"38000_at"	5091
"2018_at"	2697
"32531_at"	2697
"1458_at"	5774
"31885_at"	5774
"36840_at"	55735
"40329_at"	7922
"41601_at"	6868
"1226_at"	6868
"1227_g_at"	6868
"33899_at"	223
"38645_at"	25852
"37719_at"	8079
"32587_at"	678
"32588_s_at"	678
"41238_s_at"	10136
"2054_g_at"	1000
"2053_at"	1000
"38374_at"	7071
"224_at"	7071
"37581_at"	5537
"32087_at"	3298
"202_at"	3298
"39852_at"	23111
"41413_at"	1209
"35384_at"	3269
"34282_at"	9603
"40740_at"	5080
"35769_at"	9289
"31623_f_at"	NA
"38003_s_at"	8525
"577_at"	8525
"38124_at"	8525
"34357_g_at"	9412
"34356_at"	9412
"111_at"	5875
"100_g_at"	5875
"38961_at"	23285
"31961_r_at"	NA
"36461_at"	11018
"37251_s_at"	2824
"33014_at"	7975
"960_g_at"	998
"959_at"	998
"39736_at"	998
"38336_at"	23150
"37359_at"	9789
"40649_at"	5122
"1105_s_at"	NA
"32794_g_at"	NA
"39116_at"	54499
"281_s_at"	5530
"37471_at"	10799
"1157_s_at"	3454
"39783_at"	9703
"34008_at"	28954
"37999_at"	1371
"36322_at"	2529
"39886_at"	23426
"36001_at"	4234
"32575_at"	4676
"32181_at"	2319
"1933_g_at"	10057
"41428_at"	10057
"1932_at"	10057
"1914_at"	8900
"38153_at"	3364
"37243_at"	2983
"41404_at"	8986
"2091_at"	54361
"39930_at"	2051
"36006_at"	6666
"1047_s_at"	101060347
"37185_at"	5055
"39618_at"	1404
"32166_at"	7094
"35390_at"	23460
"35389_s_at"	23460
"39983_at"	11146
"39984_g_at"	11146
"39985_r_at"	11146
"37193_at"	7371
"37193_at"	100500832
"33831_at"	1387
"1704_at"	7410
"35990_at"	9923
"32577_s_at"	29893
"35694_at"	9448
"33072_at"	3062
"35287_at"	8741
"35752_s_at"	5627
"35933_f_at"	5382
"38591_at"	5382
"1763_at"	5382
"34278_at"	NA
"663_at"	NA
"38329_at"	10165
"38328_at"	10165
"39584_at"	23261
"33457_at"	23272
"39434_at"	NA
"40246_at"	1739
"40065_s_at"	1739
"38948_at"	5509
"37499_at"	9729
"37499_at"	387104
"40406_at"	NA
"40783_s_at"	5297
"39738_at"	4627
"37842_at"	29969
"33000_at"	100101266
"686_s_at"	NA
"37769_at"	9170
"228_at"	5899
"32776_at"	5899
"708_at"	5741
"34399_at"	5741
"160021_r_at"	5241
"31892_at"	5797
"995_g_at"	5797
"994_at"	5797
"36886_f_at"	3804
"36887_f_at"	3804
"31780_f_at"	3804
"36886_f_at"	100653050
"36887_f_at"	100653050
"31780_f_at"	100653050
"33809_at"	2770
"32675_at"	683
"41388_at"	4212
"988_at"	634
"36082_at"	634
"35784_at"	9341
"35783_at"	9341
"32445_at"	5049
"505_at"	11140
"34712_at"	23268
"36654_s_at"	3181
"36318_at"	55117
"37916_at"	3163
"1775_at"	23649
"35033_at"	2651
"33724_at"	672
"1993_s_at"	672
"604_at"	672
"34699_at"	23607
"38545_at"	3625
"38796_at"	713
"31655_at"	NA
"31426_at"	2838
"36741_at"	9815
"256_s_at"	3921
"256_s_at"	6044
"256_s_at"	574040
"33860_at"	NA
"33906_at"	10534
"32209_at"	10534
"752_s_at"	3337
"33013_at"	5161
"34678_at"	26509
"37148_at"	79168
"2065_s_at"	581
"1997_s_at"	581
"2067_f_at"	581
"2066_at"	581
"38849_at"	9522
"32290_at"	9522
"36900_at"	6786
"39227_at"	11122
"2088_s_at"	2048
"41678_at"	2048
"902_at"	2048
"34456_s_at"	2736
"1200_at"	2736
"38037_at"	1839
"34161_at"	4025
"35545_at"	9498
"40783_s_at"	728233
"41825_at"	NA
"38693_at"	10632
"39901_at"	10085
"35594_at"	5408
"35348_at"	5564
"33929_at"	2817
"38465_at"	5066
"40650_r_at"	1394
"40651_s_at"	1394
"32942_at"	29906
"40136_at"	23061
"37128_at"	30837
"39298_at"	10402
"33977_at"	2672
"39912_at"	NA
"39192_at"	NA
"40516_at"	196
"41268_g_at"	4157
"33416_at"	4157
"1436_at"	NA
"998_s_at"	7850
"36507_at"	8427
"41809_at"	79161
"37199_at"	51626
"37197_s_at"	51626
"37198_r_at"	51626
"39078_at"	22928
"34259_at"	23277
"39552_at"	11191
"1434_at"	11191
"31675_s_at"	11191
"1519_at"	2114
"38739_at"	2114
"38251_at"	140465
"197_at"	4832
"198_g_at"	4832
"31673_s_at"	6687
"36293_at"	10663
"35270_at"	6633
"34327_at"	6596
"34328_s_at"	6596
"41140_at"	3460
"41831_at"	4041
"34938_i_at"	NA
"34939_r_at"	NA
"1824_s_at"	5111
"1884_s_at"	5111
"33332_at"	94009
"31540_at"	3604
"31643_at"	10825
"41494_at"	10444
"320_at"	5190
"41440_at"	7923
"35189_at"	9854
"37875_at"	10223
"33254_at"	7813
"38508_s_at"	7148
"36000_at"	7148
"38508_s_at"	101060681
"36000_at"	101060681
"32232_at"	4711
"35119_at"	NA
"32876_s_at"	6010
"32875_at"	6010
"39524_at"	6010
"40970_at"	5994
"33005_at"	NA
"32048_at"	100506963
"1948_f_at"	4843
"1418_at"	4843
"1419_g_at"	4843
"36890_at"	5493
"38974_at"	11315
"41122_at"	23028
"35123_at"	10526
"32986_s_at"	4093
"37628_at"	4129
"34741_at"	7029
"2013_at"	7029
"633_s_at"	7029
"39986_at"	25895
"37334_at"	10949
"1368_at"	3554
"35554_f_at"	7546
"35555_r_at"	7546
"38923_at"	2483
"38923_at"	100289097
"38923_at"	100996779
"31409_at"	5273
"40467_at"	NA
"471_f_at"	10381
"33678_i_at"	10381
"36406_at"	26085
"36407_at"	26085
"425_at"	3429
"32151_at"	5905
"33660_at"	6083
"33660_at"	6125
"33113_at"	10370
"39001_at"	4191
"36088_at"	8624
"34470_at"	22797
"360_at"	80271
"34209_at"	80271
"37433_at"	9063
"37432_g_at"	9063
"37431_at"	9063
"39868_at"	54039
"39144_at"	4772
"39143_at"	4772
"37309_at"	387
"1394_at"	387
"1483_at"	1002
"1624_at"	5910
"32602_at"	5910
"36432_at"	64087
"1066_at"	3594
"35685_at"	6015
"41455_at"	9743
"35114_at"	8856
"41185_f_at"	6613
"35475_at"	7730
"35475_at"	100529215
"36338_at"	7798
"1642_at"	9112
"38633_at"	9112
"1643_g_at"	9112
"41506_at"	8550
"38966_at"	9524
"1171_s_at"	5451
"40896_at"	5451
"39780_at"	5532
"38277_at"	5532
"31560_at"	8808
"32494_at"	3352
"33367_s_at"	51582
"33368_at"	51582
"1959_at"	51582
"33019_at"	5071
"36312_at"	5271
"1659_s_at"	NA
"1124_at"	4297
"38672_at"	5514
"37203_at"	1066
"37203_at"	100653057
"37602_at"	2593
"32253_at"	473
"38423_at"	162427
"38729_at"	2288
"36427_at"	91369
"37359_at"	NA
"41072_at"	859
"39792_at"	10236
"32209_at"	23625
"35808_at"	6431
"35809_g_at"	6431
"34680_s_at"	9861
"40321_at"	9173
"40322_at"	9173
"33747_s_at"	6080
"33747_s_at"	8420
"1158_s_at"	801
"1158_s_at"	805
"1158_s_at"	808
"40853_at"	57205
"39607_at"	66036
"36692_at"	66036
"36984_f_at"	3250
"36983_f_at"	3250
"32081_at"	11113
"32081_at"	100302274
"37593_at"	5095
"1348_s_at"	5095
"40323_at"	952
"34381_at"	1350
"36522_at"	23373
"39694_at"	79073
"39693_at"	79073
"34337_s_at"	22823
"31727_at"	954
"40567_at"	NA
"32016_at"	25775
"38499_s_at"	4336
"39838_at"	23332
"37818_at"	23403
"1737_s_at"	3487
"39781_at"	3487
"1110_at"	NA
"40756_at"	10360
"38579_at"	56269
"36306_at"	3786
"38300_at"	8321
"1140_at"	3682
"1424_s_at"	7533
"36968_s_at"	11340
"39740_g_at"	4666
"39739_at"	4666
"41666_at"	259217
"32202_at"	10616
"32203_at"	10616
"39047_at"	9733
"36938_at"	427
"461_at"	427
"36377_at"	8809
"743_at"	4675
"37390_at"	9785
"2028_s_at"	1869
"1322_at"	1869
"41545_at"	1021
"1207_at"	1021
"40440_at"	NA
"35349_at"	8533
"33996_at"	4829
"33098_at"	1232
"36275_at"	57556
"35707_at"	89944
"35708_at"	89944
"35906_at"	6523
"109_at"	10244
"33093_at"	8807
"38962_at"	9866
"41070_r_at"	7978
"35953_at"	1369
"34554_at"	2742
"35120_at"	100507605
"32852_at"	25828
"36779_at"	2172
"41343_at"	8760
"41426_at"	7988
"37078_at"	919
"2035_s_at"	2023
"39041_at"	1737
"38062_at"	9771
"39103_s_at"	115817
"39104_at"	115817
"34397_at"	51747
"39659_at"	10102
"41581_at"	10102
"33443_at"	57515
"38671_at"	23129
"40184_at"	NA
"34243_i_at"	26013
"34244_r_at"	26013
"34242_at"	26013
"37973_at"	23161
"34263_s_at"	1730
"34262_at"	1730
