"affy_hg_u95av2"	"entrezgene"
"34930_at"	8477
"39151_at"	60676
"32744_at"	6227
"34358_at"	6150
"40054_at"	23070
"34010_at"	58504
"33759_at"	669
"39756_g_at"	7494
"39755_at"	7494
"35617_at"	5598
"36752_at"	NA
"34203_at"	1264
"36752_at"	100131510
"39509_at"	92482
"37483_at"	9734
"36668_at"	1727
"40752_at"	113177
"40751_at"	113177
"31514_at"	9046
"37885_at"	29798
"37884_f_at"	29798
"800_g_at"	8851
"799_at"	8851
"36273_at"	8851
"35201_at"	3191
"37885_at"	408029
"1127_at"	6195
"38201_at"	586
"1448_at"	5684
"32709_at"	7881
"32711_g_at"	7881
"33516_at"	3045
"31687_f_at"	3045
"41530_at"	10449
"41364_r_at"	9749
"37304_at"	10951
"32001_s_at"	5046
"32001_s_at"	100507472
"31490_at"	6331
"33142_at"	2863
"34480_at"	1014
"40244_s_at"	65258
"39867_at"	7284
"38287_at"	5698
"38749_at"	116372
"36142_at"	6310
"35729_at"	4642
"40057_at"	5837
"38647_at"	11316
"38973_at"	23119
"36824_at"	460
"32135_at"	6720
"34929_at"	943
"38585_at"	3047
"37596_at"	5333
"37203_at"	51716
"37203_at"	100653086
"572_at"	7272
"33268_at"	8242
"36801_at"	2796
"31349_at"	10895
"31596_f_at"	NA
"41358_at"	54805
"37392_at"	5257
"35871_s_at"	8671
"35285_at"	8671
"223_at"	7332
"38701_at"	7332
"565_at"	NA
"41827_f_at"	91316
"31596_f_at"	91316
"1006_at"	4319
"35963_at"	10471
"35481_at"	23026
"35663_at"	4885
"35196_at"	9373
"33944_at"	334
"37244_at"	7347
"35583_at"	54739
"31412_at"	9081
"31412_at"	442862
"31412_at"	100509646
"1583_at"	7133
"33813_at"	7133
"247_s_at"	1590
"34866_at"	4249
"31313_at"	4249
"36772_at"	2792
"38569_at"	4899
"33108_i_at"	6657
"33109_f_at"	6657
"38766_at"	10847
"33723_at"	9527
"40725_at"	9527
"39321_at"	2558
"40359_at"	8045
"38217_at"	4588
"707_s_at"	4588
"31820_at"	3059
"38508_s_at"	7146
"1172_at"	23053
"35420_r_at"	23053
"34222_at"	57795
"31913_at"	2001
"34766_r_at"	29957
"35504_at"	8289
"36019_at"	NA
"34800_at"	26018
"31669_s_at"	3207
"33248_at"	3207
"1563_s_at"	7132
"36985_at"	3422
"36635_at"	23200
"31487_at"	NA
"41794_at"	5149
"35204_at"	9037
"36061_at"	9037
"37388_at"	7980
"41739_s_at"	800
"41738_at"	800
"34053_at"	11055
"32741_at"	9135
"32742_s_at"	9135
"40067_at"	1997
"1651_at"	11065
"1163_at"	5291
"31699_at"	5291
"40149_at"	25970
"1108_s_at"	2041
"39951_at"	5357
"36139_at"	10758
"1324_at"	5883
"32158_at"	5883
"34424_at"	22865
"38428_at"	4312
"33984_at"	3326
"1161_at"	3326
"31601_s_at"	159163
"31601_s_at"	378951
"38925_at"	7180
"35213_at"	11193
"41748_at"	7125
"37841_at"	590
"38020_at"	9776
"33374_at"	629
"35822_at"	629
"32053_at"	905
"32055_g_at"	905
"32054_at"	905
"1664_at"	3481
"36782_s_at"	3481
"1591_s_at"	3481
"2079_s_at"	3481
"436_at"	3567
"32743_at"	55187
"34359_at"	51020
"37706_at"	2734
"33183_at"	2584
"38858_at"	3757
"38225_at"	3757
"35527_at"	781
"34996_at"	7113
"975_at"	10733
"32703_at"	10733
"40932_at"	84243
"41530_at"	NA
"39378_at"	8678
"38443_at"	5781
"1871_g_at"	5781
"1870_at"	5781
"36460_at"	9533
"31400_at"	1607
"37382_at"	6231
"37382_at"	100996747
"37660_at"	26206
"33322_i_at"	2810
"33323_r_at"	2810
"35379_at"	1297
"33039_at"	50852
"41333_at"	23527
"33557_at"	25770
"34007_at"	2918
"31466_at"	3128
"31466_at"	100996809
"40492_at"	285527
"2084_s_at"	2118
"31510_s_at"	3020
"31510_s_at"	3021
"31510_s_at"	100616282
"1371_s_at"	1555
"34191_at"	167227
"35956_s_at"	5672
"33283_at"	409
"957_at"	409
"40924_at"	84900
"35776_at"	6453
"488_at"	6453
"31950_at"	NA
"40153_at"	6890
"35836_at"	10726
"1659_s_at"	6009
"39906_r_at"	26286
"39905_i_at"	26286
"38840_s_at"	5217
"38839_at"	5217
"40302_at"	129080
"1190_at"	5800
"32199_at"	5800
"37513_at"	6319
"34056_g_at"	91
"36451_at"	91
"34415_at"	91
"921_s_at"	91
"34055_at"	91
"38435_at"	10549
"36970_at"	23199
"1533_at"	10111
"39941_at"	10111
"41827_f_at"	NA
"35810_at"	10094
"38659_at"	8036
"38620_at"	9570
"34612_at"	795
"35344_at"	4008
"35529_at"	NA
"37505_at"	8431
"643_at"	8431
"39262_at"	29901
"37570_at"	29901
"36350_at"	54491
"185_at"	4857
"1366_i_at"	7316
"32335_r_at"	7316
"32334_f_at"	7316
"1367_f_at"	7316
"31702_at"	3344
"40306_at"	NA
"38628_at"	2648
"39087_at"	5349
"35045_r_at"	2128
"32681_at"	6548
"39654_at"	443
"33731_at"	9056
"1863_s_at"	472
"1862_at"	472
"2000_at"	472
"2001_g_at"	472
"404_at"	3566
"40180_at"	8660
"38585_at"	3048
"37472_at"	4126
"32662_at"	9656
"32661_s_at"	9656
"33418_at"	22930
"33417_at"	22930
"35241_at"	9849
"31794_at"	22978
"738_at"	22978
"1552_i_at"	1553
"1553_r_at"	1553
"1338_s_at"	1553
"1554_f_at"	1553
"40358_at"	2737
"36841_at"	10005
"40782_at"	9249
"1742_at"	2065
"1723_g_at"	2065
"33639_g_at"	2065
"2089_s_at"	2065
"32787_at"	2065
"1585_at"	2065
"33638_at"	2065
"39496_s_at"	8739
"34011_at"	8739
"369_s_at"	7328
"35538_at"	NA
"41422_at"	1807
"41100_at"	22900
"39704_s_at"	3159
"34058_at"	7700
"32318_s_at"	60
"AFFX-HSAC07/X00351_3_at"	60
"AFFX-HSAC07/X00351_M_at"	60
"AFFX-HSAC07/X00351_5_at"	60
"41435_at"	8541
"39333_at"	1282
"38862_at"	8631
"31567_at"	2567
"38591_at"	100996753
"1763_at"	100996753
"31600_s_at"	100996753
"38591_at"	101060605
"1763_at"	101060605
"31600_s_at"	101060605
"39605_at"	2290
"31946_s_at"	2290
"36130_f_at"	4498
"1978_at"	3673
"41481_at"	3673
"1123_at"	2692
"32383_at"	2692
"32384_g_at"	2692
"35216_at"	10873
"437_at"	4314
"33180_at"	5504
"812_at"	5504
"36821_at"	221061
"31881_at"	259230
"33941_at"	4185
"32124_at"	57187
"32125_at"	57187
"33078_at"	390999
"37713_at"	NA
"41778_at"	6510
"40829_at"	23038
"35069_at"	65121
"40824_at"	23039
"32547_at"	4074
"373_at"	NA
"38684_at"	27032
"37962_r_at"	6814
"39580_at"	9858
"32408_s_at"	343069
"32408_s_at"	440563
"32408_s_at"	649330
"32408_s_at"	101060301
"36372_at"	3101
"35069_at"	65122
"1517_at"	1572
"34080_at"	10004
"37093_at"	8909
"39592_r_at"	10875
"39593_at"	10875
"39591_s_at"	10875
"39062_at"	5476
"41617_at"	3046
"32785_at"	8661
"31861_at"	3508
"123_at"	5587
"33669_at"	5992
"35167_at"	23262
"31602_at"	6911
"40307_at"	54454
"40308_at"	54454
"37595_at"	NA
"37830_at"	10867
"39640_at"	9945
"372_f_at"	NA
"35538_at"	653399
"33500_i_at"	NA
"33501_r_at"	NA
"33499_s_at"	NA
"34566_at"	797
"35318_at"	9917
"34405_at"	8078
"954_s_at"	5499
"32157_at"	5499
"34183_at"	26112
"834_at"	10320
"40007_at"	10320
"36464_at"	10321
"35047_at"	5990
"31393_r_at"	8433
"31769_at"	7479
"37686_s_at"	7374
"34072_s_at"	NA
"37790_at"	27287
"40521_at"	5863
"33647_s_at"	2760
"33646_g_at"	2760
"33645_at"	2760
"35820_at"	2760
"31908_at"	3955
"896_at"	4583
"32367_at"	10326
"32367_at"	100653194
"32367_at"	100653231
"31734_at"	3227
"37442_at"	222161
"34345_at"	24148
"36172_s_at"	8943
"36173_r_at"	8943
"31716_at"	5097
"37562_at"	5097
"36681_at"	347
"37655_at"	2804
"38644_at"	5829
"35827_at"	22872
"32910_at"	80853
"41208_at"	58517
"40712_at"	101
"36610_at"	23518
"35069_at"	400736
"36107_at"	522
"36800_at"	4948
"36300_at"	796
"36299_at"	796
"39732_at"	9053
"33674_at"	6159
"41005_at"	8516
"36010_at"	4222
"36478_at"	7270
"416_s_at"	3222
"38956_at"	51172
"38859_at"	25956
"37864_s_at"	NA
"39124_r_at"	7220
"39123_s_at"	7220
"1084_at"	27
"38109_at"	NA
"1168_at"	NA
"39111_s_at"	23759
"33188_at"	23759
"35448_at"	23759
"39102_at"	29899
"40674_s_at"	3223
"34471_at"	4626
"35119_at"	728658
"35886_at"	11252
"38394_at"	23171
"40371_at"	1813
"169_at"	1044
"35896_at"	29774
"736_f_at"	29774
"737_at"	29774
"1797_at"	1032
"609_f_at"	NA
"31594_at"	3883
"34975_at"	10219
"33494_at"	2110
"34167_s_at"	6534
"34166_at"	6534
"40705_at"	10411
"36266_at"	10411
"38064_at"	9961
"34708_at"	8547
"39866_at"	23326
"41828_at"	4152
"37336_at"	23190
"36248_at"	51754
"41871_at"	10630
"41870_at"	10630
"35199_at"	22884
"264_at"	150
"31394_at"	5276
"32327_at"	5454
"40078_at"	11098
"37681_i_at"	9782
"37682_r_at"	9782
"37681_i_at"	724102
"37682_r_at"	724102
"36496_at"	3613
"35880_at"	3798
"33947_at"	2827
"290_s_at"	2827
"36237_at"	9356
"39987_at"	26235
"1738_at"	993
"35407_at"	993
"41515_at"	5931
"36137_at"	1108
"33020_at"	4010
"34923_at"	23096
"35126_at"	10163
"33438_at"	23558
"41039_at"	25809
"40023_at"	627
"1088_at"	627
"36570_at"	793
"34568_at"	3884
"37732_at"	23429
"36986_at"	NA
"38529_at"	32
"31531_g_at"	32
"31530_at"	32
"32917_at"	3938
"33185_at"	23155
"31838_at"	29902
"32394_s_at"	9349
"32395_r_at"	9349
"32394_s_at"	619505
"32395_r_at"	619505
"34012_at"	3885
"34012_at"	100653049
"35998_at"	80816
"31505_at"	6132
"37159_at"	27245
"37271_at"	6878
"33922_at"	7799
"33923_s_at"	7799
"316_g_at"	7799
"315_at"	7799
"1425_at"	56125
"693_g_at"	10486
"714_at"	10486
"33405_at"	10486
"33404_at"	10486
"40117_at"	4175
"151_s_at"	203068
"35080_at"	4923
"33041_at"	10052
"40509_at"	2108
"39347_at"	1175
"1780_at"	2268
"32855_at"	3949
"34452_at"	167
"35279_at"	8887
"498_at"	8887
"32892_at"	6196
"33325_at"	6196
"31849_at"	23078
"34675_at"	11037
"40777_at"	1499
"35160_at"	8861
"39213_at"	57144
"36310_at"	3881
"35568_at"	117
"39615_at"	23254
"37151_at"	23254
"1233_s_at"	558
"1278_at"	558
"38433_at"	558
"39933_at"	1849
"39932_at"	1849
"37245_at"	2551
"32097_at"	5116
"31422_at"	8688
"32615_at"	1615
"35720_at"	22911
"39009_at"	27258
"37711_at"	4208
"37712_g_at"	4208
"37710_at"	4208
"41414_at"	25807
"37908_at"	2791
"1358_s_at"	2537
"2087_s_at"	1009
"36976_at"	1009
"192_at"	6879
"40332_at"	11054
"35611_at"	7539
"33434_at"	10282
"33435_r_at"	10282
"657_at"	56114
"34749_at"	1318
"34836_at"	5878
"34102_at"	3933
"32657_at"	9657
"38109_at"	80864
"31783_at"	5973
"41226_at"	1845
"275_at"	1845
"41225_at"	1845
"41584_at"	11165
"32218_at"	11165
"649_s_at"	7852
"31729_at"	6884
"803_at"	6884
"32693_at"	23041
"1327_s_at"	4217
"37255_at"	8509
"32918_at"	8509
"39388_at"	8509
"37255_at"	100507331
"32918_at"	100507331
"39388_at"	100507331
"37467_at"	NA
"41695_at"	23099
"35072_at"	199870
"38097_at"	9538
"31763_at"	26659
"40524_at"	11099
"1320_at"	11099
"39411_at"	25976
"40804_at"	4927
"40584_at"	4927
"41165_g_at"	NA
"41164_at"	NA
"32849_at"	8243
"35546_at"	8243
"33745_at"	5261
"32005_at"	5367
"35403_at"	22845
"36320_at"	23232
"32107_at"	25966
"41835_at"	8715
"41835_at"	100996400
"40215_at"	100616114
"40081_at"	5360
"32499_at"	398
"40480_s_at"	2534
"40479_at"	2534
"2039_s_at"	2534
"39822_s_at"	4616
"1975_s_at"	3479
"38737_at"	3479
"1501_at"	3479
"1625_at"	3479
"41258_at"	NA
"38685_at"	23673
"32644_at"	23511
"32731_at"	10011
"35121_at"	6533
"35018_at"	11261
"40832_s_at"	26092
"40833_r_at"	26092
"37604_at"	3176
"35350_at"	51363
"657_at"	56113
"423_at"	2130
"34725_at"	2909
"34724_at"	2909
"37705_at"	5511
"36181_at"	3927
"32103_at"	5345
"40144_at"	140885
"41112_at"	26048
"41113_at"	26048
"160038_s_at"	723961
"36782_s_at"	723961
"1591_s_at"	723961
"33678_i_at"	84617
"32771_at"	2638
"37403_at"	301
"34057_at"	9153
"39058_at"	29
"31813_at"	815
"40463_at"	3842
"40464_g_at"	3842
"33504_at"	11249
"39684_at"	4356
"716_at"	NA
"657_at"	56112
"39083_at"	7323
"504_at"	7323
"39278_at"	7047
"41769_at"	487
"35954_at"	5173
"37509_at"	51379
"36188_at"	2971
"31826_at"	23307
"33805_at"	9857
"32480_at"	3221
"40352_at"	29799
"615_s_at"	5744
"37989_at"	5744
"1849_s_at"	5926
"1784_s_at"	5926
"31471_at"	641339
"37346_at"	381
"35918_at"	9940
"41409_at"	9473
"41632_at"	1871
"41584_at"	100529239
"31568_at"	100529239
"35561_at"	4163
"1832_at"	4163
"657_at"	56104
"38637_at"	4015
"976_s_at"	5594
"40714_at"	11330
"38318_at"	51439
"34202_at"	25945
"31807_at"	54555
"34315_at"	10939
"35974_at"	4033
"36412_s_at"	3665
"34976_at"	3270
"31814_i_at"	4037
"31815_r_at"	4037
"32850_at"	9972
"38936_at"	63036
"1119_at"	6118
"32293_at"	3973
"32294_g_at"	3973
"1257_s_at"	5768
"38484_at"	6616
"32868_at"	7053
"33537_at"	3882
"31568_at"	6204
"745_at"	6919
"39175_at"	5214
"32307_s_at"	1278
"32306_g_at"	1278
"32305_at"	1278
"36455_at"	1299
"38936_at"	51032
"31478_at"	51032
"948_s_at"	5481
"31811_r_at"	5481
"37474_at"	11339
"34627_at"	3886
"34849_at"	6301
"33930_at"	23256
"2011_s_at"	638
"41383_at"	4586
"160023_at"	7472
"32786_at"	3726
"2049_s_at"	3726
"677_s_at"	54
"36457_at"	NA
"36891_at"	27349
"39167_r_at"	871
"39166_s_at"	871
"35385_at"	10229
"39729_at"	7001
"1064_at"	5756
"36659_at"	1284
"32806_at"	706
"37779_at"	27293
"36943_r_at"	5325
"36944_f_at"	5325
"40671_g_at"	8942
"40672_at"	8942
"40670_at"	8942
"562_g_at"	2492
"561_at"	2492
"35207_at"	6337
"486_at"	842
"487_g_at"	842
"37648_at"	23170
"38765_at"	23405
"38764_at"	23405
"34207_at"	23288
"36883_at"	3860
"34003_at"	7167
"34890_at"	523
"34889_at"	523
"38683_s_at"	8637
"37780_at"	27445
"38697_at"	25844
"736_f_at"	266697
"737_at"	266697
"736_f_at"	646074
"737_at"	646074
"736_f_at"	101060466
"737_at"	101060466
"38301_at"	132
"168_at"	132
"38030_at"	23350
"36982_at"	9097
"1213_at"	6733
"37409_at"	6733
"34756_g_at"	10038
"34755_at"	10038
"34757_at"	10038
"38276_at"	4794
"32780_at"	667
"32782_r_at"	667
"32781_f_at"	667
"40304_at"	667
"36499_at"	1952
"33037_at"	56548
"37031_at"	23196
"36693_at"	2140
"34652_at"	4861
"40248_at"	84679
"40663_at"	9185
"41609_at"	3109
"33178_at"	182
"35414_s_at"	182
"39795_at"	1173
"33170_at"	23341
"31860_at"	8834
"403_s_at"	2324
"32836_at"	10554
"38215_at"	758
"33079_at"	10228
"41663_at"	10228
"41136_s_at"	351
"36710_at"	820
"160038_s_at"	3630
"37205_at"	23194
"36595_s_at"	2628
"36596_r_at"	2628
"35096_at"	6511
"31608_g_at"	7416
"40198_at"	7416
"36636_at"	4942
"31411_at"	9083
"31411_at"	442867
"31411_at"	442868
"34071_at"	NA
"34426_at"	3140
"34427_g_at"	3140
"34425_at"	3140
"1173_g_at"	6303
"34304_s_at"	6303
"36677_at"	9276
"34945_at"	57125
"31420_at"	NA
"32731_at"	10307
"38498_at"	1416
"341_at"	5724
"37633_s_at"	5047
"37634_at"	5047
"37879_r_at"	7166
"36166_at"	22826
"32905_s_at"	NA
"35912_at"	4585
"734_at"	4585
"40887_g_at"	1915
"40886_at"	1915
"1288_s_at"	1915
"40944_at"	8462
"1426_at"	6503
"1427_g_at"	6503
"31695_g_at"	6248
"31694_at"	6248
"31695_g_at"	84301
"31694_at"	84301
"40690_at"	NA
"39858_s_at"	8676
"39857_at"	8676
"39859_r_at"	8676
"39576_at"	5158
"40242_at"	9984
"31877_at"	8697
"37680_at"	9590
"40342_at"	1617
"40342_at"	57135
"32300_s_at"	7054
"36166_at"	NA
"1383_at"	5520
"41167_at"	5520
"33119_at"	54463
"35305_at"	7511
"33240_at"	23024
"39697_at"	3291
"39893_at"	2788
"36150_at"	23207
"36392_at"	7694
"33541_s_at"	3904
"33493_at"	10650
"41390_at"	7402
"34070_s_at"	64714
"39240_at"	9378
"35141_at"	10535
"32201_at"	8636
"32550_r_at"	1050
"39219_at"	1054
"597_at"	4254
"40531_at"	6658
"494_at"	3596
"37951_at"	10395
"34533_at"	146691
"35218_at"	11235
"521_at"	84560
"40317_at"	40
"39964_at"	6102
"32839_at"	65979
"34961_at"	10225
"37638_at"	1793
"32265_at"	3164
"279_at"	3164
"280_g_at"	3164
"33625_g_at"	777
"33624_at"	777
"34629_at"	9537
"36136_at"	9537
"40421_at"	5300
"400_at"	3651
"39265_at"	51752
"40778_at"	3028
"38351_at"	57608
"160020_at"	4323
"34747_at"	4323
"40392_at"	1045
"170_at"	1045
"35681_r_at"	9839
"37344_at"	3108
"37582_at"	3866
"40899_at"	3866
"32685_at"	9649
"1467_at"	2059
"31417_at"	3060
"33535_at"	5023
"37755_at"	22903
"37636_at"	9767
"140_s_at"	6434
"35862_at"	6565
"35863_g_at"	6565
"37210_at"	9118
"34583_at"	2322
"1065_at"	2322
"37910_at"	3054
"37674_at"	211
"38364_at"	NA
"36860_at"	23211
"39625_at"	23086
"35579_at"	23086
"37927_at"	1104
"1196_at"	1104
"1622_at"	5606
"2075_s_at"	5606
"1622_at"	100996792
"2075_s_at"	100996792
"37046_at"	5686
"41410_at"	51103
"41411_at"	51103
"33397_at"	10423
"40460_s_at"	51
"40459_at"	51
"32172_at"	23013
"38752_r_at"	521
"38751_i_at"	521
"1346_at"	4504
"870_f_at"	4504
"35162_s_at"	92
"38436_at"	23168
"41784_at"	25957
"31821_at"	23082
"38531_at"	79629
"32105_f_at"	818
"650_s_at"	818
"39388_at"	818
"32104_i_at"	818
"36201_at"	2739
"37500_at"	7728
"40106_at"	11100
"35671_at"	2975
"33701_at"	5053
"39436_at"	665
"40856_at"	5176
"37192_at"	2039
"32987_at"	2491
"40522_at"	2752
"33712_at"	25830
"36816_s_at"	1080
"36817_at"	1080
"1763_at"	5387
"35859_f_at"	5387
"1875_f_at"	5387
"35933_f_at"	5387
"40654_at"	5191
"41532_at"	7709
"36466_at"	1837
"36467_g_at"	1837
"36470_s_at"	1837
"36471_f_at"	1837
"36469_at"	1837
"36468_at"	1837
"1184_at"	NA
"36258_at"	5592
"38418_at"	595
"2020_at"	595
"2017_s_at"	595
"33981_at"	3565
"1574_s_at"	3565
"642_s_at"	5663
"35658_at"	5663
"641_at"	5663
"36481_at"	5000
"33319_at"	8312
"34409_at"	26020
"37620_at"	6883
"802_at"	6883
"40596_at"	6949
"40597_g_at"	6949
"37854_at"	9183
"35623_at"	24145
"41362_at"	9619
"31859_at"	4318
"34656_at"	4355
"34655_at"	4355
"40263_at"	7542
"40264_g_at"	7542
"38485_at"	4717
"31874_at"	10634
"33466_at"	90355
"34951_at"	338442
"942_at"	9104
"1000_at"	5595
"876_at"	2773
"34951_at"	8843
"34641_at"	5858
"39117_at"	5253
"37337_at"	NA
"31448_s_at"	11027
"34033_s_at"	11027
"40201_at"	1644
"39027_at"	1327
"34571_at"	2780
"41193_at"	1848
"41365_at"	727897
"694_at"	727897
"35822_at"	NA
"41374_at"	6199
"34580_at"	4985
"37241_at"	10687
"35614_at"	10732
"35614_at"	100132911
"1595_at"	7010
"1596_g_at"	7010
"35814_at"	10480
"34374_g_at"	10075
"34372_at"	10075
"41704_at"	441151
"34657_at"	11215
"36261_at"	51760
"33974_at"	10633
"1279_s_at"	1018
"32452_at"	1018
"38444_at"	8048
"34208_at"	57468
"874_at"	6347
"875_g_at"	6347
"34375_at"	6347
"118_at"	3706
"36210_g_at"	6046
"36208_at"	6046
"36209_at"	6046
"133_at"	1075
"831_at"	1662
"32984_s_at"	1187
"32988_at"	1187
"35107_at"	8600
"38518_at"	6322
"39081_at"	4502
"34099_f_at"	51067
"41779_at"	6004
"735_s_at"	11214
"39569_at"	2125
"32424_at"	3036
"1701_at"	7011
"32870_g_at"	4361
"39233_at"	4361
"32869_at"	4361
"32026_s_at"	9693
"34745_at"	9693
"36130_f_at"	4493
"34581_s_at"	2035
"32343_at"	2035
"38972_at"	115207
"38417_at"	271
"34178_at"	6892
"41168_at"	6892
"38686_at"	9114
"39715_at"	23468
"36236_at"	23468
"40731_at"	23468
"32639_at"	11097
"40745_at"	162
"34324_at"	1203
"40525_at"	84444
"38144_at"	201626
"32900_at"	85360
"32984_s_at"	1188
"32941_at"	3394
"31915_at"	1821
"40768_s_at"	8021
"40769_r_at"	8021
"37897_s_at"	7033
"31477_at"	7033
"34845_at"	25813
"40364_at"	1317
"40899_at"	3880
"41314_at"	1431
"35496_at"	1068
"473_g_at"	6777
"33869_at"	6777
"472_at"	6777
"35778_at"	3800
"36585_at"	378
"35005_at"	10201
"32045_at"	11083
"35362_at"	4651
"34901_at"	9099
"36234_at"	1973
"1199_at"	1973
"36234_at"	26781
"1199_at"	652965
"36234_at"	652966
"1199_at"	652966
"1859_s_at"	4193
"38509_at"	4193
"2008_s_at"	4193
"1880_at"	4193
"355_s_at"	388931
"143_s_at"	6877
"41050_at"	6877
"37384_at"	9647
"33473_at"	27098
"37259_at"	5274
"35744_at"	9812
"1379_at"	1969
"36922_at"	6241
"556_s_at"	2948
"39054_at"	2948
"33892_at"	5318
"40472_at"	254531
"36991_at"	6429
"38571_at"	11116
"35309_at"	6768
"40543_at"	429
"40544_g_at"	429
"41393_at"	7748
"662_at"	1660
"36153_at"	1660
"32291_at"	23025
"37346_at"	29999
"32381_at"	6096
"32593_at"	23180
"36109_at"	5184
"37504_at"	57154
"35787_at"	NA
"35788_at"	NA
"556_s_at"	2946
"39054_at"	2946
"41407_at"	7936
"41407_at"	100302242
"1641_s_at"	1642
"32820_at"	4850
"33489_at"	7032
"34268_at"	10287
"35933_f_at"	NA
"35150_at"	958
"35149_at"	958
"39918_at"	10844
"31798_at"	7031
"40538_at"	65012
"990_at"	2321
"1964_g_at"	2321
"1545_g_at"	2321
"991_g_at"	2321
"1668_s_at"	7428
"40871_at"	7428
"39611_at"	1946
"1041_at"	1946
"36149_at"	1809
"36031_at"	3621
"34558_at"	4987
"38819_at"	5754
"39802_at"	6354
"1891_at"	1326
"34770_at"	1326
"33358_at"	57460
"41398_at"	64848
"34987_s_at"	3178
"40211_at"	3178
"31463_s_at"	3178
"37965_at"	29780
"37966_at"	29780
"32070_at"	5790
"33806_at"	64771
"556_s_at"	2944
"39054_at"	2944
"1700_at"	27113
"1700_at"	100422832
"1700_at"	100422899
"355_s_at"	2281
"1272_at"	1968
"35934_at"	1968
"32521_at"	6422
"39182_at"	2014
"36113_s_at"	7138
"36114_r_at"	7138
"1612_s_at"	3727
"41483_s_at"	3727
"41484_r_at"	3727
"39782_at"	NA
"38955_at"	552
"36919_r_at"	2357
"39777_at"	23077
"912_s_at"	5319
"39956_at"	11127
"40773_at"	4636
"39528_at"	6236
"1776_at"	6236
"1290_g_at"	2949
"1289_at"	2949
"37095_r_at"	2358
"38742_s_at"	5894
"1917_at"	5894
"38743_f_at"	5894
"36597_at"	9221
"38535_at"	1748
"831_at"	NA
"232_at"	3915
"40008_at"	6356
"33750_at"	10076
"31941_s_at"	5988
"31940_s_at"	5988
"41479_s_at"	5889
"41480_at"	5889
"35115_at"	64405
"35570_at"	10599
"40691_at"	10782
"35803_at"	390
"32188_at"	4661
"32189_g_at"	4661
"37440_at"	7782
"31396_r_at"	4440
"31395_i_at"	4440
"40635_at"	10211
"37823_at"	6355
"36978_at"	23198
"39429_at"	7405
"1120_at"	2947
"1121_g_at"	2947
"32798_at"	2947
"36940_at"	9220
"35281_at"	3918
"35280_at"	3918
"37899_at"	7298
"1505_at"	7298
"33767_at"	4744
"33316_at"	9760
"32433_at"	NA
"41310_f_at"	2063
"1218_at"	2063
"36472_at"	9111
"31876_r_at"	100499177
"33092_at"	2359
"38356_at"	10468
"41767_r_at"	23015
"40859_at"	79882
"1298_at"	2099
"1893_s_at"	2099
"1681_at"	2099
"33670_at"	2099
"32002_at"	2676
"36650_at"	894
"1983_at"	894
"40554_at"	27333
"1372_at"	7130
"233_s_at"	4146
"35610_at"	4146
"37573_at"	23452
"36670_at"	NA
"38625_g_at"	NA
"32090_at"	23057
"32559_s_at"	25804
"37935_at"	9128
"37936_at"	9128
"1150_at"	5791
"32916_at"	5791
"39101_at"	4620
"34151_at"	26093
"37759_at"	7805
"36954_at"	9797
"39439_at"	100505761
"40772_at"	84179
"32092_at"	9672
"609_f_at"	4490
"36229_at"	23765
"34499_at"	89
"884_at"	3675
"885_g_at"	3675
"33123_at"	57215
"38518_at"	10389
"31858_at"	10204
"31858_at"	128322
"40383_at"	8563
"40866_at"	8563
"1408_at"	NA
"1730_s_at"	2249
"36325_at"	1411
"38931_at"	7543
"34886_at"	5962
"34887_at"	5962
"34190_at"	1690
"31905_at"	8811
"882_at"	1435
"1170_at"	1435
"36559_g_at"	782
"36557_at"	782
"36558_at"	782
"506_s_at"	6776
"40458_at"	6776
"38456_s_at"	6628
"38455_at"	6628
"39952_at"	9832
"1551_g_at"	10573
"1550_at"	10573
"39778_at"	4245
"32187_at"	55251
"32369_at"	6291
"32369_at"	100528017
"35768_at"	9810
"32954_at"	55183
"32922_at"	55183
"37650_at"	23608
"32109_at"	5348
"32598_at"	4753
"179_at"	NA
"32528_at"	8192
"39032_at"	8848
"38815_at"	10552
"39770_at"	9887
"179_at"	441263
"38591_at"	441263
"1763_at"	441263
"34075_at"	10336
"37964_at"	10336
"38183_at"	2294
"34402_at"	11171
"37454_at"	6357
"34727_at"	10768
"41302_at"	10768
"34792_at"	10768
"34728_g_at"	10768
"1855_at"	2248
"1015_s_at"	3984
"34903_at"	222255
"31740_s_at"	5078
"31741_at"	5078
"38695_at"	4724
"39395_at"	7070
"36079_at"	9540
"40143_at"	9679
"36303_f_at"	7639
"32361_s_at"	8940
"32360_s_at"	8940
"40324_r_at"	8940
"32362_r_at"	8940
"32888_at"	4058
"1432_s_at"	4058
"40048_at"	9698
"38821_at"	10424
"38675_at"	6631
"41206_r_at"	1337
"36718_s_at"	5165
"36719_r_at"	5165
"36720_at"	5165
"40342_at"	57055
"1497_at"	4055
"35478_at"	4055
"34083_at"	NA
"36851_g_at"	7991
"36852_at"	7991
"32955_at"	51499
"37668_at"	708
"40845_at"	3609
"40846_g_at"	3609
"32751_at"	3609
"37690_at"	10994
"37960_at"	9435
"34083_at"	283459
"35124_at"	239
"458_at"	1235
"33553_r_at"	1235
"36933_at"	10397
"33263_at"	55556
"33264_at"	55556
"34999_at"	5818
"40280_at"	10233
"38379_at"	10457
"36482_s_at"	489
"38723_at"	55644
"41038_at"	4688
"34709_r_at"	10735
"283_at"	7384
