"GSM862922_U87.1.CEL.gz"	"GSM862923_U87.2.CEL.gz"	"GSM862924_U87.3.CEL.gz"
"239706_x_at"	"A"	"A"	"A"
"239707_at"	"A"	"A"	"A"
"239708_at"	"A"	"A"	"A"
"239709_at"	"P"	"P"	"A"
"239710_at"	"M"	"P"	"P"
"239711_at"	"M"	"A"	"P"
"239712_at"	"A"	"A"	"A"
"239713_at"	"A"	"A"	"A"
"239714_at"	"A"	"A"	"A"
"239715_at"	"A"	"A"	"A"
"239716_at"	"P"	"P"	"P"
"239717_at"	"A"	"A"	"A"
"239718_at"	"A"	"A"	"A"
"239719_at"	"A"	"P"	"A"
"239720_at"	"A"	"A"	"A"
"239721_at"	"P"	"P"	"P"
"239722_at"	"A"	"A"	"A"
"239723_at"	"A"	"A"	"A"
"239724_at"	"A"	"A"	"A"
"239725_at"	"P"	"P"	"A"
"239726_at"	"A"	"A"	"A"
"239727_at"	"A"	"A"	"A"
"239728_at"	"A"	"A"	"A"
"239729_at"	"A"	"A"	"A"
"239730_at"	"A"	"A"	"A"
"239731_at"	"A"	"A"	"A"
"239732_x_at"	"A"	"A"	"A"
"239733_at"	"A"	"A"	"A"
"239734_at"	"A"	"P"	"M"
"239735_at"	"P"	"P"	"M"
"239736_at"	"A"	"A"	"A"
"239737_at"	"A"	"A"	"A"
"239738_at"	"A"	"A"	"A"
"239739_at"	"A"	"A"	"A"
"239740_at"	"A"	"A"	"A"
"239741_at"	"A"	"A"	"A"
"239742_at"	"A"	"A"	"A"
"239743_at"	"A"	"A"	"A"
"239744_at"	"A"	"A"	"A"
"239745_at"	"A"	"A"	"A"
"239746_at"	"A"	"A"	"A"
"239747_s_at"	"A"	"A"	"A"
"239748_x_at"	"P"	"P"	"P"
"239749_at"	"A"	"A"	"A"
"239750_x_at"	"A"	"A"	"A"
"239751_at"	"A"	"A"	"A"
"239752_at"	"A"	"A"	"A"
"239753_at"	"P"	"A"	"A"
"239754_at"	"A"	"A"	"A"
"239755_at"	"A"	"A"	"A"
"239756_at"	"A"	"A"	"A"
"239757_at"	"P"	"A"	"P"
"239758_at"	"A"	"A"	"A"
"239759_at"	"A"	"A"	"A"
"239760_at"	"A"	"A"	"A"
"239761_at"	"P"	"P"	"P"
"239762_at"	"A"	"A"	"A"
"239763_at"	"A"	"A"	"A"
"239764_at"	"A"	"P"	"M"
"239765_at"	"A"	"A"	"A"
"239766_at"	"A"	"A"	"A"
"239767_at"	"A"	"A"	"A"
"239768_x_at"	"A"	"A"	"A"
"239769_at"	"A"	"A"	"A"
"239770_at"	"A"	"A"	"A"
"239771_at"	"P"	"P"	"A"
"239772_x_at"	"A"	"A"	"M"
"239773_at"	"A"	"A"	"A"
"239774_at"	"A"	"A"	"A"
"239775_at"	"A"	"A"	"A"
"239776_at"	"A"	"A"	"A"
"239777_at"	"A"	"A"	"P"
"239778_x_at"	"A"	"A"	"A"
"239779_at"	"M"	"A"	"A"
"239780_at"	"M"	"P"	"P"
"239781_at"	"A"	"A"	"A"
"239782_at"	"A"	"A"	"A"
"239783_at"	"A"	"A"	"A"
"239784_at"	"A"	"P"	"A"
"239785_at"	"A"	"A"	"A"
"239786_at"	"A"	"A"	"A"
"239787_at"	"P"	"P"	"P"
"239788_at"	"P"	"M"	"A"
"239789_at"	"A"	"A"	"A"
"239790_s_at"	"A"	"A"	"A"
"239791_at"	"A"	"A"	"A"
"239792_at"	"M"	"M"	"P"
"239793_at"	"A"	"A"	"A"
"239794_at"	"P"	"P"	"P"
"239795_at"	"A"	"A"	"A"
"239796_x_at"	"P"	"P"	"P"
"239797_at"	"P"	"M"	"A"
"239798_at"	"A"	"A"	"P"
"239799_at"	"A"	"A"	"A"
"239800_at"	"A"	"A"	"A"
"239801_at"	"A"	"A"	"A"
"239802_at"	"A"	"A"	"A"
"239803_at"	"A"	"A"	"A"
"239804_at"	"A"	"A"	"A"
"239805_at"	"A"	"P"	"A"
"239806_at"	"A"	"A"	"A"
"239807_at"	"A"	"A"	"A"
"239808_at"	"P"	"M"	"M"
"239809_at"	"P"	"A"	"P"
"239810_at"	"A"	"A"	"A"
"239811_at"	"M"	"P"	"A"
"239812_s_at"	"A"	"A"	"A"
"239813_at"	"P"	"A"	"A"
"239814_at"	"A"	"A"	"A"
"239815_at"	"P"	"P"	"P"
"239816_at"	"P"	"A"	"A"
"239817_at"	"A"	"A"	"A"
"239818_x_at"	"A"	"A"	"A"
"239819_at"	"A"	"A"	"A"
"239820_at"	"A"	"A"	"A"
"239821_at"	"A"	"A"	"A"
"239822_at"	"A"	"A"	"A"
"239823_at"	"A"	"A"	"A"
"239824_s_at"	"P"	"P"	"P"
"239825_at"	"A"	"A"	"A"
"239826_at"	"A"	"A"	"P"
"239827_at"	"A"	"A"	"A"
"239828_at"	"A"	"A"	"A"
"239829_at"	"A"	"A"	"A"
"239830_at"	"A"	"P"	"A"
"239831_at"	"A"	"A"	"P"
"239832_at"	"A"	"A"	"A"
"239833_at"	"A"	"A"	"A"
"239834_at"	"A"	"A"	"A"
"239835_at"	"P"	"P"	"P"
"239836_at"	"A"	"A"	"A"
"239837_at"	"A"	"A"	"A"
"239838_at"	"A"	"A"	"A"
"239839_at"	"A"	"A"	"A"
"239840_at"	"A"	"A"	"A"
"239841_at"	"P"	"A"	"M"
"239842_x_at"	"A"	"A"	"A"
"239843_at"	"P"	"P"	"P"
"239844_x_at"	"A"	"A"	"A"
"239845_at"	"A"	"P"	"P"
"239846_at"	"A"	"A"	"A"
"239847_at"	"A"	"A"	"A"
"239848_at"	"P"	"M"	"P"
"239849_at"	"P"	"A"	"A"
"239850_at"	"A"	"A"	"A"
"239851_at"	"A"	"A"	"A"
"239852_at"	"A"	"A"	"A"
"239853_at"	"A"	"A"	"A"
"239854_at"	"A"	"A"	"A"
"239855_at"	"A"	"A"	"A"
"239856_at"	"A"	"A"	"A"
"239857_at"	"A"	"A"	"A"
"239858_at"	"A"	"A"	"A"
"239859_x_at"	"A"	"A"	"A"
"239860_at"	"A"	"A"	"A"
"239861_at"	"A"	"A"	"A"
"239862_at"	"A"	"A"	"A"
"239863_at"	"A"	"A"	"A"
"239864_at"	"A"	"A"	"A"
"239865_at"	"A"	"A"	"A"
"239866_at"	"P"	"P"	"P"
"239867_at"	"A"	"A"	"A"
"239868_at"	"A"	"A"	"A"
"239869_at"	"A"	"A"	"A"
"239870_at"	"A"	"A"	"A"
"239871_at"	"A"	"A"	"A"
"239872_at"	"P"	"M"	"A"
"239873_at"	"A"	"A"	"A"
"239874_at"	"M"	"A"	"A"
"239875_at"	"A"	"A"	"A"
"239876_at"	"A"	"A"	"A"
"239877_at"	"A"	"A"	"A"
"239878_at"	"A"	"A"	"A"
"239879_at"	"A"	"A"	"A"
"239880_at"	"A"	"A"	"A"
"239881_at"	"A"	"A"	"A"
"239882_at"	"A"	"A"	"A"
"239883_s_at"	"A"	"A"	"P"
"239884_at"	"P"	"A"	"A"
"239885_at"	"A"	"A"	"A"
"239886_at"	"A"	"A"	"A"
"239887_at"	"A"	"A"	"A"
"239888_at"	"A"	"A"	"A"
"239889_at"	"A"	"A"	"A"
"239890_s_at"	"A"	"A"	"A"
"239891_x_at"	"P"	"P"	"P"
"239892_at"	"P"	"P"	"A"
"239893_at"	"A"	"P"	"P"
"239894_at"	"A"	"A"	"A"
"239895_at"	"A"	"A"	"A"
"239896_at"	"M"	"M"	"P"
"239897_at"	"A"	"P"	"A"
"239898_x_at"	"P"	"A"	"P"
"239899_at"	"A"	"A"	"A"
"239900_x_at"	"A"	"A"	"A"
"239901_at"	"A"	"M"	"A"
"239902_at"	"A"	"A"	"P"
"239903_at"	"A"	"A"	"A"
"239904_at"	"A"	"A"	"A"
"239905_at"	"A"	"A"	"A"
"239906_at"	"A"	"A"	"A"
"239907_at"	"P"	"A"	"P"
"239908_at"	"A"	"A"	"A"
"239909_at"	"A"	"A"	"P"
"239910_at"	"A"	"P"	"A"
"239911_at"	"A"	"A"	"A"
"239912_at"	"A"	"A"	"A"
"239913_at"	"A"	"A"	"A"
"239914_at"	"A"	"A"	"A"
"239915_at"	"A"	"A"	"A"
"239916_at"	"A"	"A"	"A"
"239917_at"	"A"	"A"	"A"
"239918_at"	"A"	"A"	"A"
"239919_at"	"A"	"A"	"A"
"239920_at"	"A"	"A"	"A"
"239921_at"	"A"	"A"	"A"
"239922_at"	"A"	"A"	"A"
"239923_at"	"A"	"A"	"A"
"239924_at"	"A"	"A"	"A"
"239925_at"	"A"	"A"	"A"
"239926_at"	"A"	"A"	"A"
"239927_at"	"A"	"A"	"A"
"239928_at"	"A"	"A"	"A"
"239929_at"	"A"	"A"	"A"
"239930_at"	"P"	"P"	"P"
"239931_at"	"A"	"A"	"A"
"239932_at"	"A"	"A"	"A"
"239933_x_at"	"A"	"A"	"A"
"239934_x_at"	"A"	"A"	"A"
"239935_at"	"A"	"A"	"A"
"239936_at"	"A"	"A"	"A"
"239937_at"	"M"	"P"	"A"
"239938_x_at"	"A"	"A"	"A"
"239939_at"	"A"	"A"	"A"
"239940_at"	"P"	"P"	"A"
"239941_at"	"A"	"A"	"A"
"239942_at"	"P"	"P"	"P"
"239943_x_at"	"A"	"A"	"A"
"239944_at"	"A"	"A"	"A"
"239945_at"	"A"	"A"	"P"
"239946_at"	"A"	"A"	"A"
"239947_at"	"A"	"A"	"A"
"239948_at"	"A"	"A"	"P"
"239949_at"	"A"	"A"	"P"
"239950_at"	"A"	"A"	"A"
"239951_at"	"A"	"A"	"A"
"239952_at"	"A"	"A"	"A"
"239953_at"	"A"	"A"	"A"
"239954_at"	"A"	"A"	"A"
"239955_at"	"A"	"A"	"A"
"239956_at"	"A"	"A"	"A"
"239957_at"	"A"	"A"	"A"
"239958_at"	"A"	"A"	"A"
"239959_x_at"	"M"	"A"	"A"
"239960_x_at"	"P"	"A"	"A"
"239961_at"	"A"	"A"	"A"
"239962_at"	"A"	"A"	"A"
"239963_at"	"A"	"A"	"A"
"239964_at"	"A"	"A"	"A"
"239965_at"	"A"	"A"	"A"
"239966_at"	"A"	"A"	"A"
"239967_at"	"A"	"A"	"A"
"239968_at"	"A"	"A"	"A"
"239969_at"	"A"	"A"	"A"
"239970_at"	"A"	"A"	"A"
"239971_at"	"P"	"A"	"A"
"239972_at"	"A"	"A"	"A"
"239973_at"	"A"	"A"	"A"
"239974_at"	"A"	"A"	"A"
"239975_at"	"A"	"A"	"A"
"239976_at"	"A"	"A"	"A"
"239977_at"	"A"	"A"	"A"
"239978_at"	"A"	"A"	"A"
"239979_at"	"A"	"A"	"A"
"239980_at"	"A"	"A"	"A"
"239981_x_at"	"A"	"A"	"A"
"239982_at"	"A"	"A"	"A"
"239983_at"	"A"	"P"	"A"
"239984_at"	"A"	"A"	"A"
"239985_at"	"A"	"A"	"A"
"239986_at"	"A"	"A"	"A"
"239987_at"	"A"	"A"	"A"
"239988_at"	"A"	"P"	"P"
"239989_at"	"A"	"A"	"A"
"239990_at"	"A"	"A"	"A"
"239991_at"	"A"	"A"	"A"
"239992_at"	"A"	"A"	"A"
"239993_at"	"A"	"A"	"A"
"239994_at"	"A"	"A"	"A"
"239995_at"	"A"	"A"	"A"
"239996_x_at"	"A"	"A"	"A"
"239997_at"	"A"	"A"	"A"
"239998_at"	"A"	"A"	"A"
"239999_at"	"P"	"A"	"P"
"240000_at"	"A"	"A"	"A"
"240001_at"	"A"	"A"	"A"
"240002_at"	"A"	"A"	"A"
"240003_at"	"A"	"A"	"A"
"240004_at"	"A"	"A"	"A"
"240005_at"	"A"	"A"	"A"
"240006_at"	"A"	"A"	"A"
"240007_at"	"A"	"A"	"A"
"240008_at"	"P"	"A"	"A"
"240009_at"	"A"	"A"	"A"
"240010_at"	"A"	"A"	"A"
"240011_at"	"A"	"A"	"A"
"240012_at"	"A"	"A"	"A"
"240013_at"	"P"	"P"	"A"
"240014_at"	"A"	"A"	"A"
"240015_at"	"A"	"P"	"A"
"240016_at"	"P"	"A"	"A"
"240017_at"	"A"	"A"	"A"
"240018_at"	"A"	"A"	"A"
"240019_at"	"A"	"A"	"A"
"240020_at"	"A"	"A"	"A"
"240021_at"	"A"	"A"	"P"
"240022_at"	"A"	"A"	"A"
"240023_at"	"A"	"A"	"A"
"240024_at"	"A"	"A"	"A"
"240025_x_at"	"A"	"A"	"A"
"240026_x_at"	"A"	"A"	"A"
"240027_at"	"A"	"A"	"A"
"240028_at"	"A"	"A"	"A"
"240029_at"	"A"	"A"	"A"
"240030_at"	"A"	"A"	"A"
"240031_at"	"A"	"A"	"A"
"240032_at"	"A"	"A"	"A"
"240033_at"	"A"	"A"	"A"
"240034_at"	"A"	"A"	"A"
"240035_at"	"A"	"A"	"A"
"240036_at"	"A"	"A"	"A"
"240037_at"	"P"	"M"	"M"
"240038_at"	"P"	"P"	"P"
"240039_at"	"A"	"A"	"A"
"240040_at"	"A"	"A"	"A"
"240041_at"	"A"	"A"	"A"
"240042_at"	"A"	"A"	"A"
"240043_at"	"A"	"A"	"A"
"240044_x_at"	"A"	"A"	"A"
"240045_at"	"A"	"A"	"A"
"240046_at"	"A"	"A"	"A"
"240047_at"	"A"	"A"	"A"
"240048_at"	"A"	"A"	"A"
"240049_at"	"A"	"A"	"A"
"240050_s_at"	"A"	"A"	"A"
"240051_at"	"A"	"A"	"A"
"240052_at"	"A"	"A"	"M"
"240053_x_at"	"A"	"A"	"A"
"240054_at"	"A"	"A"	"A"
"240055_at"	"A"	"A"	"A"
"240056_at"	"A"	"A"	"A"
"240057_at"	"A"	"A"	"A"
"240058_at"	"A"	"A"	"A"
"240059_at"	"A"	"A"	"A"
"240060_at"	"A"	"A"	"A"
"240061_at"	"A"	"P"	"A"
"240062_at"	"A"	"A"	"A"
"240063_at"	"A"	"A"	"A"
"240064_at"	"A"	"A"	"A"
"240065_at"	"A"	"A"	"A"
"240066_at"	"P"	"A"	"A"
"240067_at"	"A"	"A"	"A"
"240068_at"	"A"	"A"	"A"
"240069_at"	"A"	"A"	"A"
"240070_at"	"A"	"A"	"A"
"240071_at"	"A"	"A"	"A"
"240072_at"	"A"	"A"	"P"
"240073_at"	"A"	"A"	"A"
"240074_at"	"A"	"A"	"A"
"240075_at"	"A"	"A"	"A"
"240076_at"	"A"	"A"	"A"
"240077_at"	"A"	"A"	"A"
"240078_at"	"A"	"A"	"A"
"240079_at"	"A"	"A"	"A"
"240080_at"	"A"	"A"	"A"
"240081_at"	"A"	"A"	"A"
"240082_s_at"	"A"	"A"	"A"
"240083_at"	"A"	"A"	"A"
"240084_at"	"M"	"A"	"A"
"240085_at"	"P"	"A"	"A"
"240086_at"	"A"	"A"	"A"
"240087_at"	"A"	"A"	"A"
"240088_at"	"A"	"A"	"A"
"240089_at"	"A"	"A"	"A"
"240090_at"	"A"	"A"	"A"
"240091_at"	"A"	"A"	"A"
"240092_at"	"A"	"A"	"A"
"240093_x_at"	"A"	"A"	"A"
"240094_at"	"A"	"A"	"A"
"240095_at"	"P"	"P"	"P"
"240096_at"	"A"	"A"	"A"
"240097_at"	"A"	"A"	"A"
"240098_at"	"A"	"A"	"A"
"240099_at"	"A"	"A"	"A"
"240100_at"	"A"	"A"	"A"
"240101_at"	"A"	"A"	"A"
"240102_at"	"A"	"A"	"A"
"240103_at"	"A"	"A"	"A"
"240104_at"	"A"	"A"	"A"
"240105_at"	"A"	"A"	"A"
"240106_at"	"A"	"A"	"A"
"240107_at"	"A"	"A"	"P"
"240108_at"	"P"	"P"	"P"
"240109_at"	"A"	"A"	"A"
"240110_at"	"P"	"A"	"A"
"240111_at"	"P"	"P"	"P"
"240112_at"	"A"	"A"	"A"
"240113_at"	"A"	"A"	"A"
"240114_s_at"	"M"	"A"	"A"
"240115_at"	"A"	"A"	"A"
"240116_at"	"A"	"A"	"A"
"240117_at"	"A"	"A"	"A"
"240118_at"	"A"	"A"	"A"
"240119_at"	"A"	"A"	"A"
"240120_at"	"A"	"A"	"A"
"240121_x_at"	"P"	"P"	"P"
"240122_at"	"A"	"A"	"A"
"240123_at"	"A"	"A"	"A"
"240124_at"	"A"	"A"	"A"
"240125_at"	"P"	"P"	"P"
"240126_x_at"	"A"	"A"	"A"
"240127_at"	"A"	"A"	"A"
"240128_at"	"A"	"A"	"A"
"240129_at"	"A"	"A"	"A"
"240130_at"	"A"	"A"	"A"
"240131_at"	"A"	"A"	"A"
"240132_at"	"A"	"A"	"A"
"240133_x_at"	"A"	"A"	"A"
"240134_at"	"A"	"A"	"A"
"240135_x_at"	"A"	"A"	"A"
"240136_at"	"A"	"A"	"A"
"240137_at"	"A"	"A"	"A"
"240138_at"	"M"	"A"	"A"
"240139_at"	"P"	"A"	"A"
"240140_s_at"	"A"	"A"	"A"
"240141_at"	"A"	"A"	"A"
"240142_at"	"A"	"A"	"A"
"240143_at"	"A"	"A"	"A"
"240144_at"	"A"	"M"	"A"
"240145_at"	"A"	"A"	"A"
"240146_at"	"A"	"P"	"A"
"240147_at"	"A"	"A"	"A"
"240148_at"	"P"	"A"	"A"
"240149_at"	"A"	"A"	"A"
"240150_at"	"A"	"A"	"A"
"240151_at"	"A"	"A"	"A"
"240152_at"	"A"	"A"	"A"
"240153_at"	"A"	"A"	"A"
"240154_at"	"A"	"A"	"A"
"240155_x_at"	"A"	"A"	"A"
"240156_at"	"A"	"P"	"A"
"240157_at"	"A"	"A"	"A"
"240158_at"	"A"	"A"	"P"
"240159_at"	"A"	"A"	"A"
"240160_x_at"	"A"	"A"	"A"
"240161_s_at"	"A"	"A"	"P"
"240162_at"	"A"	"A"	"A"
"240163_at"	"A"	"A"	"A"
"240164_at"	"A"	"A"	"A"
"240165_at"	"P"	"P"	"P"
"240166_x_at"	"A"	"A"	"A"
"240167_at"	"A"	"A"	"A"
"240168_at"	"A"	"A"	"A"
"240169_at"	"A"	"A"	"A"
"240170_at"	"A"	"A"	"A"
"240171_at"	"A"	"A"	"A"
"240172_at"	"P"	"P"	"P"
"240173_at"	"A"	"A"	"A"
"240174_at"	"A"	"A"	"A"
"240175_at"	"A"	"A"	"A"
"240176_at"	"A"	"A"	"A"
"240177_at"	"A"	"A"	"A"
"240178_at"	"A"	"A"	"A"
"240179_at"	"A"	"A"	"A"
"240180_at"	"A"	"A"	"A"
"240181_at"	"A"	"A"	"A"
"240182_at"	"A"	"A"	"A"
"240183_at"	"A"	"A"	"A"
"240184_at"	"A"	"A"	"A"
"240185_at"	"A"	"A"	"A"
"240186_at"	"A"	"A"	"A"
"240187_at"	"A"	"A"	"A"
"240188_at"	"A"	"A"	"A"
"240189_at"	"A"	"A"	"A"
"240190_at"	"A"	"A"	"P"
"240191_at"	"A"	"A"	"A"
"240192_at"	"A"	"A"	"A"
"240193_at"	"A"	"A"	"A"
"240194_at"	"A"	"A"	"P"
"240195_at"	"A"	"A"	"A"
"240196_at"	"A"	"A"	"A"
"240197_at"	"A"	"A"	"A"
"240198_at"	"A"	"A"	"A"
"240199_x_at"	"A"	"A"	"M"
"240200_at"	"A"	"A"	"A"
"240201_at"	"A"	"A"	"A"
"240202_x_at"	"A"	"A"	"A"
"240203_at"	"A"	"A"	"A"
"240204_at"	"P"	"M"	"A"
"240205_x_at"	"P"	"P"	"P"
"240206_at"	"A"	"A"	"A"
"240207_at"	"A"	"A"	"A"
"240208_at"	"A"	"A"	"A"
"240209_at"	"A"	"A"	"A"
"240210_at"	"A"	"A"	"A"
"240211_at"	"A"	"A"	"A"
"240212_at"	"A"	"A"	"A"
"240213_at"	"A"	"A"	"A"
"240214_at"	"A"	"A"	"A"
"240215_at"	"A"	"A"	"A"
"240216_at"	"P"	"A"	"P"
"240217_s_at"	"A"	"A"	"A"
"240218_at"	"A"	"A"	"A"
"240219_at"	"A"	"A"	"A"
"240220_at"	"A"	"A"	"A"
"240221_at"	"A"	"P"	"A"
"240222_at"	"A"	"A"	"A"
"240223_at"	"A"	"A"	"A"
"240224_at"	"A"	"A"	"A"
"240225_at"	"A"	"A"	"A"
"240226_at"	"A"	"A"	"A"
"240227_at"	"A"	"A"	"A"
"240228_at"	"P"	"A"	"A"
"240229_at"	"A"	"A"	"A"
"240230_s_at"	"A"	"A"	"A"
"240231_at"	"A"	"A"	"A"
"240232_at"	"A"	"A"	"A"
"240233_at"	"A"	"A"	"A"
"240234_at"	"A"	"A"	"A"
"240235_at"	"A"	"A"	"A"
"240236_at"	"A"	"A"	"A"
"240237_at"	"M"	"P"	"P"
"240238_at"	"P"	"A"	"A"
"240239_at"	"A"	"A"	"A"
"240240_at"	"A"	"M"	"A"
"240241_at"	"A"	"A"	"A"
"240242_at"	"A"	"A"	"A"
"240243_at"	"A"	"A"	"A"
"240244_at"	"A"	"A"	"A"
"240245_at"	"A"	"P"	"A"
"240246_at"	"A"	"A"	"A"
"240247_at"	"P"	"P"	"M"
"240248_at"	"A"	"A"	"A"
"240249_at"	"A"	"A"	"A"
"240250_at"	"A"	"A"	"A"
"240251_at"	"M"	"A"	"A"
"240252_at"	"A"	"A"	"A"
"240253_at"	"A"	"A"	"A"
"240254_at"	"A"	"A"	"A"
"240255_at"	"A"	"A"	"A"
"240256_at"	"A"	"A"	"A"
"240257_at"	"M"	"M"	"P"
"240258_at"	"A"	"A"	"A"
"240259_at"	"P"	"P"	"P"
"240260_at"	"A"	"A"	"A"
"240261_at"	"P"	"A"	"P"
"240262_at"	"A"	"P"	"A"
"240263_at"	"M"	"A"	"A"
"240264_at"	"A"	"A"	"A"
"240265_at"	"A"	"A"	"A"
"240266_at"	"A"	"A"	"A"
"240267_at"	"A"	"A"	"A"
"240268_at"	"A"	"A"	"A"
"240269_at"	"A"	"A"	"A"
"240270_x_at"	"A"	"A"	"A"
"240271_at"	"A"	"A"	"P"
"240272_at"	"A"	"A"	"A"
"240273_at"	"A"	"A"	"A"
"240274_at"	"M"	"A"	"A"
"240275_at"	"A"	"A"	"A"
"240276_at"	"A"	"A"	"A"
"240277_at"	"P"	"P"	"P"
"240278_at"	"A"	"A"	"A"
"240279_at"	"M"	"A"	"A"
"240280_at"	"A"	"A"	"A"
"240281_at"	"A"	"A"	"A"
"240282_at"	"P"	"P"	"M"
"240283_at"	"A"	"A"	"A"
"240284_x_at"	"A"	"A"	"A"
"240285_at"	"A"	"A"	"A"
"240286_at"	"A"	"A"	"A"
"240287_at"	"A"	"A"	"A"
"240288_at"	"P"	"A"	"A"
"240289_at"	"A"	"A"	"A"
"240290_at"	"A"	"P"	"A"
"240291_at"	"A"	"A"	"A"
"240292_x_at"	"A"	"A"	"A"
"240293_at"	"A"	"A"	"A"
"240294_at"	"M"	"A"	"A"
"240295_at"	"M"	"A"	"P"
"240296_at"	"A"	"A"	"A"
"240297_at"	"A"	"A"	"A"
"240298_at"	"A"	"A"	"A"
"240299_at"	"A"	"A"	"A"
"240300_at"	"A"	"A"	"A"
"240301_at"	"A"	"A"	"A"
"240302_at"	"A"	"A"	"A"
"240303_at"	"A"	"A"	"A"
"240304_s_at"	"A"	"A"	"A"
"240305_at"	"A"	"A"	"A"
"240306_at"	"A"	"A"	"A"
"240307_at"	"P"	"P"	"P"
"240308_at"	"A"	"A"	"A"
"240309_at"	"A"	"A"	"A"
"240310_at"	"A"	"A"	"A"
"240311_at"	"A"	"A"	"A"
"240312_at"	"A"	"A"	"A"
"240313_at"	"A"	"A"	"A"
"240314_at"	"A"	"A"	"P"
"240315_at"	"A"	"A"	"A"
"240316_at"	"A"	"M"	"A"
"240317_at"	"A"	"A"	"A"
"240318_at"	"A"	"A"	"A"
"240319_at"	"A"	"A"	"A"
"240320_at"	"A"	"A"	"A"
"240321_at"	"A"	"A"	"A"
"240322_at"	"A"	"A"	"A"
"240323_at"	"A"	"A"	"A"
"240324_at"	"A"	"A"	"P"
"240325_x_at"	"A"	"A"	"A"
"240326_at"	"P"	"P"	"M"
"240327_at"	"A"	"A"	"A"
"240328_at"	"A"	"A"	"A"
"240329_at"	"A"	"A"	"A"
"240330_at"	"A"	"A"	"A"
"240331_at"	"A"	"A"	"A"
"240332_at"	"A"	"A"	"A"
"240333_at"	"A"	"A"	"A"
"240334_at"	"A"	"A"	"A"
"240335_at"	"A"	"A"	"A"
"240336_at"	"A"	"A"	"A"
"240337_at"	"A"	"A"	"A"
"240338_at"	"A"	"A"	"A"
"240339_at"	"A"	"A"	"A"
"240340_at"	"A"	"A"	"A"
"240341_at"	"A"	"A"	"A"
"240342_at"	"A"	"A"	"A"
"240343_at"	"A"	"A"	"A"
"240344_x_at"	"P"	"P"	"P"
"240345_x_at"	"A"	"A"	"A"
"240346_at"	"A"	"A"	"A"
"240347_at"	"A"	"A"	"A"
"240348_at"	"A"	"A"	"A"
"240349_at"	"A"	"A"	"A"
"240350_at"	"A"	"A"	"A"
"240351_at"	"A"	"A"	"A"
"240352_at"	"A"	"A"	"A"
"240353_s_at"	"A"	"A"	"A"
"240354_at"	"A"	"M"	"A"
"240355_at"	"A"	"A"	"A"
"240356_s_at"	"A"	"A"	"A"
"240357_at"	"A"	"P"	"M"
"240358_at"	"A"	"A"	"A"
"240359_at"	"A"	"A"	"A"
"240360_at"	"A"	"A"	"A"
"240361_at"	"A"	"A"	"A"
"240362_at"	"A"	"A"	"A"
"240363_at"	"P"	"P"	"P"
"240364_at"	"A"	"A"	"A"
"240365_at"	"P"	"P"	"P"
"240366_at"	"A"	"A"	"A"
"240367_at"	"A"	"A"	"A"
"240368_at"	"A"	"A"	"A"
"240369_at"	"A"	"A"	"A"
"240370_at"	"P"	"M"	"M"
"240371_at"	"A"	"A"	"A"
"240372_at"	"A"	"A"	"A"
"240373_at"	"A"	"A"	"A"
"240374_at"	"A"	"A"	"A"
"240375_at"	"A"	"A"	"A"
"240376_s_at"	"A"	"A"	"A"
"240377_at"	"A"	"A"	"A"
"240378_at"	"A"	"A"	"A"
"240379_at"	"A"	"A"	"A"
"240380_at"	"A"	"A"	"A"
"240381_at"	"A"	"A"	"A"
"240382_at"	"A"	"A"	"A"
"240383_at"	"P"	"P"	"P"
"240384_at"	"A"	"A"	"A"
"240385_at"	"A"	"A"	"P"
"240386_at"	"A"	"A"	"A"
"240387_at"	"A"	"A"	"A"
"240388_at"	"A"	"A"	"A"
"240389_at"	"A"	"A"	"A"
"240390_at"	"A"	"A"	"A"
"240391_at"	"A"	"P"	"P"
"240392_at"	"A"	"A"	"A"
"240393_at"	"A"	"A"	"A"
"240394_at"	"A"	"A"	"A"
"240395_at"	"P"	"P"	"P"
"240396_at"	"A"	"A"	"A"
"240397_x_at"	"A"	"A"	"A"
"240398_at"	"A"	"A"	"A"
"240399_at"	"P"	"M"	"P"
"240400_at"	"A"	"A"	"A"
"240401_at"	"A"	"A"	"A"
"240402_at"	"A"	"A"	"A"
"240403_at"	"A"	"A"	"A"
"240404_at"	"A"	"A"	"A"
"240405_at"	"A"	"A"	"A"
"240406_at"	"A"	"A"	"A"
"240407_at"	"P"	"A"	"A"
"240408_at"	"A"	"A"	"A"
"240409_at"	"A"	"A"	"A"
"240410_at"	"P"	"P"	"M"
"240411_at"	"A"	"A"	"A"
"240412_s_at"	"A"	"A"	"A"
"240413_at"	"A"	"A"	"A"
"240414_at"	"A"	"A"	"A"
"240415_at"	"A"	"A"	"A"
"240416_at"	"A"	"A"	"A"
"240417_at"	"A"	"A"	"A"
"240418_at"	"P"	"A"	"A"
"240419_at"	"P"	"P"	"P"
"240420_at"	"A"	"A"	"A"
"240421_x_at"	"A"	"A"	"P"
"240422_at"	"A"	"A"	"A"
"240423_at"	"A"	"A"	"A"
"240424_s_at"	"A"	"A"	"A"
"240425_x_at"	"A"	"A"	"A"
"240426_at"	"A"	"A"	"A"
"240427_at"	"A"	"A"	"A"
"240428_at"	"A"	"A"	"A"
"240429_at"	"A"	"M"	"A"
"240430_at"	"A"	"A"	"A"
"240431_at"	"A"	"A"	"A"
