"GSM34592.CEL.gz"	"GSM34593.CEL.gz"	"GSM34594.CEL.gz"
"1625_at"	"A"	"A"	"A"
"1626_at"	"A"	"A"	"A"
"1627_at"	"P"	"P"	"P"
"1628_at"	"A"	"A"	"A"
"1629_s_at"	"P"	"P"	"P"
"163_at"	"M"	"P"	"P"
"1630_s_at"	"A"	"A"	"A"
"1631_at"	"A"	"A"	"A"
"1632_at"	"A"	"A"	"A"
"1633_g_at"	"P"	"P"	"P"
"1634_s_at"	"A"	"A"	"A"
"1635_at"	"P"	"P"	"P"
"1636_g_at"	"P"	"P"	"P"
"1637_at"	"P"	"P"	"P"
"1638_at"	"A"	"A"	"A"
"1639_s_at"	"P"	"P"	"P"
"164_at"	"A"	"A"	"A"
"1640_at"	"P"	"P"	"P"
"1641_s_at"	"P"	"P"	"P"
"1642_at"	"A"	"A"	"A"
"1643_g_at"	"P"	"P"	"P"
"1644_at"	"P"	"P"	"P"
"1645_at"	"A"	"A"	"A"
"1646_at"	"A"	"A"	"A"
"1647_at"	"P"	"P"	"P"
"1648_at"	"P"	"P"	"P"
"1649_at"	"A"	"A"	"A"
"165_g_at"	"A"	"A"	"A"
"1650_g_at"	"A"	"A"	"A"
"1651_at"	"P"	"P"	"P"
"1652_at"	"P"	"P"	"M"
"1653_at"	"P"	"P"	"P"
"1654_at"	"A"	"A"	"A"
"1655_s_at"	"A"	"A"	"A"
"1656_s_at"	"M"	"A"	"A"
"1657_at"	"A"	"M"	"A"
"1658_g_at"	"P"	"P"	"P"
"1659_s_at"	"P"	"P"	"P"
"166_at"	"A"	"A"	"A"
"1660_at"	"P"	"P"	"P"
"1661_i_at"	"A"	"A"	"A"
"1662_r_at"	"A"	"A"	"A"
"1663_at"	"A"	"A"	"A"
"1664_at"	"A"	"A"	"A"
"1665_s_at"	"A"	"A"	"A"
"1666_at"	"A"	"A"	"A"
"1667_s_at"	"A"	"P"	"A"
"1668_s_at"	"P"	"P"	"P"
"1669_at"	"P"	"P"	"P"
"167_at"	"P"	"P"	"P"
"1670_at"	"P"	"P"	"P"
"1671_s_at"	"P"	"P"	"P"
"1672_f_at"	"A"	"A"	"A"
"1673_at"	"P"	"P"	"P"
"1674_at"	"P"	"P"	"P"
"1675_at"	"P"	"P"	"P"
"1676_s_at"	"P"	"P"	"P"
"1677_at"	"A"	"A"	"A"
"1678_g_at"	"A"	"A"	"A"
"1679_at"	"A"	"A"	"P"
"168_at"	"P"	"P"	"P"
"1680_at"	"A"	"A"	"A"
"1681_at"	"A"	"A"	"A"
"1682_s_at"	"A"	"A"	"A"
"1683_at"	"A"	"A"	"A"
"1684_s_at"	"A"	"A"	"A"
"1685_at"	"P"	"P"	"P"
"1686_g_at"	"A"	"A"	"A"
"1687_s_at"	"A"	"A"	"A"
"1688_s_at"	"P"	"P"	"P"
"1689_at"	"A"	"A"	"A"
"169_at"	"A"	"A"	"A"
"1690_at"	"A"	"A"	"A"
"1691_at"	"A"	"A"	"A"
"1692_s_at"	"A"	"A"	"A"
"1693_s_at"	"P"	"P"	"P"
"1694_s_at"	"P"	"P"	"P"
"1695_at"	"P"	"P"	"P"
"1696_at"	"P"	"P"	"P"
"1697_s_at"	"A"	"A"	"A"
"1698_g_at"	"P"	"P"	"P"
"1699_at"	"A"	"A"	"A"
"170_at"	"M"	"A"	"A"
"1700_at"	"A"	"A"	"A"
"1701_at"	"A"	"A"	"A"
"1702_at"	"A"	"A"	"A"
"1703_g_at"	"P"	"P"	"P"
"1704_at"	"A"	"A"	"A"
"1705_s_at"	"A"	"A"	"A"
"1706_at"	"P"	"P"	"P"
"1707_g_at"	"P"	"P"	"P"
"1708_at"	"M"	"P"	"P"
"1709_g_at"	"P"	"P"	"P"
"171_at"	"P"	"P"	"P"
"1710_s_at"	"P"	"P"	"P"
"1711_at"	"P"	"P"	"P"
"1712_s_at"	"P"	"P"	"P"
"1713_s_at"	"A"	"A"	"A"
"1714_at"	"P"	"P"	"P"
"1715_at"	"A"	"A"	"A"
"1716_at"	"A"	"A"	"A"
"1717_s_at"	"P"	"P"	"P"
"1718_at"	"P"	"P"	"P"
"1719_at"	"P"	"P"	"P"
"172_at"	"A"	"A"	"A"
"1720_at"	"A"	"A"	"A"
"1721_g_at"	"P"	"P"	"P"
"1722_at"	"P"	"P"	"P"
"1723_g_at"	"A"	"A"	"A"
"1724_at"	"P"	"P"	"M"
"1725_s_at"	"P"	"P"	"P"
"1726_at"	"A"	"A"	"A"
"1727_at"	"A"	"A"	"A"
"1728_at"	"P"	"P"	"P"
"1729_at"	"P"	"P"	"P"
"173_at"	"A"	"A"	"A"
"1730_s_at"	"A"	"A"	"A"
"1731_at"	"A"	"A"	"A"
"1732_at"	"P"	"P"	"P"
"1733_at"	"A"	"A"	"A"
"1734_at"	"A"	"A"	"A"
"1735_g_at"	"A"	"A"	"A"
"1736_at"	"P"	"P"	"P"
"1737_s_at"	"P"	"P"	"P"
"1738_at"	"A"	"A"	"A"
"1739_at"	"A"	"A"	"A"
"174_s_at"	"P"	"P"	"P"
"1740_g_at"	"A"	"A"	"A"
"1741_s_at"	"A"	"A"	"A"
"1742_at"	"P"	"M"	"P"
"1743_s_at"	"A"	"A"	"A"
"1744_at"	"A"	"A"	"A"
"1745_at"	"A"	"A"	"A"
"1746_s_at"	"A"	"A"	"A"
"1747_at"	"P"	"P"	"P"
"1748_s_at"	"A"	"A"	"A"
"1749_at"	"P"	"M"	"M"
"175_s_at"	"P"	"P"	"P"
"1750_at"	"P"	"P"	"P"
"1751_g_at"	"P"	"P"	"P"
"1752_at"	"P"	"P"	"P"
"1753_s_at"	"P"	"P"	"P"
"1754_at"	"P"	"P"	"P"
"1755_i_at"	"A"	"A"	"A"
"1756_f_at"	"A"	"A"	"A"
"1757_i_at"	"A"	"A"	"A"
"1758_r_at"	"A"	"A"	"A"
"1759_f_at"	"A"	"A"	"A"
"176_at"	"P"	"P"	"P"
"1760_s_at"	"A"	"A"	"A"
"1761_at"	"A"	"A"	"A"
"1762_at"	"A"	"A"	"A"
"1763_at"	"A"	"A"	"A"
"1764_s_at"	"P"	"P"	"P"
"1765_at"	"A"	"A"	"A"
"1766_g_at"	"A"	"A"	"A"
"1767_s_at"	"P"	"M"	"P"
"1768_s_at"	"P"	"P"	"P"
"1769_at"	"A"	"A"	"A"
"177_at"	"P"	"P"	"A"
"1770_at"	"A"	"A"	"A"
"1771_s_at"	"P"	"P"	"P"
"1772_s_at"	"P"	"P"	"P"
"1773_at"	"P"	"P"	"P"
"1774_at"	"A"	"A"	"A"
"1775_at"	"P"	"P"	"P"
"1776_at"	"P"	"P"	"P"
"1777_at"	"A"	"A"	"A"
"1778_g_at"	"P"	"P"	"P"
"1779_s_at"	"A"	"A"	"A"
"178_f_at"	"P"	"P"	"P"
"1780_at"	"A"	"M"	"A"
"1781_at"	"P"	"P"	"P"
"1782_s_at"	"P"	"P"	"P"
"1783_at"	"M"	"P"	"A"
"1784_s_at"	"P"	"P"	"P"
"1785_at"	"P"	"P"	"P"
"1786_at"	"A"	"A"	"A"
"1787_at"	"A"	"A"	"A"
"1788_s_at"	"P"	"P"	"P"
"1789_at"	"P"	"P"	"P"
"179_at"	"M"	"P"	"P"
"1790_s_at"	"P"	"P"	"P"
"1791_s_at"	"A"	"A"	"A"
"1792_g_at"	"P"	"P"	"P"
"1793_at"	"P"	"P"	"P"
"1794_at"	"P"	"P"	"P"
"1795_g_at"	"P"	"P"	"P"
"1796_s_at"	"P"	"P"	"P"
"1797_at"	"P"	"P"	"P"
"1798_at"	"P"	"P"	"P"
"1799_at"	"A"	"A"	"M"
"180_at"	"P"	"P"	"P"
"1800_g_at"	"A"	"A"	"M"
"1801_at"	"P"	"P"	"P"
"1802_s_at"	"A"	"A"	"A"
"1803_at"	"P"	"P"	"P"
"1804_at"	"A"	"A"	"A"
"1805_g_at"	"A"	"A"	"A"
"1806_at"	"A"	"A"	"A"
"1807_g_at"	"A"	"A"	"A"
"1808_s_at"	"A"	"A"	"A"
"1809_at"	"P"	"P"	"P"
"181_g_at"	"P"	"P"	"P"
"1810_s_at"	"P"	"P"	"P"
"1811_at"	"A"	"A"	"A"
"1812_s_at"	"P"	"P"	"P"
"1813_at"	"P"	"P"	"P"
"1814_at"	"P"	"P"	"P"
"1815_g_at"	"P"	"P"	"P"
"1816_at"	"A"	"A"	"A"
"1817_at"	"P"	"P"	"P"
"1818_at"	"P"	"P"	"P"
"1819_at"	"A"	"A"	"A"
"182_at"	"P"	"P"	"P"
"1820_g_at"	"P"	"P"	"P"
"1821_at"	"A"	"A"	"A"
"1822_at"	"A"	"A"	"A"
"1823_g_at"	"A"	"A"	"A"
"1824_s_at"	"P"	"P"	"P"
"1825_at"	"P"	"P"	"P"
"1826_at"	"A"	"A"	"A"
"1827_s_at"	"P"	"P"	"P"
"1828_s_at"	"P"	"P"	"P"
"183_at"	"A"	"A"	"P"
"1830_s_at"	"P"	"P"	"P"
"1831_at"	"A"	"A"	"A"
"1832_at"	"P"	"P"	"P"
"1833_at"	"P"	"P"	"P"
"1834_at"	"P"	"P"	"P"
"1836_at"	"P"	"P"	"P"
"1837_at"	"P"	"P"	"P"
"1838_g_at"	"P"	"P"	"P"
"1839_at"	"P"	"P"	"P"
"184_at"	"A"	"A"	"A"
"1840_g_at"	"P"	"P"	"P"
"1841_s_at"	"A"	"A"	"P"
"1842_at"	"P"	"P"	"P"
"1843_at"	"P"	"P"	"P"
"1844_s_at"	"P"	"P"	"P"
"1845_at"	"A"	"A"	"A"
"1846_at"	"P"	"P"	"P"
"1847_s_at"	"A"	"A"	"A"
"1848_at"	"P"	"P"	"P"
"1849_s_at"	"A"	"A"	"A"
"185_at"	"P"	"P"	"P"
"1850_at"	"P"	"P"	"P"
"1851_s_at"	"A"	"A"	"A"
"1852_at"	"P"	"P"	"P"
"1853_at"	"A"	"A"	"A"
"1854_at"	"P"	"P"	"P"
"1855_at"	"A"	"A"	"A"
"1856_at"	"P"	"M"	"P"
"1857_at"	"P"	"P"	"P"
"1858_at"	"A"	"A"	"A"
"1859_s_at"	"A"	"A"	"M"
"186_at"	"A"	"A"	"A"
"1860_at"	"P"	"P"	"P"
"1861_at"	"P"	"P"	"P"
"1862_at"	"A"	"A"	"A"
"1863_s_at"	"P"	"P"	"P"
"1865_at"	"A"	"A"	"A"
"1866_g_at"	"A"	"A"	"A"
"1867_at"	"P"	"P"	"P"
"1868_g_at"	"P"	"P"	"P"
"1869_at"	"A"	"A"	"A"
"187_at"	"M"	"P"	"A"
"1870_at"	"P"	"P"	"P"
"1871_g_at"	"P"	"P"	"P"
"1872_at"	"A"	"A"	"A"
"1873_at"	"P"	"P"	"P"
"1874_at"	"P"	"P"	"P"
"1875_f_at"	"P"	"P"	"P"
"1876_at"	"P"	"P"	"P"
"1877_g_at"	"P"	"P"	"P"
"1878_g_at"	"P"	"P"	"P"
"1879_at"	"P"	"P"	"P"
"188_at"	"A"	"A"	"M"
"1880_at"	"M"	"A"	"P"
"1881_at"	"A"	"A"	"A"
"1882_g_at"	"P"	"A"	"P"
"1883_s_at"	"A"	"A"	"A"
"1884_s_at"	"P"	"P"	"P"
"1885_at"	"P"	"P"	"P"
"1886_at"	"A"	"A"	"A"
"1887_g_at"	"A"	"A"	"A"
"1888_s_at"	"A"	"A"	"A"
"189_s_at"	"P"	"P"	"P"
"1890_at"	"P"	"P"	"P"
"1891_at"	"A"	"A"	"P"
"1892_s_at"	"A"	"A"	"A"
"1893_s_at"	"A"	"A"	"A"
"1894_f_at"	"P"	"P"	"P"
"1895_at"	"P"	"P"	"P"
"1896_s_at"	"P"	"P"	"P"
"1897_at"	"A"	"A"	"A"
"1898_at"	"A"	"A"	"A"
"1899_s_at"	"A"	"A"	"A"
"190_at"	"A"	"A"	"A"
"1900_at"	"P"	"A"	"M"
"1901_s_at"	"A"	"A"	"A"
"1902_at"	"P"	"P"	"P"
"1903_at"	"P"	"P"	"P"
"1904_at"	"P"	"P"	"P"
"1905_s_at"	"A"	"A"	"A"
"1906_at"	"P"	"P"	"P"
"1907_at"	"P"	"P"	"P"
"1908_at"	"A"	"P"	"A"
"1909_at"	"M"	"P"	"A"
"191_at"	"A"	"A"	"P"
"1910_s_at"	"A"	"A"	"A"
"1911_s_at"	"P"	"P"	"P"
"1912_s_at"	"P"	"M"	"P"
"1913_at"	"P"	"P"	"P"
"1914_at"	"A"	"A"	"P"
"1915_s_at"	"P"	"P"	"P"
"1916_s_at"	"P"	"P"	"A"
"1917_at"	"P"	"P"	"P"
"1918_at"	"A"	"A"	"A"
"1919_at"	"A"	"A"	"A"
"192_at"	"P"	"P"	"P"
"1920_s_at"	"P"	"P"	"P"
"1921_at"	"A"	"A"	"A"
"1922_g_at"	"A"	"A"	"A"
"1923_at"	"P"	"P"	"P"
"1924_at"	"P"	"P"	"P"
"1925_at"	"P"	"P"	"P"
"1926_at"	"P"	"P"	"P"
"1927_s_at"	"A"	"A"	"A"
"1928_s_at"	"P"	"P"	"P"
"1929_at"	"P"	"P"	"P"
"193_at"	"P"	"P"	"P"
"1930_at"	"P"	"P"	"P"
"1931_at"	"P"	"M"	"P"
"1932_at"	"A"	"A"	"A"
"1933_g_at"	"P"	"P"	"P"
"1934_s_at"	"P"	"P"	"P"
"1935_at"	"P"	"P"	"A"
"1936_s_at"	"P"	"P"	"M"
"1937_at"	"P"	"A"	"P"
"1938_at"	"A"	"A"	"A"
"1939_at"	"A"	"A"	"A"
"194_at"	"A"	"A"	"A"
"1940_at"	"P"	"P"	"P"
"1941_at"	"A"	"A"	"A"
"1942_s_at"	"P"	"P"	"P"
"1943_at"	"P"	"P"	"P"
"1944_f_at"	"A"	"A"	"A"
"1945_at"	"P"	"P"	"P"
"1946_at"	"A"	"A"	"A"
"1947_g_at"	"A"	"A"	"A"
"1948_f_at"	"M"	"P"	"P"
"1949_at"	"A"	"A"	"A"
"195_s_at"	"P"	"P"	"P"
"1950_s_at"	"P"	"P"	"P"
"1951_at"	"A"	"A"	"A"
"1952_s_at"	"P"	"P"	"P"
"1953_at"	"P"	"P"	"P"
"1954_at"	"P"	"A"	"P"
"1955_s_at"	"A"	"A"	"A"
"1956_s_at"	"A"	"A"	"A"
"1957_s_at"	"P"	"P"	"P"
"1958_at"	"A"	"A"	"A"
"1959_at"	"P"	"P"	"P"
"196_s_at"	"A"	"A"	"A"
"1960_at"	"A"	"A"	"A"
"1961_f_at"	"A"	"A"	"A"
"1962_at"	"A"	"A"	"A"
"1963_at"	"A"	"A"	"A"
"1964_g_at"	"A"	"A"	"A"
"1965_s_at"	"A"	"A"	"A"
"1966_i_at"	"A"	"A"	"A"
"1967_f_at"	"A"	"A"	"A"
"1968_g_at"	"A"	"A"	"A"
"1969_s_at"	"P"	"P"	"P"
"197_at"	"M"	"M"	"A"
"1970_s_at"	"A"	"A"	"A"
"1971_g_at"	"A"	"A"	"A"
"1972_s_at"	"A"	"A"	"A"
"1973_s_at"	"P"	"P"	"P"
"1974_s_at"	"P"	"P"	"A"
"1975_s_at"	"A"	"A"	"A"
"1976_s_at"	"A"	"A"	"A"
"1977_s_at"	"P"	"A"	"A"
"1978_at"	"P"	"P"	"P"
"1979_s_at"	"P"	"P"	"P"
"198_g_at"	"M"	"P"	"P"
"1980_s_at"	"P"	"P"	"P"
"1981_s_at"	"P"	"P"	"P"
"1983_at"	"A"	"A"	"A"
"1984_s_at"	"A"	"A"	"A"
"1985_s_at"	"P"	"P"	"P"
"1986_at"	"P"	"P"	"P"
"1987_at"	"A"	"A"	"A"
"1988_at"	"A"	"A"	"A"
"1989_at"	"A"	"A"	"A"
"199_s_at"	"P"	"P"	"M"
"1990_g_at"	"P"	"P"	"P"
"1991_s_at"	"P"	"P"	"P"
"1992_at"	"P"	"M"	"A"
"1993_s_at"	"P"	"A"	"P"
"1994_at"	"P"	"P"	"P"
"1995_at"	"A"	"A"	"A"
"1996_s_at"	"A"	"A"	"A"
"1997_s_at"	"P"	"P"	"P"
"1998_i_at"	"P"	"P"	"P"
"1999_s_at"	"P"	"P"	"P"
"200_at"	"A"	"A"	"A"
"2000_at"	"P"	"P"	"P"
"2001_g_at"	"A"	"A"	"A"
"2002_s_at"	"P"	"P"	"A"
"2003_s_at"	"P"	"P"	"P"
"2004_at"	"A"	"A"	"A"
"2005_s_at"	"M"	"A"	"A"
"2006_at"	"A"	"A"	"A"
"2007_g_at"	"A"	"A"	"A"
"2008_s_at"	"P"	"P"	"A"
"2009_at"	"A"	"A"	"A"
"201_s_at"	"P"	"P"	"P"
"2010_at"	"P"	"P"	"P"
"2011_s_at"	"A"	"A"	"A"
"2012_s_at"	"P"	"P"	"P"
"2013_at"	"A"	"A"	"A"
"2014_s_at"	"A"	"A"	"A"
"2015_s_at"	"P"	"P"	"P"
"2016_s_at"	"P"	"P"	"P"
"2017_s_at"	"P"	"P"	"P"
"2018_at"	"P"	"P"	"A"
"2019_s_at"	"A"	"A"	"A"
"202_at"	"P"	"P"	"P"
"2020_at"	"P"	"P"	"P"
"2021_s_at"	"P"	"P"	"P"
"2022_at"	"A"	"A"	"A"
"2023_g_at"	"A"	"A"	"A"
"2024_s_at"	"A"	"A"	"A"
"2025_s_at"	"P"	"P"	"P"
"2026_at"	"A"	"A"	"A"
"2027_at"	"P"	"P"	"P"
"2028_s_at"	"P"	"P"	"P"
"2029_at"	"P"	"P"	"P"
"203_at"	"A"	"A"	"A"
"2030_at"	"A"	"A"	"A"
"2031_s_at"	"P"	"P"	"P"
"2032_s_at"	"A"	"A"	"A"
"2033_s_at"	"P"	"P"	"P"
"2034_s_at"	"A"	"A"	"A"
"2035_s_at"	"P"	"P"	"P"
"2036_s_at"	"P"	"P"	"P"
"2037_s_at"	"P"	"P"	"P"
"2038_g_at"	"A"	"A"	"A"
"2039_s_at"	"P"	"P"	"P"
"204_at"	"A"	"A"	"A"
"2040_s_at"	"A"	"A"	"A"
"2041_i_at"	"P"	"P"	"P"
"2042_s_at"	"A"	"A"	"A"
"2043_s_at"	"A"	"P"	"A"
"2044_s_at"	"P"	"P"	"P"
"2045_s_at"	"A"	"A"	"A"
"2046_at"	"A"	"A"	"A"
"2047_s_at"	"A"	"A"	"A"
"2048_s_at"	"A"	"A"	"A"
"2049_s_at"	"P"	"A"	"P"
"205_g_at"	"A"	"A"	"A"
"2050_s_at"	"P"	"P"	"P"
"2051_at"	"A"	"A"	"A"
"2052_g_at"	"A"	"A"	"A"
"2053_at"	"P"	"P"	"P"
"2054_g_at"	"P"	"P"	"P"
"2055_s_at"	"A"	"A"	"A"
"2056_at"	"P"	"P"	"P"
"2057_g_at"	"P"	"P"	"P"
"2058_s_at"	"P"	"P"	"P"
"2059_s_at"	"A"	"A"	"A"
"206_at"	"A"	"A"	"A"
"2060_at"	"A"	"A"	"A"
"2061_at"	"A"	"A"	"A"
"2062_at"	"P"	"P"	"P"
"2063_at"	"P"	"P"	"P"
"2064_g_at"	"P"	"P"	"P"
"2065_s_at"	"P"	"P"	"P"
"2066_at"	"P"	"P"	"A"
"2067_f_at"	"P"	"P"	"M"
"2068_s_at"	"A"	"A"	"A"
"2069_s_at"	"P"	"P"	"P"
"207_at"	"P"	"P"	"P"
"2070_i_at"	"A"	"A"	"A"
"2071_s_at"	"A"	"A"	"A"
"2072_at"	"A"	"A"	"A"
"2073_s_at"	"P"	"P"	"P"
"2074_at"	"A"	"A"	"A"
"2075_s_at"	"P"	"P"	"P"
"2076_s_at"	"A"	"A"	"A"
"2077_at"	"A"	"A"	"A"
"2078_s_at"	"A"	"A"	"A"
"2079_s_at"	"A"	"A"	"A"
"208_at"	"A"	"A"	"A"
"2080_s_at"	"M"	"A"	"P"
"2081_s_at"	"A"	"A"	"A"
"2082_s_at"	"A"	"A"	"A"
"2083_at"	"A"	"A"	"A"
"2084_s_at"	"A"	"A"	"A"
"2085_s_at"	"P"	"P"	"P"
"2086_s_at"	"P"	"P"	"P"
"2087_s_at"	"P"	"P"	"P"
"2088_s_at"	"M"	"M"	"P"
"2089_s_at"	"A"	"A"	"A"
"209_at"	"P"	"P"	"A"
"2090_i_at"	"M"	"P"	"P"
"2091_at"	"M"	"P"	"P"
"2092_s_at"	"P"	"P"	"P"
"2093_s_at"	"P"	"P"	"P"
"2094_s_at"	"A"	"A"	"A"
"210_at"	"A"	"A"	"A"
"211_at"	"P"	"P"	"P"
"212_at"	"A"	"A"	"A"
"213_at"	"A"	"A"	"A"
"214_at"	"P"	"P"	"P"
"215_g_at"	"A"	"A"	"A"
"216_at"	"A"	"A"	"A"
"217_at"	"A"	"A"	"A"
"218_at"	"P"	"P"	"P"
"219_i_at"	"P"	"P"	"P"
"220_r_at"	"A"	"A"	"A"
"221_s_at"	"P"	"P"	"P"
"222_at"	"P"	"P"	"P"
"223_at"	"P"	"P"	"P"
"224_at"	"P"	"P"	"P"
"225_at"	"A"	"A"	"A"
"226_at"	"P"	"P"	"P"
"227_g_at"	"P"	"P"	"P"
"228_at"	"P"	"P"	"P"
"229_at"	"P"	"P"	"P"
"230_s_at"	"P"	"P"	"A"
"231_at"	"P"	"P"	"P"
"232_at"	"P"	"P"	"P"
"233_s_at"	"A"	"A"	"A"
"234_s_at"	"P"	"P"	"P"
"235_at"	"A"	"A"	"A"
"236_at"	"A"	"A"	"A"
"237_s_at"	"P"	"P"	"P"
"238_at"	"A"	"A"	"M"
"239_at"	"P"	"P"	"P"
"240_at"	"P"	"P"	"P"
"241_g_at"	"P"	"P"	"P"
"242_at"	"P"	"P"	"P"
"243_g_at"	"P"	"P"	"P"
"244_at"	"P"	"P"	"P"
"245_at"	"A"	"A"	"P"
"246_at"	"A"	"A"	"A"
"247_s_at"	"A"	"A"	"A"
"248_at"	"P"	"P"	"P"
"249_at"	"A"	"A"	"A"
"250_at"	"A"	"A"	"A"
"251_at"	"A"	"A"	"A"
"252_at"	"A"	"A"	"M"
"253_g_at"	"A"	"A"	"A"
"254_at"	"P"	"P"	"P"
"255_s_at"	"A"	"A"	"A"
"256_s_at"	"P"	"P"	"P"
"257_at"	"P"	"P"	"P"
"258_at"	"A"	"A"	"A"
"259_s_at"	"A"	"A"	"A"
"260_at"	"P"	"P"	"P"
"261_s_at"	"A"	"A"	"A"
"262_at"	"P"	"P"	"P"
"263_g_at"	"P"	"P"	"P"
"264_at"	"A"	"A"	"A"
"265_s_at"	"P"	"P"	"A"
"266_s_at"	"A"	"A"	"P"
"267_at"	"P"	"P"	"P"
"268_at"	"A"	"A"	"A"
"269_at"	"P"	"P"	"P"
"270_at"	"A"	"A"	"A"
"271_s_at"	"A"	"A"	"A"
"272_at"	"P"	"P"	"M"
"273_g_at"	"A"	"A"	"A"
"274_at"	"P"	"P"	"P"
"275_at"	"P"	"P"	"P"
"276_at"	"P"	"P"	"P"
"277_at"	"P"	"P"	"P"
"278_at"	"P"	"A"	"M"
"279_at"	"A"	"A"	"A"
"280_g_at"	"A"	"A"	"A"
"281_s_at"	"A"	"A"	"A"
"282_at"	"P"	"P"	"P"
"283_at"	"P"	"P"	"P"
"284_at"	"A"	"A"	"A"
"285_g_at"	"A"	"A"	"A"
"286_at"	"P"	"P"	"P"
"287_at"	"P"	"P"	"P"
"288_s_at"	"P"	"P"	"P"
"289_at"	"P"	"P"	"P"
"290_s_at"	"A"	"A"	"A"
"291_s_at"	"A"	"A"	"M"
"292_s_at"	"P"	"P"	"P"
"293_at"	"A"	"A"	"A"
"294_s_at"	"P"	"A"	"P"
"295_s_at"	"A"	"A"	"A"
"296_at"	"P"	"P"	"P"
"297_g_at"	"P"	"P"	"P"
"298_at"	"A"	"A"	"A"
"299_i_at"	"A"	"A"	"A"
"300_f_at"	"P"	"A"	"P"
"301_at"	"A"	"A"	"A"
"302_at"	"A"	"A"	"A"
"303_at"	"A"	"A"	"A"
"304_at"	"A"	"A"	"A"
"305_g_at"	"A"	"A"	"A"
"306_s_at"	"P"	"P"	"P"
"307_at"	"A"	"A"	"A"
"308_f_at"	"A"	"A"	"A"
"309_f_at"	"A"	"A"	"A"
"310_s_at"	"A"	"A"	"A"
"311_s_at"	"P"	"P"	"P"
"312_s_at"	"P"	"P"	"P"
"313_at"	"A"	"A"	"A"
"31307_at"	"A"	"A"	"A"
"31308_at"	"A"	"A"	"A"
"31309_r_at"	"A"	"A"	"A"
"31310_at"	"A"	"A"	"A"
"31311_at"	"A"	"A"	"A"
"31312_at"	"A"	"A"	"A"
"31313_at"	"A"	"A"	"A"
"31314_at"	"A"	"A"	"A"
"31315_at"	"A"	"A"	"A"
"31316_at"	"A"	"A"	"A"
"31317_r_at"	"A"	"A"	"A"
"31318_at"	"A"	"A"	"A"
"31319_at"	"A"	"A"	"A"
"31320_at"	"A"	"A"	"A"
"31321_at"	"A"	"M"	"A"
"31322_at"	"A"	"A"	"A"
"31323_r_at"	"A"	"A"	"A"
"31324_at"	"A"	"A"	"A"
"31325_at"	"A"	"A"	"A"
"31326_at"	"A"	"A"	"A"
"31327_at"	"A"	"A"	"A"
"31328_at"	"A"	"A"	"A"
"31329_at"	"A"	"A"	"A"
"31330_at"	"P"	"P"	"P"
"31331_at"	"A"	"A"	"A"
"31332_at"	"A"	"A"	"A"
"31333_at"	"A"	"A"	"A"
"31334_at"	"A"	"A"	"A"
"31335_at"	"A"	"A"	"A"
"31336_at"	"A"	"A"	"A"
"31337_at"	"A"	"A"	"A"
"31338_at"	"P"	"P"	"P"
"31339_at"	"A"	"A"	"A"
"31340_at"	"A"	"A"	"A"
"31341_at"	"A"	"A"	"A"
"31342_at"	"P"	"P"	"P"
"31343_at"	"A"	"A"	"A"
"31344_at"	"A"	"A"	"A"
"31345_at"	"A"	"A"	"A"
"31346_at"	"A"	"A"	"A"
"31347_at"	"A"	"A"	"A"
"31348_at"	"A"	"A"	"A"
"31349_at"	"A"	"A"	"A"
"31350_at"	"A"	"A"	"A"
"31351_at"	"A"	"A"	"A"
"31352_at"	"A"	"A"	"A"
"31353_f_at"	"A"	"A"	"A"
"31354_r_at"	"A"	"A"	"A"
"31355_at"	"A"	"A"	"A"
"31356_at"	"P"	"M"	"P"
"31357_at"	"A"	"A"	"A"
"31358_at"	"A"	"A"	"A"
"31359_at"	"A"	"A"	"A"
"31360_at"	"A"	"A"	"A"
"31361_at"	"A"	"A"	"A"
"31362_at"	"A"	"A"	"A"
"31363_at"	"A"	"A"	"A"
"31364_i_at"	"A"	"A"	"A"
"31365_f_at"	"A"	"A"	"A"
"31366_at"	"A"	"A"	"A"
"31367_at"	"A"	"A"	"A"
"31368_at"	"A"	"A"	"A"
"31369_at"	"A"	"A"	"A"
"31370_at"	"A"	"A"	"A"
"31371_at"	"A"	"A"	"A"
"31372_at"	"A"	"A"	"A"
"31373_at"	"A"	"A"	"A"
"31374_at"	"A"	"A"	"A"
"31375_at"	"A"	"A"	"A"
"31376_at"	"A"	"A"	"A"
"31377_r_at"	"A"	"A"	"A"
"31378_at"	"A"	"A"	"A"
"31379_at"	"A"	"A"	"P"
"31380_at"	"A"	"A"	"A"
"31381_at"	"A"	"A"	"A"
"31382_f_at"	"A"	"A"	"A"
"31383_at"	"A"	"A"	"A"
"31384_at"	"A"	"A"	"A"
"31385_at"	"P"	"P"	"P"
"31386_at"	"A"	"A"	"A"
"31387_at"	"A"	"A"	"A"
"31388_at"	"A"	"A"	"A"
"31389_at"	"A"	"A"	"A"
"31390_at"	"A"	"A"	"A"
"31391_at"	"A"	"A"	"A"
"31392_r_at"	"A"	"P"	"A"
"31393_r_at"	"A"	"A"	"A"
"31394_at"	"A"	"A"	"A"
"31395_i_at"	"A"	"A"	"A"
"31396_r_at"	"A"	"A"	"A"
"31397_at"	"A"	"A"	"A"
"31398_at"	"A"	"A"	"A"
"31399_at"	"P"	"P"	"A"
"314_at"	"P"	"P"	"P"
"31400_at"	"A"	"A"	"A"
