"affy_hg_u133_plus_2"	"entrezgene"
"1557057_a_at"	133491
"238457_at"	8526
"238694_at"	8526
"207518_at"	8526
"1554621_at"	8526
"1554623_x_at"	8526
"1553405_a_at"	64478
"1562330_s_at"	64478
"241960_at"	64478
"231223_at"	64478
"1562329_at"	64478
"221757_at"	113791
"221756_at"	113791
"1555632_at"	113791
"232534_at"	55957
"213526_s_at"	55957
"1568853_at"	NA
"209493_at"	23037
"233026_s_at"	23037
"233025_at"	23037
"226597_at"	92840
"214717_at"	150967
"1565936_a_at"	55885
"204424_s_at"	55885
"1563120_at"	NA
"1561401_at"	285627
"230428_at"	NA
"225001_at"	9545
"208466_at"	9545
"1554739_at"	NA
"241434_at"	NA
"241393_at"	NA
"221195_at"	653645
"221194_s_at"	653645
"238924_at"	NA
"243937_x_at"	NA
"242393_x_at"	NA
"230361_at"	377711
"230361_at"	727957
"228675_at"	100131733
"1559629_at"	NA
"209425_at"	114899
"209426_s_at"	114899
"236365_at"	114899
"209424_s_at"	114899
"220988_s_at"	114899
"223766_at"	NA
"209893_s_at"	2526
"209892_at"	2526
"1553550_at"	NA
"225549_at"	1656
"204909_at"	1656
"209782_s_at"	1628
"209783_at"	1628
"202544_at"	2764
"202543_s_at"	2764
"239879_at"	284998
"225522_at"	NA
"1556427_s_at"	221091
"206505_at"	7363
"234518_at"	NA
"241325_at"	NA
"211090_s_at"	8899
"202126_at"	8899
"202127_at"	8899
"232452_at"	148824
"1569323_at"	5793
"204944_at"	5793
"244574_at"	5793
"227126_at"	5793
"1560588_at"	NA
"221336_at"	474
"228651_at"	64856
"218731_s_at"	64856
"233091_at"	64856
"222723_at"	64856
"206001_at"	4852
"206518_s_at"	8787
"1554966_a_at"	11259
"1554965_at"	11259
"204135_at"	11259
"1570423_at"	339400
"241014_at"	339400
"206072_at"	7349
"215721_at"	NA
"226899_at"	219699
"41856_at"	219699
"213100_at"	219699
"240371_at"	647107
"1561492_at"	647107
"205157_s_at"	3872
"212236_x_at"	3872
"227074_at"	100131564
"1557484_at"	NA
"235277_at"	154810
"225450_at"	154810
"225459_at"	154810
"228840_at"	154810
"1557219_at"	100506827
"225046_at"	389831
"225062_at"	389831
"201711_x_at"	400966
"235597_s_at"	400966
"1570490_at"	NA
"230184_at"	100506421
"239076_at"	107
"213245_at"	107
"235049_at"	107
"232062_at"	107
"215348_at"	107
"1558001_s_at"	84159
"212614_at"	84159
"235404_at"	84159
"1558000_at"	84159
"1553079_at"	135644
"242607_at"	NA
"213088_s_at"	NA
"232164_s_at"	83481
"232165_at"	83481
"208156_x_at"	83481
"202797_at"	22908
"223290_at"	57026
"219122_s_at"	54974
"207274_at"	1145
"1568949_at"	26207
"238649_at"	26207
"219155_at"	26207
"229414_at"	26207
"1568938_at"	NA
"244552_at"	NA
"210134_x_at"	6474
"210135_s_at"	6474
"208443_x_at"	6474
"243794_at"	NA
"205303_at"	3764
"205304_s_at"	3764
"200741_s_at"	NA
"1563188_at"	NA
"243024_at"	84124
"214714_at"	84124
"1566403_at"	26780
"1558612_a_at"	480
"1565346_a_at"	480
"1564241_at"	480
"1555175_a_at"	64081
"219543_at"	64081
"237885_at"	NA
"240810_at"	100507423
"216935_at"	NA
"207201_s_at"	6580
"244214_at"	NA
"236997_at"	NA
"213712_at"	54898
"220029_at"	54898
"1567242_at"	26247
"209584_x_at"	27350
"217491_x_at"	NA
"244797_at"	100128131
"225948_at"	84334
"211470_s_at"	6819
"205343_at"	6819
"205342_s_at"	6819
"240200_at"	6819
"1560760_s_at"	NA
"218771_at"	55229
"233661_at"	NA
"220622_at"	79782
"1556274_at"	NA
"234331_s_at"	151354
"231439_at"	151354
"228459_at"	151354
"225667_s_at"	151354
"229546_at"	151354
"229252_at"	285973
"1553390_at"	285973
"226963_at"	NA
"200682_s_at"	NA
"220664_at"	NA
"243432_at"	NA
"231233_at"	100506696
"201105_at"	3956
"229924_s_at"	NA
"1561345_at"	NA
"237512_at"	NA
"1563637_at"	NA
"207958_at"	10941
"226803_at"	92421
"1570291_at"	100874194
"226536_at"	286053
"204286_s_at"	5366
"204285_s_at"	5366
"229060_at"	388403
"227020_at"	388403
"1556420_s_at"	388403
"1561319_at"	100309464
"232289_at"	3768
"208567_s_at"	3768
"207110_at"	3768
"232289_at"	100996843
"208567_s_at"	100996843
"207110_at"	100996843
"200861_at"	23019
"200860_s_at"	23019
"1554052_at"	23019
"240574_at"	100289274
"208698_s_at"	NA
"210470_x_at"	NA
"212949_at"	23397
"221640_s_at"	55367
"219019_at"	55367
"234414_at"	54754
"234414_at"	441457
"1560063_a_at"	NA
"204267_x_at"	9088
"233363_at"	NA
"200066_at"	3550
"1558011_at"	728093
"1558011_at"	100652783
"228412_at"	643072
"1553831_at"	140564
"1557727_at"	400960
"240017_at"	400960
"227969_at"	400960
"1568640_at"	400960
"235482_at"	400960
"235137_at"	400960
"1557274_at"	NA
"219076_s_at"	5827
"1555943_at"	5827
"215599_at"	653188
"206565_x_at"	653188
"215043_s_at"	653188
"215599_at"	100049076
"206565_x_at"	100049076
"215043_s_at"	100049076
"241183_at"	NA
"234803_at"	128817
"240210_at"	219293
"239641_at"	100507392
"215920_s_at"	283970
"215123_at"	283970
"217861_s_at"	10113
"227165_at"	221150
"1562107_at"	NA
"226790_at"	729967
"208146_s_at"	54504
"227979_at"	NA
"205429_s_at"	51678
"1558522_at"	51678
"223758_s_at"	728340
"221540_x_at"	728340
"230177_at"	728340
"215470_at"	728340
"223758_s_at"	730394
"221540_x_at"	730394
"230177_at"	730394
"215470_at"	730394
"1557518_a_at"	NA
"224017_at"	50945
"217753_s_at"	NA
"205453_at"	3212
"202598_at"	NA
"1568933_at"	646627
"213000_at"	23515
"206288_at"	5229
"235615_at"	5229
"1563484_at"	NA
"237794_at"	644669
"1552895_a_at"	644669
"1568933_at"	NA
"1552307_a_at"	125488
"230747_s_at"	125488
"238480_at"	125488
"231670_at"	NA
"1556496_a_at"	NA
"221944_at"	645644
"242519_at"	100129792
"237475_x_at"	100129792
"229546_at"	NA
"223514_at"	84433
"1552440_at"	11318
"240368_at"	NA
"229618_at"	64089
"219793_at"	64089
"214355_x_at"	340307
"222115_x_at"	84656
"218506_x_at"	84656
"222652_s_at"	84656
"221628_s_at"	84656
"1558577_at"	148709
"237042_at"	100507024
"230158_at"	442523
"1558577_at"	NA
"214995_s_at"	200316
"214994_at"	200316
"239835_at"	84541
"214506_at"	NA
"1557431_at"	NA
"237684_at"	100507461
"224043_s_at"	51733
"220507_s_at"	51733
"228219_s_at"	51733
"204146_at"	10635
"232050_at"	NA
"205256_at"	9880
"1560662_s_at"	NA
"1553551_s_at"	4535
"208570_at"	7471
"1553551_s_at"	NA
"1564872_at"	NA
"240474_x_at"	NA
"233968_at"	140880
"233797_s_at"	140880
"243761_at"	NA
"1553551_s_at"	4536
"236798_at"	100505687
"228275_at"	100505687
"217314_at"	NA
"219388_at"	79977
"208561_at"	10060
"235578_at"	10060
"208562_s_at"	10060
"208462_s_at"	10060
"1557374_at"	10060
"244343_at"	100507330
"218707_at"	55311
"50376_at"	55311
"1553569_at"	4512
"1553538_s_at"	4512
"1553570_x_at"	4512
"237224_at"	100874253
"215543_s_at"	9215
"204414_at"	9215
"1553569_at"	NA
"1553570_x_at"	NA
"1561486_at"	NA
"218623_at"	51617
"1553569_at"	4513
"1553567_s_at"	4513
"1553570_x_at"	4513
"209866_s_at"	23284
"209867_s_at"	23284
"1561211_at"	NA
"243957_at"	NA
"1553567_s_at"	NA
"1553567_s_at"	4509
"225004_at"	84336
"221275_s_at"	84336
"212979_s_at"	9747
"204403_x_at"	9747
"212981_s_at"	9747
"210529_s_at"	9747
"212979_s_at"	100294033
"204403_x_at"	100294033
"212981_s_at"	100294033
"210529_s_at"	100294033
"204442_x_at"	8425
"213176_s_at"	8425
"1553567_s_at"	4508
"1561476_at"	NA
"214788_x_at"	23109
"224456_s_at"	84793
"224457_at"	84793
"212927_at"	23137
"212926_at"	23137
"237725_x_at"	23137
"1553588_at"	4514
"1553588_at"	NA
"1553588_at"	4537
"219414_at"	64084
"229580_at"	64084
"206231_at"	NA
"1553588_at"	4539
"224373_s_at"	4539
"217256_x_at"	NA
"219324_at"	79159
"222057_at"	79159
"214415_at"	285189
"205871_at"	285189
"1558603_at"	285189
"224373_s_at"	4538
"224372_at"	4538
"1558011_at"	NA
"226794_at"	134957
"211600_at"	4540
"1555653_at"	4540
"1564837_at"	100506555
"236323_at"	100506555
"1553575_at"	4541
"1553575_at"	NA
"221467_at"	4160
"227063_at"	254863
"215756_at"	730227
"227552_at"	NA
"204205_at"	60489
"214995_s_at"	60489
"215579_at"	60489
"1554371_at"	114780
"230920_at"	NA
"1570424_at"	NA
"228904_at"	3213
"208414_s_at"	3213
"231767_at"	3213
"218277_s_at"	79665
"222574_s_at"	79665
"231719_at"	163590
"240890_at"	643733
"1561440_at"	NA
"1557233_at"	285441
"237610_at"	NA
"1560842_a_at"	100507064
"1562631_at"	100507064
"211566_x_at"	9577
"205550_s_at"	9577
"212645_x_at"	9577
"1560996_at"	NA
"223197_s_at"	56916
"1553811_at"	84983
"1562121_at"	NA
"207979_s_at"	NA
"1553562_at"	NA
"1555253_at"	84570
"224389_s_at"	84570
"223990_at"	84103
"242084_at"	100507527
"1552461_at"	169966
"233281_at"	NA
"1553446_at"	100996634
"207229_at"	NA
"243336_at"	NA
"1568905_at"	NA
"1560753_at"	NA
"1562747_at"	NA
"214889_at"	25854
"214890_s_at"	25854
"222291_at"	25854
"211635_x_at"	NA
"211634_x_at"	NA
"240915_at"	NA
"227237_x_at"	83858
"1552641_s_at"	83858
"223617_x_at"	83858
"227700_x_at"	83858
"233091_at"	83858
"232332_at"	57481
"220080_at"	NA
"230325_at"	100133985
"218878_s_at"	23411
"238936_at"	100507421
"227318_at"	100507421
"221017_s_at"	81543
"210913_at"	28316
"210130_s_at"	7108
"227734_s_at"	7108
"217969_at"	7108
"1554597_at"	NA
"229861_at"	NA
"1554599_x_at"	NA
"237919_at"	NA
"1569337_at"	NA
"1553321_a_at"	27233
"242200_at"	339366
"238163_at"	NA
"240068_at"	284835
"239666_at"	NA
"219790_s_at"	4883
"219789_at"	4883
"219054_at"	4883
"203811_s_at"	11080
"203810_at"	11080
"222517_at"	NA
"239569_at"	440119
"243351_at"	440119
"213916_at"	7568
"213778_x_at"	92822
"231922_at"	92822
"232536_at"	NA
"223266_at"	NA
"235886_at"	100505666
"204605_at"	10668
"225418_at"	NA
"217131_at"	NA
"214750_at"	NA
"230033_at"	352909
"1552976_at"	NA
"213484_at"	NA
"237794_at"	NA
"201506_at"	7045
"207389_at"	2811
"219645_at"	844
"1555048_a_at"	54084
"1552570_at"	54084
"1555049_at"	54084
"214901_at"	7554
"243871_at"	100130476
"1559237_a_at"	100507108
"202926_at"	51594
"242049_s_at"	51594
"240579_at"	51594
"238143_at"	NA
"230433_at"	729970
"235362_at"	729970
"1560634_a_at"	NA
"231126_at"	339778
"207327_at"	2070
"238877_at"	2070
"1561088_at"	2070
"209742_s_at"	4633
"1557427_at"	NA
"213552_at"	26035
"1555728_a_at"	51338
"224357_s_at"	51338
"219607_s_at"	51338
"244489_at"	NA
"206984_s_at"	6014
"1560533_at"	NA
"1560278_at"	221122
"1560279_a_at"	221122
"201805_at"	5571
"227528_s_at"	5571
"227527_at"	5571
"231974_at"	5571
"202691_at"	NA
"244543_s_at"	100286844
"244542_at"	100286844
"1563005_at"	NA
"215632_at"	63973
"216850_at"	91380
"228370_at"	91380
"213447_at"	91380
"241834_at"	91380
"221974_at"	91380
"1559342_a_at"	91380
"1559343_at"	91380
"1559545_at"	91380
"1559546_s_at"	91380
"216850_at"	100033416
"228370_at"	100033416
"213447_at"	100033416
"241834_at"	100033416
"221974_at"	100033416
"1559342_a_at"	100033416
"1559343_at"	100033416
"1559545_at"	100033416
"1559546_s_at"	100033416
"216850_at"	100033433
"228370_at"	100033433
"213447_at"	100033433
"241834_at"	100033433
"221974_at"	100033433
"1559342_a_at"	100033433
"1559343_at"	100033433
"1559545_at"	100033433
"1559546_s_at"	100033433
"216850_at"	100033444
"228370_at"	100033444
"213447_at"	100033444
"241834_at"	100033444
"221974_at"	100033444
"1559342_a_at"	100033444
"1559343_at"	100033444
"1559545_at"	100033444
"1559546_s_at"	100033444
"216850_at"	100033450
"228370_at"	100033450
"213447_at"	100033450
"241834_at"	100033450
"221974_at"	100033450
"1559342_a_at"	100033450
"1559343_at"	100033450
"1559545_at"	100033450
"1559546_s_at"	100033450
"216850_at"	100033802
"228370_at"	100033802
"213447_at"	100033802
"241834_at"	100033802
"221974_at"	100033802
"1559342_a_at"	100033802
"1559343_at"	100033802
"1559545_at"	100033802
"1559546_s_at"	100033802
"216850_at"	100033820
"228370_at"	100033820
"213447_at"	100033820
"241834_at"	100033820
"221974_at"	100033820
"1559342_a_at"	100033820
"1559343_at"	100033820
"1559545_at"	100033820
"1559546_s_at"	100033820
"216850_at"	100506948
"228370_at"	100506948
"213447_at"	100506948
"241834_at"	100506948
"221974_at"	100506948
"1559342_a_at"	100506948
"1559343_at"	100506948
"1559545_at"	100506948
"1559546_s_at"	100506948
"1557444_at"	340206
"1557446_x_at"	340206
"1567559_s_at"	340206
"1559675_at"	NA
"1559676_a_at"	NA
"202675_at"	6390
"209836_x_at"	552900
"209836_x_at"	654483
"209836_x_at"	101060252
"1558623_at"	729121
"236692_at"	NA
"221747_at"	NA
"221748_s_at"	NA
"200018_at"	6207
"200018_at"	85388
"200018_at"	100508408
"201257_x_at"	NA
"212391_x_at"	NA
"200099_s_at"	NA
"205816_at"	3696
"211488_s_at"	3696
"1563010_at"	3696
"242982_x_at"	3696
"221566_s_at"	8996
"59625_at"	8996
"221567_at"	8996
"213448_at"	NA
"242139_s_at"	NA
"242140_at"	NA
"1558645_at"	406905
"236573_at"	406905
"1558645_at"	406922
"236573_at"	406922
"241266_at"	NA
"217320_at"	NA
"219970_at"	54810
"236548_at"	54810
"1564854_at"	NA
"228769_at"	342945
"56748_at"	10107
"210579_s_at"	10107
"221627_at"	10107
"214415_at"	NA
"1556312_at"	388939
"201120_s_at"	10857
"201121_s_at"	10857
"241876_at"	NA
"1557998_at"	254827
"231071_at"	101410533
"239161_at"	2230
"203646_at"	2230
"203647_s_at"	2230
"210589_s_at"	2630
"209093_s_at"	2630
"216400_at"	2630
"211642_at"	NA
"235158_at"	84928
"222267_at"	84928
"212092_at"	23089
"212094_at"	23089
"239064_at"	NA
"223780_s_at"	9969
"201987_at"	9969
"201986_at"	9969
"244611_at"	9969
"227591_at"	100505696
"220627_at"	10047
"212508_at"	64112
"202832_at"	9648
"231383_at"	9648
"210179_at"	3769
"211427_s_at"	3769
"1558770_a_at"	146850
"1560625_s_at"	NA
"1553918_at"	150135
"1557121_s_at"	NA
"224078_at"	84641
"223073_at"	84641
"223265_at"	80851
"38691_s_at"	6440
"214387_x_at"	6440
"205982_x_at"	6440
"211735_x_at"	6440
"215454_x_at"	6440
"230120_s_at"	5342
"205871_at"	5342
"1558603_at"	5342
"230120_s_at"	5343
"205871_at"	5343
"1558603_at"	5343
"1562413_at"	440072
"209619_at"	972
"1567628_at"	972
"206629_at"	NA
"229819_at"	1
"204366_s_at"	4358
"212429_s_at"	4358
"216374_at"	NA
"206340_at"	9971
"1554375_a_at"	9971
"243873_at"	NA
"1556911_at"	NA
"241317_at"	NA
"232444_at"	387119
"228007_at"	387119
"213246_at"	26175
"1556220_at"	NA
"1556221_a_at"	NA
"217352_at"	NA
"205644_s_at"	NA
"219066_at"	60490
"204798_at"	4602
"215152_at"	4602
"1553590_at"	NA
"1562116_at"	NA
"208388_at"	NA
"208385_at"	NA
"220333_at"	54852
"242871_at"	54852
"1561281_a_at"	284576
"1561280_at"	284576
"229566_at"	645638
"219512_at"	79980
"1552576_at"	200420
"208328_s_at"	4205
"214684_at"	4205
"212535_at"	4205
"213614_x_at"	NA
"213477_x_at"	NA
"218568_at"	55750
"222132_s_at"	55750
"1555610_at"	55750
"202928_s_at"	5252
"40446_at"	5252
"231402_at"	100507507
"241353_s_at"	100507507
"224584_at"	NA
"239506_s_at"	151300
"239507_at"	151300
"1564491_at"	619455
"206964_at"	NA
"206963_s_at"	NA
"1555097_a_at"	5737
"207177_at"	5737
"200717_x_at"	NA
"212042_x_at"	NA
"1562249_at"	285965
"238263_at"	285965
"224141_at"	NA
"202795_x_at"	11078
"210276_s_at"	11078
"216210_x_at"	11078
"243690_at"	11078
"1552334_at"	11078
"1552332_at"	11078
"235487_at"	NA
"210581_x_at"	23598
"211392_s_at"	23598
"211391_s_at"	23598
"209431_s_at"	23598
"209494_s_at"	23598
"222009_at"	752014
"200788_s_at"	8682
"200787_s_at"	8682
"1569834_at"	NA
"244738_at"	254065
"235156_at"	254065
"1553252_a_at"	254065
"223039_at"	83606
"239230_at"	388585
"212260_at"	389084
"232299_at"	389084
"230244_at"	389084
"231204_at"	55345
"228859_at"	55345
"236451_at"	100996579
"220427_at"	100996579
"236598_at"	100996579
"1560895_at"	645188
"1553468_at"	NA
"224279_s_at"	26256
"219928_s_at"	26256
"242630_at"	NA
"233512_at"	100287216
"224425_x_at"	399746
"224424_x_at"	399746
"224426_s_at"	399746
"213375_s_at"	90634
"217197_x_at"	90634
"214906_x_at"	90634
"243843_at"	90634
"229718_at"	90634
"1558969_a_at"	132241
"1558791_at"	286467
"228430_at"	100507171
"236336_at"	100507171
"216998_s_at"	255926
"1554394_at"	NA
"1561396_at"	285220
"233184_at"	285220
"227124_at"	221710
"235707_at"	221710
"1564651_at"	221710
"218440_at"	56922
"219729_at"	51450
"214462_at"	9306
"227542_at"	9306
"206020_at"	9306
"1557879_at"	100129175
"219546_at"	55589
"59644_at"	55589
"214716_at"	55589
"37170_at"	55589
"226853_at"	55589
"213138_at"	10865
"219114_at"	51161
"1554385_a_at"	11240
"209791_at"	11240
"1554384_at"	11240
"200810_s_at"	1153
"200811_at"	1153
"230142_s_at"	1153
"228519_x_at"	1153
"225191_at"	1153
"210386_s_at"	NA
"217480_x_at"	NA
"1556436_at"	NA
"204284_at"	5507
"231141_at"	NA
"234839_at"	NA
"1558407_at"	NA
"1558858_at"	100506885
"1560978_at"	NA
"235207_at"	NA
"234873_x_at"	NA
"1559504_at"	400765
"1559506_x_at"	400765
"1559504_at"	406928
"1559506_x_at"	406928
"1559504_at"	100616452
"1559506_x_at"	100616452
"233617_at"	5326
"202924_s_at"	5326
"202925_s_at"	5326
"204439_at"	10964
"211208_s_at"	8573
"227156_at"	8573
"207620_s_at"	8573
"238699_s_at"	8573
"238698_at"	8573
"238308_at"	NA
"238250_at"	NA
"1557617_at"	100189589
"221130_s_at"	NA
"210878_s_at"	51780
"201643_x_at"	51780
"226689_at"	493856
"226686_at"	493856
"1552862_at"	NA
"216650_at"	NA
"1562922_at"	NA
"1560224_at"	285116
"235207_at"	692076
"235936_at"	254559
"221970_s_at"	25926
"219944_at"	79745
"226425_at"	79745
"220147_s_at"	58516
"223038_s_at"	58516
"234064_at"	NA
"213066_at"	9853
"208800_at"	NA
"222562_s_at"	80351
"222563_s_at"	80351
"218228_s_at"	80351
"1557411_s_at"	203427
"203305_at"	2162
"221379_at"	NA
"200714_x_at"	10956
"215399_s_at"	10956
"216993_s_at"	1302
"213870_at"	1302
"216939_s_at"	3360
"207577_at"	3360
"207578_s_at"	3360
"227106_at"	440104
"209354_at"	8764
"205217_at"	NA
"1563904_at"	100129620
"243190_at"	NA
"238422_at"	151534
"206127_at"	2004
"221773_at"	2004
"223603_at"	7732
"242994_at"	NA
"207179_at"	3195
"232616_at"	100129935
"204826_at"	899
"204827_s_at"	899
"229096_at"	440895
"229095_s_at"	440895
"215247_at"	440895
"214811_at"	23504
"237995_at"	23504
"238817_at"	23504
"40850_at"	23770
"208255_s_at"	23770
"208286_x_at"	645682
"210905_x_at"	645682
"214532_x_at"	645682
"227240_at"	25791
"243556_at"	25791
"233552_at"	NA
"237608_at"	NA
"244608_at"	NA
"230829_at"	128821
"217050_at"	NA
"214355_x_at"	NA
"202996_at"	NA
"224732_at"	NA
"206254_at"	1950
"237250_at"	NA
"225042_s_at"	81566
"221260_s_at"	81566
"212349_at"	23509
"210433_at"	23509
"1560881_a_at"	54089
"216885_s_at"	50717
"202249_s_at"	50717
"202250_s_at"	50717
"238340_at"	50717
"1554049_s_at"	50717
"1560240_at"	NA
"1562168_at"	NA
"1555179_at"	NA
"210367_s_at"	9536
"207388_s_at"	9536
"241592_at"	100507594
"236378_at"	130106
"243421_at"	NA
"215247_at"	NA
"222307_at"	NA
"210529_s_at"	NA
"204403_x_at"	NA
"1554057_at"	645676
"212593_s_at"	100616113
"216297_at"	NA
"239781_at"	440132
"237353_at"	NA
"219043_s_at"	NA
"238881_at"	NA
"231570_at"	158297
"1555880_at"	405754
"211303_x_at"	NA
"217487_x_at"	NA
"215363_x_at"	NA
"1570230_at"	NA
"236881_at"	NA
"223529_at"	6860
"1553660_at"	135458
"1553661_a_at"	135458
"208474_at"	NA
"1554386_at"	128822
"227884_at"	NA
"213013_at"	9479
"213014_at"	9479
"213013_at"	101060620
"213014_at"	101060620
"223552_at"	64101
"220962_s_at"	29943
"223739_at"	29943
"203418_at"	890
"213226_at"	890
"222622_at"	283871
"218410_s_at"	283871
"232071_at"	NA
"216264_s_at"	3913
"218873_at"	NA
"203094_at"	9587
"1563612_at"	NA
"217302_at"	135948
"208525_s_at"	135948
"218866_s_at"	51728
"222766_at"	51728
"208641_s_at"	NA
"228368_at"	57569
"1555020_a_at"	57569
"223819_x_at"	28991
"223198_x_at"	28991
"224387_at"	28991
"235083_at"	440894
"242222_at"	440894
"1558226_a_at"	NA
"236716_at"	NA
"1556904_at"	NA
"1558225_at"	NA
"233513_at"	NA
"244325_at"	NA
"240741_x_at"	NA
"227475_at"	94234
"207958_at"	574537
"207092_at"	3952
"242848_x_at"	NA
"240566_at"	NA
"217693_x_at"	100506898
"223373_s_at"	NA
"225041_at"	NA
"203807_x_at"	1443
"202493_x_at"	1443
"208342_x_at"	1443
"208341_x_at"	1443
"208294_x_at"	1443
"208357_x_at"	1443
"208295_x_at"	1443
"207770_x_at"	1443
"211739_x_at"	1443
"205958_x_at"	1443
"207285_x_at"	1443
"208356_x_at"	1443
"206475_x_at"	1443
"227237_x_at"	55210
"1552641_s_at"	55210
"219068_x_at"	55210
"227700_x_at"	55210
"204967_at"	357
"217740_x_at"	NA
"224930_x_at"	NA
"237623_at"	1471
"230343_at"	1471
"201360_at"	1471
"219076_s_at"	NA
"207707_s_at"	6396
"1570273_at"	NA
"238166_s_at"	339263
"238167_at"	339263
"228146_at"	339263
"1557346_a_at"	339263
"222584_at"	NA
"218296_x_at"	NA
"224233_s_at"	NA
"240065_at"	153643
"223273_at"	84520
"227868_at"	154761
"1564028_s_at"	154761
"1564027_a_at"	154761
"1563341_at"	NA
"214835_s_at"	8801
"212459_x_at"	8801
"215772_x_at"	8801
"200018_at"	NA
"209726_at"	770
"1569789_at"	NA
"203239_s_at"	4849
"211141_s_at"	4849
"229143_at"	4849
"213967_at"	138046
"1557623_at"	NA
"228528_at"	407026
"228528_at"	407025
"201711_x_at"	729857
"235597_s_at"	729857
"239836_at"	NA
"202241_at"	10221
"239818_x_at"	10221
"207198_s_at"	3987
"212687_at"	3987
"223800_s_at"	3987
"1570259_at"	3987
"222509_s_at"	79894
"218068_s_at"	79894
"1565389_s_at"	2915
"207235_s_at"	2915
"214217_at"	2915
"206377_at"	2295
"1561559_at"	NA
"200663_at"	967
"237550_at"	NA
"232926_x_at"	138649
"222634_s_at"	79718
"235890_at"	79718
"221428_s_at"	79718
"223013_at"	79718
"222633_at"	79718
"227522_at"	134147
"1553837_at"	192111
"1555943_at"	192111
"201318_s_at"	10627
"1555978_s_at"	10627
"213310_at"	NA
"1561042_at"	NA
"225569_at"	NA
"243304_at"	NA
"233942_at"	NA
"208456_s_at"	NA
"212590_at"	NA
"240809_at"	150142
"205302_at"	3484
"219350_s_at"	NA
"1556864_at"	NA
"1556161_a_at"	100506102
"229785_at"	NA
"216713_at"	NA
"201491_at"	10598
"218317_x_at"	79008
"233334_x_at"	79008
"222094_at"	79008
"218317_x_at"	548593
"233334_x_at"	548593
"222094_at"	548593
"218317_x_at"	101060729
"233334_x_at"	101060729
"222094_at"	101060729
"34031_i_at"	NA
"235808_at"	100506029
"228661_s_at"	100506029
"232589_at"	100506029
"235808_at"	100506051
"228661_s_at"	100506051
"232589_at"	100506051
"1561497_at"	NA
"243663_at"	NA
"236001_at"	100289255
"215658_at"	100289255
"215324_at"	223117
"215643_at"	223117
"37796_at"	NA
"228614_at"	205251
"241766_at"	100509303
"215590_x_at"	100128640
"1558686_at"	NA
"1556839_s_at"	100289090
"1563079_at"	100289090
"207778_at"	NA
"214453_s_at"	10561
"1556048_at"	100507564
"1553952_at"	131540
"231122_x_at"	131540
"207490_at"	80086
"218524_at"	1877
"240996_at"	NA
"202052_s_at"	26064
"213920_at"	23316
"1566528_at"	23316
"202149_at"	4739
"202150_s_at"	4739
"1569020_at"	4739
"242861_at"	4739
"1560706_at"	4739
"1553722_s_at"	220441
"1553721_at"	220441
"1566126_at"	NA
"218593_at"	55131
"228955_at"	NA
"229096_at"	100507334
"229095_s_at"	100507334
"1560698_a_at"	283392
"1560697_at"	283392
"227465_at"	23383
"212505_s_at"	23383
"216926_s_at"	23383
"217652_at"	23383
"227356_at"	NA
"217368_at"	NA
"1559548_at"	NA
"236126_at"	NA
"244422_at"	NA
"227867_at"	129293
"231429_at"	129293
"1554953_a_at"	NA
"1554954_at"	NA
"213260_at"	2296
"1553613_s_at"	2296
"209593_s_at"	27348
"240025_x_at"	NA
"239307_at"	NA
"1565149_at"	79659
"1561939_at"	79659
"219469_at"	79659
"200043_at"	2079
"232839_at"	NA
"1569912_at"	NA
"218108_at"	55148
"225273_at"	55841
"219520_s_at"	55841
"238607_at"	162979
"211942_x_at"	644511
"220779_at"	51702
"206614_at"	8200
"1562942_at"	NA
"220166_at"	26507
"219566_at"	79156
"1569802_at"	NA
"213200_at"	6855
"1553497_at"	439916
"202252_at"	NA
"1555942_a_at"	406988
"226755_at"	406988
"1558793_at"	100507099
"1553780_at"	196872
"213912_at"	23329
"213913_s_at"	23329
"215186_at"	23329
"1555904_at"	NA
"201276_at"	NA
"1561431_at"	NA
"1560944_at"	163742
"223191_at"	NA
"201628_s_at"	10670
"236118_at"	100128893
"206994_at"	1472
"242301_at"	147381
"223632_s_at"	NA
"223633_s_at"	NA
"237853_x_at"	386672
"1561443_at"	NA
"1557758_at"	NA
"242843_at"	NA
"238898_at"	101060264
"221475_s_at"	NA
"209003_at"	8402
"207088_s_at"	8402
"201849_at"	664
"201848_s_at"	664
"1555142_at"	150159
"1555141_a_at"	150159
"1553633_s_at"	150159
"233486_at"	NA
"221559_s_at"	79003
"208380_at"	10660
"1552349_a_at"	260429
"1552348_at"	260429
"44673_at"	6614
"219519_s_at"	6614
"1564336_at"	NA
"202914_s_at"	768220
"212282_at"	27346
"212281_s_at"	27346
"214283_at"	27346
"212279_at"	27346
"219992_at"	6866
"221368_at"	4759
"235108_at"	3777
"228127_at"	3777
"205952_at"	3777
"244831_at"	NA
"1564776_at"	NA
"204860_s_at"	NA
"230139_at"	NA
"228835_at"	NA
"222260_at"	NA
"214748_at"	NA
"229718_at"	NA
"213916_at"	NA
"1553130_at"	652276
"235083_at"	NA
"242222_at"	NA
"1553620_at"	287015
"1559138_a_at"	219938
"1569140_at"	23304
"212756_s_at"	23304
"212760_at"	23304
"237668_at"	100507201
"1562997_a_at"	NA
"229366_at"	NA
"1560897_a_at"	386678
"218602_s_at"	54801
"233655_s_at"	54801
"222685_at"	54801
"203288_at"	9710
"220950_s_at"	55683
"224318_s_at"	55683
