"affy_hg_u133_plus_2"	"entrezgene"
"202117_at"	392
"241419_at"	392
"222415_at"	58508
"222414_at"	58508
"222413_s_at"	58508
"232940_s_at"	58508
"1555408_at"	58508
"1557158_s_at"	58508
"1555409_a_at"	58508
"213081_at"	9278
"224032_x_at"	64663
"220922_s_at"	64663
"220217_x_at"	64663
"224032_x_at"	171489
"220922_s_at"	171489
"220217_x_at"	171489
"236824_at"	114795
"236468_at"	114795
"1563488_at"	114795
"208140_s_at"	83450
"1554584_at"	83450
"1554545_at"	403314
"207400_at"	4889
"230572_at"	152641
"217231_s_at"	22983
"235104_at"	64167
"1554273_a_at"	64167
"227462_at"	64167
"219759_at"	64167
"1554272_at"	64167
"210933_s_at"	6624
"201564_s_at"	6624
"209323_at"	5612
"223829_at"	84076
"209595_at"	2963
"206587_at"	10693
"237382_at"	23127
"209883_at"	23127
"214961_at"	23281
"1554755_a_at"	23281
"231339_at"	388951
"235627_at"	375189
"1557476_at"	375189
"1558755_x_at"	284390
"1558754_at"	284390
"201587_s_at"	3654
"1555784_s_at"	3654
"205234_at"	9122
"220126_at"	29122
"218513_at"	55319
"231081_at"	129852
"238126_at"	100505854
"227431_at"	100505854
"237845_at"	NA
"219069_at"	54851
"211094_s_at"	4763
"211095_at"	4763
"204323_x_at"	4763
"204325_s_at"	4763
"211914_x_at"	4763
"212676_at"	4763
"212678_at"	4763
"210631_at"	4763
"216115_at"	4763
"243476_at"	4763
"214285_at"	2170
"205738_s_at"	2170
"1552304_at"	84920
"1552306_at"	84920
"1553427_at"	170689
"229004_at"	170689
"225400_at"	116461
"225399_at"	116461
"230257_s_at"	116461
"229215_at"	430
"207607_at"	430
"228300_at"	388389
"202496_at"	23644
"201631_s_at"	8870
"208556_at"	2853
"220050_at"	11092
"208578_at"	6336
"231386_at"	NA
"219505_at"	51816
"201763_s_at"	1616
"236674_at"	388780
"219524_s_at"	79133
"227160_s_at"	79133
"222894_x_at"	79133
"1569144_a_at"	375791
"221272_s_at"	81563
"223127_s_at"	81563
"223126_s_at"	81563
"223125_s_at"	81563
"205407_at"	8434
"1558115_at"	8434
"1558116_x_at"	8434
"226135_at"	54887
"233245_at"	54887
"224762_at"	347735
"200874_s_at"	677831
"214382_at"	54346
"214640_at"	54346
"1553559_at"	134285
"240770_at"	134285
"1561093_at"	387601
"1561094_a_at"	387601
"45749_at"	79567
"230806_s_at"	79567
"218029_at"	79567
"231386_at"	653140
"220560_at"	29125
"1568978_s_at"	29125
"52837_at"	85352
"221901_at"	85352
"219815_at"	79690
"219665_at"	79873
"1552510_at"	142680
"1569926_s_at"	142680
"218330_s_at"	89797
"222599_s_at"	89797
"222598_s_at"	89797
"1562389_at"	NA
"223228_at"	84247
"226214_at"	51573
"202593_s_at"	51573
"220489_s_at"	NA
"220490_at"	NA
"203067_at"	8050
"233032_x_at"	NA
"232313_at"	92293
"1558844_at"	100506127
"1561198_at"	100506127
"214470_at"	3820
"220342_x_at"	80267
"220926_s_at"	80267
"223243_s_at"	80267
"212071_s_at"	6711
"200672_x_at"	6711
"200671_s_at"	6711
"226342_at"	6711
"215918_s_at"	6711
"230540_at"	6711
"202300_at"	10542
"202299_s_at"	10542
"222983_s_at"	51247
"222984_at"	51247
"1560065_at"	51247
"223862_at"	51738
"200818_at"	539
"230093_at"	89765
"219266_at"	59348
"233169_at"	59348
"219820_at"	28968
"225759_x_at"	79789
"225757_s_at"	79789
"221042_s_at"	79789
"213839_at"	79789
"228725_x_at"	3275
"202098_s_at"	3275
"210384_at"	3275
"228722_at"	3275
"221564_at"	3275
"206588_at"	1618
"219058_x_at"	64129
"229124_at"	84432
"235044_at"	116159
"228665_at"	116159
"209410_s_at"	2887
"209409_at"	2887
"210999_s_at"	2887
"210086_at"	55806
"241355_at"	55806
"220163_s_at"	55806
"208126_s_at"	1562
"215103_at"	1562
"240512_x_at"	386618
"239787_at"	386618
"208560_at"	3744
"1552524_at"	116969
"219168_s_at"	55615
"47069_at"	55615
"210153_s_at"	4200
"209397_at"	4200
"210154_at"	4200
"205273_s_at"	10531
"200762_at"	1808
"239118_at"	3737
"208564_at"	3737
"220132_s_at"	29121
"233500_x_at"	29121
"1561340_at"	NA
"205167_s_at"	995
"203540_at"	2670
"229259_at"	2670
"200703_at"	8655
"239422_at"	221914
"221794_at"	57572
"55583_at"	57572
"222003_s_at"	57572
"214992_s_at"	1777
"209831_x_at"	1777
"1560916_a_at"	NA
"217967_s_at"	116496
"217966_s_at"	116496
"1553417_at"	283171
"207237_at"	3738
"220116_at"	3781
"225774_at"	89970
"225773_at"	89970
"225770_at"	89970
"212284_x_at"	7178
"212869_x_at"	7178
"214327_x_at"	7178
"207783_x_at"	7178
"211943_x_at"	7178
"216520_s_at"	7178
"203416_at"	963
"242946_at"	963
"235650_at"	222256
"231582_at"	222256
"209358_at"	6882
"1558136_s_at"	6882
"201708_s_at"	8508
"201709_s_at"	8508
"207619_at"	3061
"206829_x_at"	80264
"238614_x_at"	80264
"1560841_at"	389247
"208977_x_at"	10383
"213726_x_at"	10383
"221065_s_at"	64377
"205215_at"	6045
"242744_s_at"	846
"211384_s_at"	846
"210577_at"	846
"240886_at"	846
"242745_at"	846
"227640_s_at"	441212
"223945_x_at"	441212
"227035_x_at"	441212
"215777_at"	NA
"244752_at"	220929
"229743_at"	220929
"205980_s_at"	23779
"37117_at"	23779
"1555162_at"	23779
"205980_s_at"	553158
"37117_at"	553158
"1555162_at"	553158
"217923_at"	553115
"224785_at"	283991
"224783_at"	283991
"1554986_a_at"	399979
"202359_s_at"	399979
"202358_s_at"	399979
"235660_at"	399979
"220235_s_at"	55791
"226086_at"	57586
"221859_at"	57586
"208607_s_at"	6288
"214456_x_at"	6288
"221349_at"	7441
"222869_s_at"	55520
"219325_s_at"	55520
"224342_x_at"	NA
"224573_at"	440400
"233969_at"	NA
"210027_s_at"	328
"202504_at"	23650
"211002_s_at"	23650
"211001_at"	23650
"201313_at"	2026
"234764_x_at"	NA
"221084_at"	9177
"200775_s_at"	407043
"232532_at"	84074
"224674_at"	80727
"1558176_at"	NA
"225243_s_at"	7871
"222924_at"	7871
"224149_x_at"	7871
"1562095_at"	7871
"231849_at"	144501
"222486_s_at"	9510
"222162_s_at"	9510
"212295_s_at"	6541
"212292_at"	6541
"212290_at"	6541
"206566_at"	6541
"237858_s_at"	6541
"226492_at"	80031
"233882_s_at"	80031
"233801_s_at"	80031
"220574_at"	80031
"224032_x_at"	30014
"220922_s_at"	30014
"220217_x_at"	30014
"224032_x_at"	728712
"220922_s_at"	728712
"220217_x_at"	728712
"226958_s_at"	400569
"219224_x_at"	79797
"233750_s_at"	81627
"220992_s_at"	81627
"223404_s_at"	81627
"215048_at"	140883
"229360_at"	140883
"230789_at"	140883
"222718_at"	58986
"221882_s_at"	58986
"204192_at"	951
"218928_s_at"	54020
"225230_at"	128338
"225228_at"	128338
"234018_s_at"	80343
"218531_at"	80194
"1558712_at"	80194
"226844_at"	79817
"229568_at"	79817
"219265_at"	79817
"205589_at"	4634
"220131_at"	53822
"209390_at"	7248
"218425_at"	54476
"218426_s_at"	54476
"227065_at"	54476
"1563361_at"	54476
"213629_x_at"	4494
"210524_x_at"	4494
"217165_x_at"	4494
"226627_at"	23176
"208999_at"	23176
"209000_s_at"	23176
"213309_at"	23228
"216218_s_at"	23228
"216217_at"	23228
"216034_at"	129025
"232567_at"	23779
"232567_at"	553158
"223454_at"	58191
"208153_s_at"	2196
"200084_at"	10944
"201784_s_at"	10944
"1570206_at"	NA
"204807_at"	10329
"204808_s_at"	10329
"219586_at"	79726
"218505_at"	79726
"221981_s_at"	79726
"228295_at"	79726
"204835_at"	5422
"223114_at"	84274
"53991_at"	27147
"221885_at"	27147
"223225_s_at"	81929
"221931_s_at"	81929
"244864_at"	NA
"204971_at"	1475
"202529_at"	5635
"1556715_at"	5635
"204086_at"	23532
"226315_at"	91603
"226323_at"	91603
"219375_at"	10390
"1561884_at"	10390
"239797_at"	10390
"203162_s_at"	10300
"203163_at"	10300
"224012_at"	NA
"204345_at"	1307
"224573_at"	124944
"224574_at"	124944
"224573_at"	100529209
"224574_at"	100529209
"243727_at"	144402
"228365_at"	144402
"241706_at"	144402
"206719_at"	23546
"202113_s_at"	6643
"202114_at"	6643
"216592_at"	139081
"226631_at"	399818
"226634_at"	399818
"223548_at"	54823
"200922_at"	10945
"1555575_a_at"	10945
"220231_at"	10842
"201396_s_at"	6449
"234669_x_at"	56946
"1569349_at"	56946
"222806_s_at"	56946
"242847_at"	56946
"222807_at"	56946
"219012_s_at"	56946
"1554167_a_at"	51125
"217819_at"	51125
"220558_x_at"	10077
"233467_s_at"	10077
"220022_at"	55713
"232775_at"	NA
"238856_s_at"	406896
"238856_s_at"	100302282
"227610_at"	441631
"203238_s_at"	4854
"203237_s_at"	4854
"212788_x_at"	NA
"226435_at"	89932
"233896_s_at"	89932
"216479_at"	NA
"234397_at"	NA
"218522_s_at"	55201
"205754_at"	2147
"234807_x_at"	NA
"223729_at"	27443
"233695_s_at"	27443
"216342_x_at"	NA
"227919_at"	652995
"201534_s_at"	5412
"201535_at"	5412
"226181_at"	51175
"201954_at"	10095
"211556_at"	10982
"213489_at"	10982
"202501_at"	10982
"216553_x_at"	NA
"207801_s_at"	9921
"208632_at"	9921
"239870_at"	221409
"53202_at"	79020
"221573_at"	79020
"209907_s_at"	50618
"210545_at"	50618
"242413_at"	50618
"209898_x_at"	50618
"221081_s_at"	79961
"235986_at"	79961
"226074_at"	132160
"209559_at"	9026
"38340_at"	9026
"209558_s_at"	9026
"242785_at"	400954
"229656_s_at"	400954
"210875_s_at"	6935
"212764_at"	6935
"212758_s_at"	6935
"239952_at"	6935
"210875_s_at"	100996668
"212764_at"	100996668
"212758_s_at"	100996668
"239952_at"	100996668
"231458_at"	100507629
"224919_at"	64968
"219753_at"	10734
"219812_at"	10734
"237345_at"	NA
"201362_at"	10625
"201363_s_at"	10625
"206245_s_at"	10625
"210277_at"	11154
"210278_s_at"	11154
"210952_at"	11154
"232352_at"	64843
"1569953_at"	NA
"223998_at"	83887
"218249_at"	64429
"1558636_s_at"	11096
"229357_at"	11096
"219935_at"	11096
"235368_at"	11096
"226878_at"	3111
"206313_at"	3111
"211142_x_at"	3111
"215494_at"	NA
"218777_at"	80346
"237202_at"	54858
"219891_at"	54858
"223469_at"	54858
"207036_x_at"	2906
"229883_at"	2906
"232514_at"	NA
"223790_at"	84056
"227713_at"	84056
"209016_s_at"	3855
"227796_at"	643836
"217002_s_at"	3359
"216615_s_at"	3359
"218084_x_at"	53827
"224252_s_at"	53827
"221135_s_at"	28990
"1561593_at"	NA
"211092_s_at"	4771
"211017_s_at"	4771
"204991_s_at"	4771
"218915_at"	4771
"238618_at"	4771
"211091_s_at"	4771
"210767_at"	4771
"205631_at"	9786
"37232_at"	9786
"210870_s_at"	7957
"205231_s_at"	7957
"206150_at"	939
"224093_at"	56832
"223732_at"	9963
"210014_x_at"	3420
"210418_s_at"	3420
"201509_at"	3420
"205054_at"	4703
"215368_at"	4703
"224146_s_at"	85320
"1554911_at"	85320
"231625_at"	114571
"212747_at"	23294
"236675_at"	6117
"201529_s_at"	6117
"201528_at"	6117
"230686_s_at"	64849
"205244_s_at"	64849
"205243_at"	64849
"231217_at"	64849
"230687_at"	64849
"212944_at"	6526
"213167_s_at"	6526
"1553313_s_at"	6526
"213164_at"	6526
"225919_s_at"	203228
"1553134_s_at"	203228
"1553133_at"	203228
"208984_x_at"	8241
"215089_s_at"	8241
"217221_x_at"	8241
"219257_s_at"	8877
"205911_at"	5745
"219178_at"	79691
"1560696_x_at"	79691
"1560695_at"	79691
"214448_x_at"	4793
"214062_x_at"	4793
"228388_at"	4793
"206621_s_at"	7458
"213060_s_at"	1117
"243402_at"	643406
"241827_at"	284370
"210504_at"	10661
"221407_at"	57369
"1561278_at"	NA
"213724_s_at"	5164
"202590_s_at"	5164
"224481_s_at"	25831
"1557100_s_at"	25831
"241955_at"	25831
"242349_at"	25831
"241683_at"	25831
"1570251_at"	25831
"221095_s_at"	9992
"205132_at"	70
"228239_at"	54065
"1554432_x_at"	54065
"1554430_at"	54065
"1553644_at"	161176
"229992_at"	149837
"243402_at"	149837
"203085_s_at"	7040
"219766_at"	7040
"203084_at"	7040
"1562778_at"	401565
"207503_at"	6953
"213293_s_at"	10346
"237242_at"	126536
"1555988_a_at"	126536
"205940_at"	4621
"201973_s_at"	51622
"201974_s_at"	51622
"208310_s_at"	51622
"215024_at"	51622
"201973_s_at"	221960
"201974_s_at"	221960
"208310_s_at"	221960
"215024_at"	221960
"225043_at"	121260
"225057_at"	121260
"207348_s_at"	3980
"204123_at"	3980
"1555169_at"	3980
"227330_x_at"	727764
"229748_x_at"	727764
"227715_at"	727764
"227330_x_at"	100132288
"229748_x_at"	100132288
"227715_at"	100132288
"227330_x_at"	100233156
"229748_x_at"	100233156
"227715_at"	100233156
"202932_at"	7525
"202933_s_at"	7525
"1566908_at"	441476
"233888_s_at"	57522
"227484_at"	57522
"1555876_at"	57522
"1569269_s_at"	57522
"1555875_at"	57522
"1554473_at"	57522
"226171_at"	51304
"218077_s_at"	51304
"218078_s_at"	51304
"225287_s_at"	90809
"1562914_a_at"	148231
"1564229_at"	NA
"225510_at"	220323
"228939_at"	220323
"200029_at"	6143
"241146_at"	100874021
"220421_at"	79908
"212739_s_at"	4833
"235944_at"	83872
"201619_at"	10935
"209766_at"	10935
"221894_at"	90956
"221893_s_at"	90956
"44120_at"	90956
"222117_s_at"	90956
"229480_at"	100505881
"235267_at"	100505881
"227554_at"	100505881
"221549_at"	83743
"212639_x_at"	10376
"213646_x_at"	10376
"201090_x_at"	10376
"211072_x_at"	10376
"211058_x_at"	10376
"243383_at"	25833
"207109_at"	25833
"215355_at"	25833
"238878_at"	170302
"201934_at"	80335
"1560091_a_at"	112885
"1562309_s_at"	112885
"1560091_a_at"	100506695
"1562309_s_at"	100506695
"216420_at"	NA
"236968_at"	196477
"209024_s_at"	NA
"220630_s_at"	27159
"209055_s_at"	988
"209056_s_at"	988
"209057_x_at"	988
"226541_at"	84085
"242007_at"	84085
"1552913_at"	286514
"214938_x_at"	3146
"224734_at"	3146
"200679_x_at"	3146
"224731_at"	3146
"200680_x_at"	3146
"202526_at"	4089
"202527_s_at"	4089
"235725_at"	4089
"204966_at"	576
"235244_at"	131076
"207598_x_at"	7516
"201781_s_at"	9049
"201782_s_at"	9049
"221572_s_at"	65010
"231050_at"	117245
"231452_at"	117245
"226879_at"	84329
"203500_at"	2639
"208369_s_at"	2639
"212584_at"	9716
"212583_at"	9716
"228694_at"	9716
"239895_at"	9716
"202757_at"	25920
"211509_s_at"	57142
"214629_x_at"	57142
"210968_s_at"	57142
"229770_at"	144423
"220776_at"	3770
"1554920_at"	8796
"1554921_a_at"	8796
"206884_s_at"	8796
"232056_at"	8796
"225257_at"	90324
"235495_at"	90324
"225254_at"	90324
"208779_x_at"	780
"1007_s_at"	780
"207169_x_at"	780
"210749_x_at"	780
"208779_x_at"	100616237
"1007_s_at"	100616237
"207169_x_at"	100616237
"210749_x_at"	100616237
"221932_s_at"	51218
"229209_at"	51218
"222567_s_at"	51320
"218247_s_at"	51320
"1556874_a_at"	51320
"1556873_at"	51320
"214520_at"	2303
"218868_at"	57180
"1555487_a_at"	57180
"211767_at"	84296
"1554356_at"	84296
"240778_at"	84296
"235029_at"	84296
"1561899_at"	160365
"244413_at"	160365
"216572_at"	2300
"243409_at"	2300
"236407_at"	3753
"208514_at"	3753
"228100_at"	128344
"219785_s_at"	100506581
"223745_at"	100506581
"219784_at"	100506581
"228106_at"	54876
"219717_at"	54876
"239187_at"	54876
"205529_s_at"	862
"216831_s_at"	862
"242845_at"	862
"228827_at"	862
"205528_s_at"	862
"216832_at"	862
"1564642_at"	862
"222583_s_at"	10762
"218294_s_at"	10762
"218295_s_at"	10762
"218293_x_at"	10762
"213682_at"	10762
"220013_at"	79852
"202618_s_at"	4204
"202617_s_at"	4204
"202616_s_at"	4204
"241924_at"	4204
"235278_at"	140733
"1563209_a_at"	140733
"1553564_at"	140733
"1561677_at"	140733
"243612_at"	64324
"235760_at"	64324
"225654_at"	64324
"219084_at"	64324
"214330_at"	91647
"213057_at"	91647
"209795_at"	969
"205432_at"	5016
"220168_at"	55259
"206281_at"	116
"230237_at"	116
"225684_at"	348235
"225686_at"	348235
"206413_s_at"	9623
"1561252_at"	NA
"226998_at"	80155
"222837_s_at"	80155
"219158_s_at"	80155
"1556382_a_at"	80155
"1556381_at"	80155
"236853_at"	121793
"222039_at"	146909
"225812_at"	619208
"212622_at"	440026
"212623_at"	440026
"1555819_s_at"	201191
"1559996_s_at"	201191
"213866_at"	201191
"1555408_at"	NA
"1555409_a_at"	NA
"226366_at"	257218
"1560171_at"	257218
"209995_s_at"	8115
"39318_at"	8115
"205217_at"	1678
"206007_at"	10216
"219542_at"	79858
"1555082_a_at"	79858
"1554380_at"	79858
"219620_x_at"	54863
"233589_x_at"	54863
"201421_s_at"	79084
"201420_s_at"	79084
"211417_x_at"	91227
"215603_x_at"	91227
"209919_x_at"	91227
"208284_x_at"	91227
"207131_x_at"	91227
"231310_at"	131405
"223665_at"	84517
"201814_at"	9779
"201813_s_at"	9779
"201815_s_at"	9779
"225402_at"	112858
"235192_at"	112858
"204544_at"	11234
"218141_at"	63893
"1554814_at"	63893
"230186_at"	219902
"1554076_s_at"	219902
"238497_at"	219902
"202331_at"	593
"206939_at"	1630
"235417_at"	90853
"1562415_a_at"	90853
"244254_at"	NA
"238431_at"	26225
"236350_at"	26225
"243176_at"	26225
"226617_at"	26225
"218150_at"	26225
"236466_at"	26225
"241249_at"	253039
"1555892_s_at"	253039
"231828_at"	253039
"239958_at"	253039
"219664_s_at"	26063
"235271_s_at"	84307
"228927_at"	84307
"229133_s_at"	84307
"221024_s_at"	81031
"232720_at"	158038
"205883_at"	7704
"215253_s_at"	1827
"208370_s_at"	1827
"215254_at"	1827
"218702_at"	54938
"221577_x_at"	9518
"202102_s_at"	23476
"226054_at"	23476
"226052_at"	23476
"238612_at"	23476
"202103_at"	23476
"240360_at"	23476
"204839_at"	51367
"219656_at"	51294
"215214_at"	NA
"212916_at"	23133
"215065_at"	23133
"207225_at"	15
"211755_s_at"	515
"243501_at"	515
"1559502_s_at"	126364
"215220_s_at"	7175
"1557227_s_at"	7175
"201731_s_at"	7175
"201730_s_at"	7175
"220776_at"	NA
"203839_s_at"	10188
"203838_s_at"	10188
"1555557_a_at"	10188
"216439_at"	10188
"1557404_at"	NA
"206962_x_at"	NA
"222178_s_at"	NA
"222781_s_at"	55071
"218904_s_at"	55071
"206439_at"	1833
"221072_at"	57000
"227775_at"	60677
"208533_at"	6656
"237472_at"	6656
"216853_x_at"	NA
"236344_at"	5137
"1554378_a_at"	5137
"216869_at"	5137
"207303_at"	5137
"239218_at"	5137
"209692_at"	2139
"1552895_a_at"	NA
"1555095_at"	NA
"207698_at"	NA
"210307_s_at"	64410
"231405_at"	122258
"223828_s_at"	85329
"226499_at"	441478
"228532_at"	128346
"218820_at"	56967
"231859_at"	56967
"210599_at"	80110
"227045_at"	80110
"220721_at"	80110
"241730_at"	55892
"224206_x_at"	55892
"218926_at"	55892
"209158_s_at"	9266
"237234_at"	9266
"1555842_at"	9266
"208617_s_at"	8073
"208616_s_at"	8073
"208615_s_at"	8073
"216988_s_at"	8073
"216560_x_at"	NA
"216399_s_at"	49855
"209741_x_at"	49855
"215848_at"	49855
"220504_at"	11081
"239665_at"	NA
"241781_at"	138199
"228324_at"	138199
"220410_s_at"	157922
"212710_at"	157922
"220409_at"	157922
"228995_at"	157922
"212712_at"	157922
"212711_at"	157922
"244682_at"	157922
"234676_s_at"	29104
"220311_at"	29104
"202632_at"	1801
"222041_at"	1801
"219202_at"	79651
"211491_at"	148
"211492_s_at"	148
"211489_at"	148
"211490_at"	148
"223660_at"	140
"206171_at"	140
"1555914_a_at"	54932
"241363_at"	54932
"220838_at"	54932
"207693_at"	785
"243244_at"	785
"205462_s_at"	3241
"212552_at"	3241
"203690_at"	10426
"215739_s_at"	10426
"1554086_at"	10426
"211218_at"	NA
"228125_at"	100101467
"228130_at"	100101467
"224029_x_at"	11280
"220791_x_at"	11280
"210853_at"	11280
"204371_s_at"	8570
"204372_s_at"	8570
"212303_x_at"	8570
"200040_at"	10657
"201488_x_at"	10657
"214185_at"	10657
"234381_at"	NA
"207071_s_at"	48
"218662_s_at"	64151
"218663_at"	64151
"1562292_at"	NA
"200665_s_at"	6678
"212667_at"	6678
"210916_s_at"	960
"204490_s_at"	960
"212014_x_at"	960
"1557905_s_at"	960
"209835_x_at"	960
"212063_at"	960
"204489_s_at"	960
"216056_at"	960
"229221_at"	960
"217523_at"	960
"1554068_s_at"	144577
"1554067_at"	144577
"235026_at"	144577
"214677_x_at"	100423062
"1553447_at"	123624
"202362_at"	5906
"228548_at"	5906
"218200_s_at"	4708
"218201_at"	4708
"240391_at"	4708
"221581_s_at"	7462
"211768_at"	7462
"212232_at"	23360
"235101_at"	23360
"229272_at"	23360
"242472_x_at"	23360
"218721_s_at"	54953
"222720_x_at"	54953
"214677_x_at"	NA
"217118_s_at"	23313
"227144_at"	23313
"212421_at"	23313
"242356_at"	143187
"1552536_at"	143187
"235923_at"	143187
"236849_at"	143187
"235034_at"	143187
"208376_at"	1233
"215121_x_at"	NA
"215379_x_at"	NA
"209138_x_at"	NA
"219392_x_at"	55771
"228273_at"	55771
"232215_x_at"	55771
"223462_at"	84286
"222853_at"	23767
"219250_s_at"	23767
"220646_s_at"	51348
"211106_at"	8464
"206506_s_at"	8464
"230815_at"	NA
"229382_at"	55924
"229608_at"	55924
"220476_s_at"	55924
"241809_at"	55924
"213196_at"	23361
"229383_at"	55016
"219574_at"	55016
"235385_at"	55016
"1562338_at"	55016
"208274_at"	10896
"209649_at"	10254
"215044_s_at"	10254
"208194_s_at"	10254
"228254_at"	10254
"242569_at"	10254
"225033_at"	6482
"225034_at"	6482
"208322_s_at"	6482
"239523_at"	286753
"211496_s_at"	5132
"219072_at"	9274
"218770_s_at"	55116
"1559593_a_at"	NA
"203826_s_at"	9600
"206771_at"	7380
"233850_s_at"	57593
"201955_at"	892
"1569126_at"	892
"231623_at"	134288
"240114_s_at"	134288
"206307_s_at"	2297
"223331_s_at"	11218
"224315_at"	11218
"210317_s_at"	7531
"210996_s_at"	7531
"204748_at"	5743
"1554997_a_at"	5743
"205870_at"	624
"211076_x_at"	1822
"40489_at"	1822
"208871_at"	1822
"1555754_s_at"	1822
"211939_x_at"	689
"208517_x_at"	689
"214800_x_at"	689
"228316_at"	130162
"227566_at"	50863
"222020_s_at"	50863
"1556936_at"	100506834
"221327_s_at"	5956
"205593_s_at"	5152
"202092_s_at"	23568
"219570_at"	55614
"232083_at"	55614
"229761_at"	440173
"207510_at"	NA
"201576_s_at"	2720
"226184_at"	114793
"242665_at"	114793
"211827_s_at"	3752
"211301_at"	3752
"215014_at"	3752
"213832_at"	3752
"215596_s_at"	26046
"233819_s_at"	26046
"233818_at"	26046
"210145_at"	5321
"216058_s_at"	1557
"207510_at"	623
"207062_at"	3375
"1564471_at"	NA
"214559_at"	1814
"211625_s_at"	1814
"226632_at"	114757
"1553572_a_at"	114757
"207364_at"	1527
"207364_at"	101060234
"207364_at"	101060305
"239162_at"	100506897
"212102_s_at"	23633
"212103_at"	23633
"212101_at"	23633
"226976_at"	23633
"217624_at"	11333
"202290_at"	11333
"200017_at"	6233
"242214_at"	6233
"244624_at"	6233
"226510_at"	25938
"226000_at"	55917
"231822_at"	55917
"239525_at"	55917
"212832_s_at"	9793
"1555278_a_at"	9793
"225619_at"	122060
"1559485_at"	55102
"219164_s_at"	55102
"222840_at"	55102
"226684_at"	55102
"229050_s_at"	NA
"201765_s_at"	3073
"215155_at"	3073
"204677_at"	1003
"234117_at"	404744
"1561490_at"	404744
"215189_at"	3892
"236840_at"	115749
"217562_at"	339479
"230577_at"	100507008
"212022_s_at"	4288
"212023_s_at"	4288
"212021_s_at"	4288
"212020_s_at"	4288
"204662_at"	9738
"1569353_at"	9738
"236377_at"	121256
"206459_s_at"	7482
"206458_s_at"	7482
"236123_at"	7482
"209661_at"	3801
"1559759_at"	3801
"212300_at"	200081
"230015_at"	768206
"1556727_at"	768206
"202394_s_at"	55324
"223809_at"	64407
"202485_s_at"	8932
"202484_s_at"	8932
"214397_at"	8932
"214396_s_at"	8932
"223382_s_at"	84937
"225962_at"	84937
"223383_at"	84937
"225959_s_at"	84937
"225960_at"	84937
"239480_at"	NA
"205690_s_at"	8896
"223683_at"	84225
"213729_at"	55660
"214941_s_at"	55660
"226687_at"	55660
"233080_s_at"	55660
"218053_at"	55660
"236477_at"	55660
"212534_at"	7572
"203248_at"	7572
"203247_s_at"	7572
"1554045_at"	7572
"242210_at"	7572
"240342_at"	391712
"221912_s_at"	79140
"219585_at"	79140
"1553710_at"	152756
"1553711_a_at"	152756
"216834_at"	5996
"202988_s_at"	5996
"218514_at"	55181
"219802_at"	79912
"213878_at"	79912
"231173_at"	79912
"207272_at"	7634
"208512_s_at"	4301
"214939_x_at"	4301
"238871_at"	4301
"230622_at"	4301
"224685_at"	4301
"215904_at"	4301
"224776_at"	137964
"229577_at"	137964
"219147_s_at"	54981
"1562761_at"	54981
"202202_s_at"	3910
"210990_s_at"	3910
"210089_s_at"	3910
"216081_at"	3910
"210989_at"	3910
"240070_at"	201633
"206239_s_at"	6690
"219764_at"	11211
"206650_at"	55721
"220105_at"	27156
"229977_at"	27156
"217558_at"	1559
"220017_x_at"	1559
"216025_x_at"	1559
"216661_x_at"	1559
"214421_x_at"	1559
"1568752_s_at"	6003
"210258_at"	6003
"1568751_at"	6003
"203095_at"	4528
"244627_at"	26007
"218688_at"	26007
"218441_s_at"	26015
"233918_at"	149069
"208282_x_at"	57054
"207909_x_at"	57054
"216922_x_at"	57054
"208281_x_at"	57054
"216351_x_at"	57054
"207912_s_at"	57054
"218416_s_at"	55652
"48106_at"	55652
"218417_s_at"	55652
"204519_s_at"	51090
"231051_at"	100507027
"230238_at"	134548
"202388_at"	5997
"1563445_x_at"	NA
"220378_at"	6954
"212160_at"	11260
"227117_at"	11260
"1555509_a_at"	284427
"204993_at"	2781
"230875_s_at"	23250
"241603_at"	23250
"216488_s_at"	23250
"215842_s_at"	23250
"243825_at"	255877
"228311_at"	255877
"1554625_at"	255877
"223565_at"	51237
"221286_s_at"	51237
"239435_x_at"	134549
"241935_at"	134549
"223676_at"	56063
"234006_s_at"	56063
"223656_s_at"	56063
"232338_at"	170959
"225307_at"	118472
"243669_s_at"	118472
"241233_x_at"	391267
"207861_at"	6367
"225711_at"	151188
"225707_at"	151188
"225709_at"	151188
"204542_at"	10610
"203454_s_at"	475
"202226_s_at"	1398
"202224_at"	1398
"202225_at"	1398
"228376_at"	2681
"219370_at"	56475
"223605_at"	83733
"211471_s_at"	9609
"200994_at"	10527
"200992_at"	10527
"200993_at"	10527
"200995_at"	10527
"218956_s_at"	26024
"222796_at"	26024
"218956_s_at"	100526740
"222796_at"	100526740
"242341_x_at"	132158
"238518_x_at"	132158
"208756_at"	8668
"220335_x_at"	23491
"234008_s_at"	23491
"232676_x_at"	50804
"222153_at"	50804
"229464_at"	50804
"222772_at"	50804
"222771_s_at"	50804
"207606_s_at"	94134
"227725_at"	55808
"213668_s_at"	6659
"201416_at"	6659
"201418_s_at"	6659
"201417_at"	6659
"234472_at"	114805
"243779_at"	114805
"236536_at"	114805
"1552825_at"	252884
"1554231_a_at"	252884
"1555166_a_at"	252884
"1554985_at"	252884
"1570030_at"	252884
"218985_at"	29988
"213711_at"	3887
"238992_at"	11201
"219317_at"	11201
"206609_at"	9947
"229554_at"	4060
"201744_s_at"	4060
"223226_x_at"	170463
