"GSM530551.CEL.gz"	"GSM530552.CEL.gz"
"237741_at"	"A"	"P"
"237742_at"	"A"	"A"
"237743_at"	"A"	"A"
"237744_at"	"A"	"A"
"237745_at"	"A"	"A"
"237746_at"	"A"	"A"
"237747_at"	"A"	"A"
"237748_at"	"A"	"A"
"237749_at"	"A"	"A"
"237750_at"	"A"	"A"
"237751_x_at"	"A"	"A"
"237752_at"	"A"	"A"
"237753_at"	"A"	"A"
"237754_at"	"A"	"A"
"237755_s_at"	"A"	"A"
"237756_at"	"A"	"A"
"237757_at"	"A"	"A"
"237758_at"	"A"	"A"
"237759_at"	"A"	"A"
"237760_at"	"A"	"A"
"237761_at"	"A"	"A"
"237762_at"	"A"	"A"
"237763_at"	"A"	"A"
"237764_at"	"A"	"A"
"237765_at"	"A"	"A"
"237766_at"	"A"	"A"
"237767_at"	"A"	"A"
"237768_x_at"	"P"	"M"
"237769_at"	"A"	"A"
"237770_at"	"A"	"A"
"237771_s_at"	"A"	"A"
"237772_at"	"A"	"A"
"237773_at"	"A"	"A"
"237774_at"	"A"	"A"
"237775_x_at"	"A"	"A"
"237776_at"	"A"	"A"
"237777_at"	"A"	"A"
"237778_at"	"A"	"A"
"237779_at"	"A"	"A"
"237780_at"	"A"	"A"
"237781_at"	"A"	"A"
"237782_at"	"A"	"A"
"237783_at"	"P"	"M"
"237784_at"	"A"	"A"
"237785_at"	"A"	"A"
"237786_at"	"A"	"A"
"237787_at"	"A"	"A"
"237788_at"	"A"	"A"
"237789_at"	"A"	"A"
"237790_at"	"A"	"A"
"237791_at"	"A"	"A"
"237792_at"	"A"	"A"
"237793_at"	"A"	"A"
"237794_at"	"A"	"A"
"237795_s_at"	"A"	"A"
"237796_at"	"A"	"A"
"237797_at"	"A"	"A"
"237798_at"	"A"	"A"
"237799_at"	"A"	"A"
"237800_at"	"A"	"A"
"237801_at"	"A"	"A"
"237802_at"	"A"	"A"
"237803_x_at"	"A"	"A"
"237804_at"	"A"	"A"
"237805_at"	"A"	"A"
"237806_s_at"	"A"	"A"
"237807_at"	"A"	"A"
"237808_at"	"A"	"A"
"237809_at"	"A"	"A"
"237810_at"	"A"	"A"
"237811_at"	"A"	"A"
"237812_at"	"A"	"A"
"237813_at"	"A"	"A"
"237814_at"	"A"	"M"
"237815_at"	"A"	"A"
"237816_at"	"A"	"A"
"237817_at"	"P"	"P"
"237818_at"	"A"	"A"
"237819_at"	"A"	"A"
"237820_at"	"A"	"A"
"237821_at"	"A"	"A"
"237822_at"	"A"	"A"
"237823_at"	"A"	"A"
"237824_at"	"A"	"A"
"237825_x_at"	"A"	"A"
"237826_at"	"A"	"A"
"237827_at"	"A"	"A"
"237828_at"	"A"	"A"
"237829_at"	"A"	"A"
"237830_at"	"A"	"P"
"237831_x_at"	"A"	"M"
"237832_at"	"A"	"A"
"237833_s_at"	"A"	"A"
"237834_at"	"A"	"A"
"237835_at"	"A"	"A"
"237836_at"	"A"	"A"
"237837_at"	"A"	"A"
"237838_at"	"A"	"A"
"237839_at"	"A"	"A"
"237840_at"	"A"	"A"
"237841_at"	"A"	"A"
"237842_at"	"A"	"A"
"237843_at"	"A"	"A"
"237844_at"	"A"	"A"
"237845_at"	"A"	"A"
"237846_at"	"A"	"A"
"237847_at"	"A"	"A"
"237848_at"	"A"	"A"
"237849_at"	"P"	"A"
"237850_at"	"A"	"A"
"237851_at"	"A"	"A"
"237852_at"	"A"	"A"
"237853_x_at"	"A"	"A"
"237854_at"	"A"	"A"
"237855_at"	"A"	"A"
"237856_at"	"A"	"A"
"237857_at"	"A"	"A"
"237858_s_at"	"A"	"A"
"237859_at"	"A"	"A"
"237860_at"	"A"	"A"
"237861_at"	"A"	"M"
"237862_at"	"A"	"A"
"237863_at"	"A"	"A"
"237864_at"	"A"	"A"
"237865_x_at"	"A"	"A"
"237866_at"	"A"	"A"
"237867_s_at"	"P"	"P"
"237868_x_at"	"A"	"P"
"237869_at"	"A"	"A"
"237870_at"	"A"	"A"
"237871_x_at"	"A"	"A"
"237872_at"	"A"	"A"
"237873_s_at"	"A"	"A"
"237874_at"	"A"	"A"
"237875_at"	"A"	"P"
"237876_at"	"A"	"A"
"237877_at"	"A"	"A"
"237878_at"	"A"	"A"
"237879_at"	"A"	"A"
"237880_at"	"A"	"A"
"237881_at"	"A"	"A"
"237882_at"	"A"	"A"
"237883_at"	"A"	"A"
"237884_x_at"	"A"	"A"
"237885_at"	"A"	"A"
"237886_at"	"A"	"A"
"237887_at"	"A"	"A"
"237888_at"	"A"	"A"
"237889_s_at"	"A"	"A"
"237890_at"	"A"	"A"
"237891_at"	"A"	"A"
"237892_at"	"A"	"A"
"237893_at"	"A"	"A"
"237894_at"	"A"	"A"
"237895_at"	"A"	"A"
"237896_at"	"A"	"A"
"237897_at"	"A"	"A"
"237898_at"	"A"	"A"
"237899_at"	"A"	"A"
"237900_at"	"A"	"A"
"237901_at"	"A"	"A"
"237902_at"	"A"	"A"
"237903_at"	"A"	"A"
"237904_at"	"A"	"A"
"237905_at"	"A"	"A"
"237906_at"	"A"	"A"
"237907_at"	"A"	"A"
"237908_at"	"A"	"A"
"237909_at"	"A"	"A"
"237910_x_at"	"P"	"A"
"237911_at"	"A"	"A"
"237912_at"	"A"	"A"
"237913_at"	"A"	"A"
"237914_s_at"	"A"	"A"
"237915_at"	"A"	"A"
"237916_at"	"A"	"A"
"237917_at"	"A"	"A"
"237918_at"	"A"	"A"
"237919_at"	"A"	"M"
"237920_at"	"A"	"A"
"237921_at"	"A"	"A"
"237922_at"	"A"	"A"
"237923_at"	"A"	"A"
"237924_at"	"A"	"A"
"237925_at"	"A"	"A"
"237926_s_at"	"A"	"A"
"237927_at"	"A"	"A"
"237928_at"	"A"	"A"
"237929_at"	"A"	"A"
"237930_at"	"A"	"A"
"237931_at"	"A"	"A"
"237932_at"	"A"	"A"
"237933_at"	"A"	"A"
"237934_at"	"A"	"A"
"237935_at"	"A"	"A"
"237936_at"	"A"	"A"
"237937_x_at"	"A"	"A"
"237938_at"	"A"	"A"
"237939_at"	"A"	"A"
"237940_s_at"	"A"	"A"
"237941_at"	"A"	"A"
"237942_at"	"A"	"A"
"237943_at"	"A"	"A"
"237944_at"	"A"	"A"
"237945_at"	"A"	"A"
"237946_at"	"A"	"A"
"237947_at"	"A"	"A"
"237948_at"	"A"	"A"
"237949_at"	"A"	"A"
"237950_s_at"	"A"	"A"
"237951_at"	"A"	"A"
"237952_at"	"A"	"A"
"237953_at"	"A"	"A"
"237954_x_at"	"A"	"A"
"237955_at"	"A"	"A"
"237956_s_at"	"A"	"A"
"237957_at"	"A"	"A"
"237958_at"	"A"	"A"
"237959_at"	"A"	"A"
"237960_at"	"A"	"A"
"237961_at"	"A"	"A"
"237962_x_at"	"A"	"A"
"237963_x_at"	"A"	"A"
"237964_at"	"A"	"A"
"237965_at"	"A"	"A"
"237966_at"	"A"	"A"
"237967_at"	"A"	"A"
"237968_at"	"P"	"P"
"237969_at"	"A"	"A"
"237970_at"	"A"	"A"
"237971_at"	"A"	"A"
"237972_at"	"A"	"A"
"237973_at"	"A"	"A"
"237974_at"	"A"	"A"
"237975_at"	"A"	"A"
"237976_at"	"A"	"A"
"237977_at"	"A"	"A"
"237978_at"	"A"	"A"
"237979_at"	"A"	"A"
"237980_at"	"A"	"A"
"237981_at"	"A"	"A"
"237982_at"	"A"	"A"
"237983_at"	"A"	"A"
"237984_x_at"	"A"	"A"
"237985_at"	"A"	"A"
"237986_at"	"A"	"A"
"237987_x_at"	"A"	"A"
"237988_at"	"A"	"A"
"237989_at"	"A"	"A"
"237990_x_at"	"A"	"A"
"237991_at"	"A"	"A"
"237992_at"	"A"	"A"
"237993_at"	"A"	"A"
"237994_at"	"A"	"A"
"237995_at"	"A"	"A"
"237996_at"	"A"	"A"
"237997_s_at"	"A"	"A"
"237998_at"	"A"	"A"
"237999_at"	"A"	"A"
"238000_at"	"P"	"P"
"238001_at"	"P"	"P"
"238002_at"	"P"	"P"
"238003_at"	"A"	"A"
"238004_at"	"A"	"P"
"238005_s_at"	"P"	"P"
"238006_at"	"A"	"A"
"238007_at"	"P"	"P"
"238008_at"	"A"	"A"
"238009_at"	"M"	"P"
"238010_at"	"P"	"P"
"238011_at"	"P"	"P"
"238012_at"	"P"	"M"
"238013_at"	"P"	"P"
"238014_at"	"M"	"P"
"238015_at"	"P"	"P"
"238016_s_at"	"A"	"A"
"238017_at"	"A"	"A"
"238018_at"	"A"	"A"
"238019_at"	"A"	"A"
"238020_at"	"P"	"P"
"238021_s_at"	"P"	"P"
"238022_at"	"P"	"P"
"238023_at"	"A"	"A"
"238024_at"	"A"	"A"
"238025_at"	"P"	"P"
"238026_at"	"P"	"P"
"238027_at"	"A"	"A"
"238028_at"	"A"	"A"
"238029_s_at"	"A"	"A"
"238030_at"	"P"	"P"
"238031_at"	"A"	"A"
"238032_at"	"A"	"A"
"238033_at"	"A"	"A"
"238034_at"	"P"	"P"
"238035_at"	"P"	"P"
"238036_at"	"A"	"A"
"238037_at"	"A"	"P"
"238038_at"	"A"	"P"
"238039_at"	"A"	"A"
"238040_at"	"A"	"A"
"238041_at"	"P"	"P"
"238042_at"	"A"	"A"
"238043_at"	"P"	"P"
"238044_at"	"A"	"A"
"238045_at"	"P"	"P"
"238046_x_at"	"A"	"A"
"238047_at"	"A"	"A"
"238048_at"	"A"	"A"
"238049_at"	"A"	"A"
"238050_at"	"A"	"P"
"238051_x_at"	"A"	"A"
"238052_at"	"A"	"A"
"238053_at"	"P"	"P"
"238054_at"	"A"	"A"
"238055_at"	"A"	"A"
"238056_at"	"P"	"P"
"238057_at"	"P"	"P"
"238058_at"	"P"	"P"
"238059_at"	"A"	"A"
"238060_s_at"	"A"	"A"
"238061_at"	"A"	"A"
"238062_at"	"A"	"A"
"238063_at"	"P"	"P"
"238064_at"	"A"	"A"
"238065_at"	"P"	"P"
"238066_at"	"A"	"A"
"238067_at"	"P"	"P"
"238068_at"	"P"	"P"
"238069_at"	"P"	"P"
"238070_at"	"A"	"A"
"238071_at"	"A"	"P"
"238072_at"	"A"	"A"
"238073_at"	"A"	"A"
"238074_at"	"A"	"A"
"238075_at"	"P"	"P"
"238076_at"	"A"	"M"
"238077_at"	"P"	"P"
"238078_at"	"P"	"P"
"238079_at"	"A"	"A"
"238080_at"	"A"	"A"
"238081_at"	"P"	"P"
"238082_at"	"A"	"A"
"238083_at"	"A"	"A"
"238084_at"	"A"	"A"
"238085_at"	"A"	"A"
"238086_at"	"M"	"P"
"238087_at"	"M"	"P"
"238088_at"	"A"	"A"
"238089_at"	"P"	"P"
"238090_at"	"A"	"P"
"238091_at"	"A"	"A"
"238092_at"	"A"	"A"
"238093_at"	"A"	"A"
"238094_at"	"A"	"A"
"238095_at"	"A"	"A"
"238096_at"	"A"	"A"
"238097_at"	"A"	"A"
"238098_at"	"A"	"P"
"238099_at"	"A"	"A"
"238100_at"	"A"	"A"
"238101_at"	"A"	"A"
"238102_s_at"	"A"	"A"
"238103_at"	"A"	"A"
"238104_at"	"A"	"A"
"238105_x_at"	"P"	"A"
"238106_at"	"A"	"A"
"238107_at"	"A"	"A"
"238108_at"	"P"	"A"
"238109_at"	"A"	"A"
"238110_at"	"A"	"A"
"238111_at"	"A"	"A"
"238112_at"	"A"	"A"
"238113_at"	"A"	"A"
"238114_at"	"M"	"P"
"238115_at"	"A"	"M"
"238116_at"	"A"	"A"
"238117_at"	"A"	"A"
"238118_s_at"	"A"	"A"
"238119_at"	"A"	"A"
"238120_at"	"A"	"A"
"238121_at"	"P"	"P"
"238122_at"	"P"	"P"
"238123_at"	"A"	"A"
"238124_at"	"A"	"A"
"238125_at"	"A"	"A"
"238126_at"	"A"	"A"
"238127_at"	"P"	"P"
"238128_at"	"A"	"A"
"238129_s_at"	"A"	"A"
"238130_at"	"A"	"P"
"238131_at"	"A"	"A"
"238132_at"	"A"	"A"
"238133_at"	"P"	"P"
"238134_at"	"A"	"A"
"238135_at"	"A"	"M"
"238136_at"	"A"	"A"
"238137_at"	"M"	"A"
"238138_at"	"A"	"A"
"238139_at"	"A"	"A"
"238140_at"	"A"	"A"
"238141_s_at"	"A"	"A"
"238142_at"	"A"	"A"
"238143_at"	"A"	"A"
"238144_s_at"	"A"	"A"
"238145_at"	"A"	"A"
"238146_at"	"P"	"P"
"238147_at"	"A"	"A"
"238148_s_at"	"A"	"A"
"238149_at"	"A"	"A"
"238150_at"	"A"	"A"
"238151_at"	"P"	"P"
"238152_at"	"A"	"A"
"238153_at"	"A"	"A"
"238154_at"	"A"	"P"
"238155_at"	"P"	"P"
"238156_at"	"P"	"P"
"238157_at"	"A"	"A"
"238158_at"	"M"	"P"
"238159_at"	"A"	"A"
"238160_at"	"A"	"A"
"238161_at"	"A"	"A"
"238162_at"	"A"	"A"
"238163_at"	"A"	"A"
"238164_at"	"P"	"P"
"238165_at"	"A"	"A"
"238166_s_at"	"P"	"A"
"238167_at"	"A"	"A"
"238168_at"	"A"	"A"
"238169_at"	"A"	"A"
"238170_at"	"A"	"A"
"238171_at"	"A"	"A"
"238172_at"	"A"	"A"
"238173_at"	"A"	"A"
"238174_at"	"P"	"P"
"238175_at"	"A"	"A"
"238176_at"	"A"	"A"
"238177_at"	"A"	"A"
"238178_at"	"P"	"P"
"238179_at"	"A"	"A"
"238180_at"	"M"	"P"
"238181_at"	"A"	"A"
"238182_at"	"P"	"A"
"238183_at"	"P"	"A"
"238184_at"	"A"	"A"
"238185_at"	"A"	"A"
"238186_at"	"A"	"A"
"238187_at"	"A"	"A"
"238188_at"	"A"	"A"
"238189_at"	"A"	"A"
"238190_at"	"P"	"M"
"238191_at"	"P"	"P"
"238192_at"	"A"	"A"
"238193_at"	"A"	"A"
"238194_at"	"A"	"A"
"238195_at"	"A"	"A"
"238196_at"	"A"	"A"
"238197_at"	"A"	"A"
"238198_at"	"A"	"A"
"238199_x_at"	"P"	"P"
"238200_at"	"A"	"A"
"238201_at"	"A"	"A"
"238202_at"	"A"	"A"
"238203_at"	"A"	"A"
"238204_at"	"A"	"A"
"238205_at"	"A"	"A"
"238206_at"	"A"	"A"
"238207_at"	"A"	"A"
"238208_at"	"A"	"A"
"238209_at"	"A"	"A"
"238210_at"	"A"	"A"
"238211_at"	"P"	"M"
"238212_at"	"A"	"A"
"238213_at"	"M"	"A"
"238214_at"	"A"	"A"
"238215_at"	"A"	"A"
"238216_at"	"A"	"A"
"238217_at"	"A"	"A"
"238218_at"	"A"	"A"
"238219_at"	"A"	"A"
"238220_at"	"A"	"A"
"238221_at"	"A"	"A"
"238222_at"	"A"	"A"
"238223_at"	"A"	"A"
"238224_at"	"A"	"A"
"238225_at"	"A"	"A"
"238226_at"	"P"	"P"
"238227_at"	"A"	"A"
"238228_at"	"P"	"A"
"238229_at"	"A"	"A"
"238230_x_at"	"A"	"A"
"238231_at"	"A"	"A"
"238232_at"	"A"	"A"
"238233_at"	"A"	"A"
"238234_at"	"A"	"A"
"238235_at"	"A"	"A"
"238236_at"	"A"	"A"
"238237_at"	"A"	"A"
"238238_at"	"A"	"A"
"238239_at"	"P"	"P"
"238240_at"	"A"	"A"
"238241_at"	"A"	"A"
"238242_at"	"A"	"A"
"238243_at"	"A"	"A"
"238244_at"	"A"	"A"
"238245_at"	"A"	"A"
"238246_at"	"A"	"A"
"238247_at"	"A"	"A"
"238248_at"	"A"	"A"
"238249_at"	"A"	"A"
"238250_at"	"A"	"A"
"238251_at"	"A"	"A"
"238252_at"	"A"	"A"
"238253_at"	"A"	"A"
"238254_at"	"A"	"A"
"238255_at"	"A"	"A"
"238256_at"	"A"	"A"
"238257_at"	"A"	"A"
"238258_at"	"A"	"A"
"238259_at"	"A"	"A"
"238260_at"	"A"	"A"
"238261_at"	"A"	"A"
"238262_at"	"A"	"A"
"238263_at"	"A"	"A"
"238264_at"	"A"	"A"
"238265_x_at"	"A"	"A"
"238266_at"	"A"	"A"
"238267_s_at"	"A"	"A"
"238268_at"	"A"	"A"
"238269_at"	"A"	"A"
"238270_x_at"	"A"	"A"
"238271_x_at"	"A"	"A"
"238272_at"	"A"	"A"
"238273_at"	"A"	"A"
"238274_at"	"A"	"A"
"238275_at"	"A"	"A"
"238276_at"	"A"	"A"
"238277_at"	"A"	"A"
"238278_at"	"A"	"A"
"238279_x_at"	"A"	"M"
"238280_at"	"A"	"A"
"238281_at"	"A"	"A"
"238282_at"	"A"	"A"
"238283_at"	"A"	"A"
"238284_at"	"A"	"A"
"238285_at"	"A"	"A"
"238286_at"	"A"	"A"
"238287_at"	"A"	"A"
"238288_at"	"A"	"A"
"238289_at"	"A"	"A"
"238290_at"	"A"	"A"
"238291_at"	"A"	"A"
"238292_at"	"M"	"M"
"238293_at"	"A"	"A"
"238294_at"	"A"	"A"
"238295_at"	"A"	"P"
"238296_at"	"P"	"A"
"238297_at"	"A"	"A"
"238298_at"	"A"	"A"
"238299_at"	"P"	"A"
"238300_s_at"	"A"	"A"
"238301_at"	"A"	"A"
"238302_at"	"A"	"A"
"238303_at"	"A"	"A"
"238304_at"	"A"	"A"
"238305_at"	"A"	"A"
"238306_at"	"A"	"A"
"238307_at"	"A"	"A"
"238308_at"	"A"	"A"
"238309_x_at"	"A"	"A"
"238310_at"	"A"	"A"
"238311_at"	"A"	"P"
"238312_s_at"	"A"	"A"
"238313_at"	"P"	"A"
"238314_x_at"	"A"	"A"
"238315_s_at"	"A"	"A"
"238316_at"	"A"	"A"
"238317_x_at"	"A"	"A"
"238318_at"	"A"	"A"
"238319_at"	"A"	"A"
"238320_at"	"P"	"P"
"238321_at"	"A"	"A"
"238322_s_at"	"M"	"M"
"238323_at"	"A"	"A"
"238324_at"	"A"	"A"
"238325_s_at"	"A"	"A"
"238326_at"	"A"	"A"
"238327_at"	"A"	"A"
"238328_at"	"A"	"A"
"238329_at"	"A"	"A"
"238330_s_at"	"A"	"A"
"238331_at"	"A"	"A"
"238332_at"	"P"	"P"
"238333_s_at"	"M"	"P"
"238334_at"	"A"	"A"
"238335_at"	"P"	"P"
"238336_s_at"	"P"	"P"
"238337_s_at"	"P"	"P"
"238338_at"	"A"	"A"
"238339_x_at"	"A"	"A"
"238340_at"	"A"	"A"
"238341_at"	"A"	"A"
"238342_at"	"P"	"A"
"238343_x_at"	"A"	"A"
"238344_at"	"A"	"A"
"238345_at"	"A"	"A"
"238346_s_at"	"P"	"P"
"238347_at"	"A"	"A"
"238348_x_at"	"A"	"A"
"238349_at"	"A"	"A"
"238350_at"	"A"	"A"
"238351_x_at"	"A"	"A"
"238352_s_at"	"A"	"A"
"238353_at"	"A"	"A"
"238354_x_at"	"A"	"A"
"238355_at"	"A"	"A"
"238356_at"	"A"	"M"
"238357_at"	"A"	"A"
"238358_x_at"	"A"	"A"
"238359_at"	"A"	"A"
"238360_s_at"	"A"	"A"
"238361_s_at"	"A"	"A"
"238362_at"	"A"	"A"
"238363_at"	"A"	"A"
"238364_x_at"	"A"	"A"
"238365_s_at"	"A"	"A"
"238366_at"	"A"	"A"
"238367_s_at"	"A"	"A"
"238368_at"	"A"	"A"
"238369_s_at"	"A"	"A"
"238370_x_at"	"A"	"A"
"238371_s_at"	"A"	"A"
"238372_s_at"	"A"	"A"
"238373_at"	"A"	"A"
"238374_at"	"A"	"A"
"238375_at"	"A"	"A"
"238376_at"	"A"	"A"
"238377_s_at"	"A"	"A"
"238378_at"	"A"	"A"
"238379_x_at"	"A"	"A"
"238380_s_at"	"A"	"A"
"238381_x_at"	"A"	"A"
"238382_x_at"	"A"	"A"
"238383_at"	"A"	"A"
"238384_x_at"	"A"	"A"
"238385_at"	"A"	"A"
"238386_x_at"	"A"	"A"
"238387_s_at"	"A"	"A"
"238388_x_at"	"A"	"A"
"238389_s_at"	"A"	"A"
"238390_at"	"A"	"A"
"238391_at"	"A"	"A"
"238392_at"	"A"	"A"
"238393_at"	"A"	"A"
"238394_at"	"A"	"A"
"238395_at"	"A"	"A"
"238396_at"	"A"	"A"
"238397_at"	"A"	"A"
"238398_s_at"	"A"	"A"
"238399_x_at"	"A"	"A"
"238400_at"	"A"	"A"
"238401_at"	"A"	"A"
"238402_s_at"	"P"	"P"
"238403_at"	"A"	"A"
"238404_x_at"	"A"	"A"
"238405_at"	"A"	"A"
"238406_x_at"	"P"	"M"
"238407_at"	"A"	"A"
"238408_at"	"A"	"A"
"238409_x_at"	"A"	"A"
"238410_x_at"	"A"	"A"
"238411_x_at"	"A"	"A"
"238412_at"	"A"	"A"
"238413_at"	"A"	"A"
"238414_at"	"A"	"P"
"238415_at"	"A"	"A"
"238416_x_at"	"A"	"A"
"238417_at"	"P"	"P"
"238418_at"	"P"	"P"
"238419_at"	"P"	"M"
"238420_at"	"P"	"P"
"238421_at"	"P"	"P"
"238422_at"	"A"	"M"
"238423_at"	"A"	"A"
"238424_at"	"P"	"P"
"238425_at"	"P"	"P"
"238426_at"	"A"	"A"
"238427_at"	"P"	"P"
"238428_at"	"A"	"P"
"238429_at"	"P"	"P"
"238430_x_at"	"P"	"P"
"238431_at"	"P"	"P"
"238432_at"	"P"	"P"
"238433_at"	"A"	"A"
"238434_at"	"P"	"P"
"238435_at"	"P"	"P"
"238436_s_at"	"P"	"P"
"238437_at"	"P"	"P"
"238438_at"	"M"	"P"
"238439_at"	"A"	"A"
"238440_at"	"A"	"A"
"238441_at"	"M"	"M"
"238442_at"	"A"	"A"
"238443_at"	"P"	"P"
"238444_at"	"A"	"A"
"238445_x_at"	"A"	"A"
"238446_at"	"A"	"P"
"238447_at"	"A"	"M"
"238448_at"	"P"	"P"
"238449_at"	"M"	"P"
"238450_at"	"A"	"A"
"238451_at"	"A"	"A"
"238452_at"	"P"	"P"
"238453_at"	"A"	"A"
"238454_at"	"A"	"A"
"238455_at"	"A"	"A"
"238456_at"	"P"	"P"
"238457_at"	"A"	"P"
"238458_at"	"P"	"P"
"238459_x_at"	"A"	"P"
"238460_at"	"A"	"A"
"238461_at"	"A"	"A"
"238462_at"	"P"	"P"
"238463_at"	"A"	"A"
"238464_at"	"P"	"P"
"238465_at"	"P"	"P"
"238466_at"	"A"	"A"
"238467_at"	"P"	"P"
"238468_at"	"P"	"P"
"238469_at"	"P"	"P"
"238470_at"	"P"	"P"
"238471_at"	"A"	"A"
"238472_at"	"A"	"P"
"238473_at"	"A"	"A"
"238474_at"	"P"	"P"
"238475_at"	"A"	"M"
"238476_at"	"A"	"A"
"238477_at"	"P"	"P"
"238478_at"	"A"	"A"
"238479_at"	"P"	"M"
"238480_at"	"P"	"P"
"238481_at"	"A"	"A"
"238482_at"	"P"	"P"
"238483_at"	"A"	"A"
"238484_s_at"	"A"	"A"
"238485_at"	"A"	"A"
"238486_at"	"P"	"P"
"238487_at"	"A"	"A"
"238488_at"	"A"	"A"
"238489_at"	"P"	"P"
"238490_at"	"P"	"P"
"238491_at"	"A"	"A"
"238492_at"	"A"	"A"
"238493_at"	"A"	"A"
"238494_at"	"P"	"P"
"238495_at"	"P"	"P"
"238496_at"	"P"	"P"
"238497_at"	"A"	"M"
"238498_at"	"A"	"A"
"238499_at"	"A"	"P"
"238500_at"	"A"	"A"
"238501_at"	"P"	"A"
"238502_at"	"A"	"A"
"238503_at"	"A"	"A"
"238504_at"	"P"	"P"
"238505_at"	"P"	"P"
"238506_at"	"P"	"P"
"238507_at"	"P"	"P"
"238508_at"	"A"	"A"
"238509_at"	"A"	"P"
"238510_at"	"P"	"P"
"238511_at"	"P"	"P"
"238512_at"	"A"	"A"
"238513_at"	"P"	"P"
"238514_at"	"A"	"A"
"238515_at"	"A"	"A"
"238516_at"	"M"	"P"
"238517_at"	"A"	"A"
"238518_x_at"	"A"	"A"
"238519_at"	"P"	"P"
"238520_at"	"P"	"A"
"238521_at"	"P"	"A"
"238522_at"	"A"	"A"
"238523_at"	"A"	"A"
"238524_at"	"A"	"A"
"238525_at"	"A"	"A"
"238526_at"	"M"	"M"
"238527_at"	"A"	"A"
"238528_at"	"P"	"P"
"238529_at"	"A"	"A"
"238530_at"	"P"	"P"
"238531_x_at"	"A"	"M"
"238532_at"	"A"	"A"
"238533_at"	"A"	"A"
"238534_at"	"A"	"A"
"238535_at"	"A"	"A"
"238536_at"	"P"	"P"
"238537_at"	"A"	"A"
"238538_at"	"P"	"P"
"238539_at"	"P"	"P"
"238540_at"	"A"	"A"
"238541_at"	"A"	"A"
"238542_at"	"P"	"P"
"238543_x_at"	"A"	"A"
"238544_at"	"A"	"A"
"238545_at"	"A"	"A"
"238546_at"	"A"	"A"
"238547_at"	"A"	"P"
"238548_at"	"A"	"P"
"238549_at"	"P"	"P"
"238550_at"	"A"	"P"
"238551_at"	"P"	"P"
"238552_at"	"A"	"A"
"238553_at"	"P"	"A"
"238554_at"	"A"	"A"
"238555_at"	"A"	"A"
"238556_at"	"P"	"A"
"238557_at"	"A"	"A"
"238558_at"	"A"	"A"
"238559_at"	"A"	"A"
"238560_at"	"P"	"A"
"238561_s_at"	"P"	"P"
"238562_at"	"P"	"P"
"238563_at"	"P"	"P"
"238564_at"	"A"	"A"
"238565_at"	"P"	"P"
"238566_at"	"A"	"A"
"238567_at"	"A"	"A"
"238568_s_at"	"P"	"P"
"238569_at"	"A"	"A"
"238570_at"	"A"	"A"
"238571_at"	"A"	"A"
"238572_at"	"A"	"A"
"238573_at"	"A"	"A"
"238574_at"	"P"	"P"
"238575_at"	"P"	"P"
"238576_at"	"A"	"A"
"238577_s_at"	"P"	"P"
"238578_at"	"A"	"P"
"238579_at"	"A"	"P"
"238580_at"	"A"	"A"
"238581_at"	"A"	"A"
"238582_at"	"A"	"A"
"238583_at"	"P"	"P"
"238584_at"	"A"	"P"
"238585_at"	"P"	"M"
"238586_at"	"A"	"A"
"238587_at"	"P"	"P"
"238588_at"	"A"	"A"
"238589_s_at"	"A"	"A"
"238590_x_at"	"P"	"P"
"238591_at"	"A"	"A"
"238592_at"	"A"	"A"
"238593_at"	"A"	"M"
"238594_x_at"	"A"	"A"
"238595_at"	"A"	"A"
"238596_at"	"A"	"A"
"238597_at"	"P"	"P"
"238598_s_at"	"P"	"P"
"238599_at"	"A"	"P"
"238600_at"	"A"	"A"
"238601_at"	"P"	"P"
"238602_at"	"P"	"P"
"238603_at"	"A"	"A"
"238604_at"	"P"	"P"
"238605_at"	"A"	"A"
"238606_at"	"P"	"P"
"238607_at"	"A"	"A"
"238608_at"	"A"	"A"
"238609_at"	"P"	"P"
"238610_s_at"	"A"	"A"
"238611_at"	"A"	"A"
"238612_at"	"P"	"M"
"238613_at"	"P"	"P"
"238614_x_at"	"P"	"A"
"238615_at"	"A"	"A"
"238616_at"	"A"	"P"
"238617_at"	"A"	"A"
"238618_at"	"P"	"P"
"238619_at"	"P"	"A"
"238620_at"	"A"	"P"
"238621_at"	"P"	"A"
"238622_at"	"P"	"P"
"238623_at"	"P"	"P"
"238624_at"	"P"	"P"
"238625_at"	"A"	"A"
"238626_at"	"A"	"A"
"238627_at"	"A"	"A"
"238628_s_at"	"P"	"P"
"238629_x_at"	"A"	"A"
"238630_at"	"A"	"A"
"238631_at"	"A"	"A"
"238632_at"	"A"	"A"
"238633_at"	"P"	"P"
"238634_x_at"	"A"	"A"
"238635_at"	"A"	"P"
"238636_at"	"A"	"A"
"238637_at"	"P"	"P"
"238638_at"	"A"	"M"
"238639_x_at"	"A"	"M"
"238640_at"	"A"	"A"
"238641_at"	"A"	"A"
"238642_at"	"P"	"A"
"238643_at"	"A"	"A"
"238644_at"	"P"	"P"
"238645_at"	"A"	"A"
"238646_at"	"P"	"A"
"238647_at"	"P"	"P"
"238648_at"	"A"	"A"
"238649_at"	"A"	"P"
"238650_x_at"	"M"	"P"
"238651_at"	"A"	"A"
"238652_at"	"A"	"P"
"238653_at"	"P"	"P"
"238654_at"	"P"	"P"
