"GSM556748.CEL.gz"	"GSM556750.CEL.gz"	"GSM556751.CEL.gz"
"201153_s_at"	"P"	"P"	"P"
"201154_x_at"	"P"	"P"	"P"
"201155_s_at"	"P"	"P"	"P"
"201156_s_at"	"P"	"P"	"P"
"201157_s_at"	"P"	"P"	"P"
"201158_at"	"P"	"P"	"P"
"201159_s_at"	"P"	"P"	"P"
"201160_s_at"	"P"	"P"	"P"
"201161_s_at"	"P"	"P"	"P"
"201162_at"	"P"	"P"	"P"
"201163_s_at"	"P"	"P"	"P"
"201164_s_at"	"P"	"P"	"P"
"201165_s_at"	"P"	"P"	"P"
"201166_s_at"	"P"	"P"	"P"
"201167_x_at"	"P"	"P"	"P"
"201168_x_at"	"P"	"P"	"P"
"201169_s_at"	"P"	"P"	"P"
"201170_s_at"	"P"	"P"	"P"
"201171_at"	"P"	"P"	"P"
"201172_x_at"	"P"	"P"	"P"
"201173_x_at"	"P"	"P"	"P"
"201174_s_at"	"P"	"P"	"P"
"201175_at"	"P"	"P"	"P"
"201176_s_at"	"P"	"P"	"P"
"201177_s_at"	"P"	"P"	"P"
"201178_at"	"P"	"P"	"P"
"201179_s_at"	"P"	"P"	"P"
"201180_s_at"	"P"	"P"	"P"
"201181_at"	"P"	"P"	"P"
"201182_s_at"	"P"	"P"	"P"
"201183_s_at"	"P"	"P"	"P"
"201184_s_at"	"P"	"P"	"P"
"201185_at"	"P"	"P"	"P"
"201186_at"	"P"	"P"	"P"
"201187_s_at"	"A"	"P"	"P"
"201188_s_at"	"A"	"A"	"P"
"201189_s_at"	"P"	"P"	"P"
"201190_s_at"	"P"	"P"	"P"
"201191_at"	"P"	"P"	"P"
"201192_s_at"	"P"	"P"	"P"
"201193_at"	"P"	"P"	"P"
"201194_at"	"P"	"P"	"P"
"201195_s_at"	"A"	"P"	"P"
"201196_s_at"	"P"	"P"	"P"
"201197_at"	"P"	"P"	"P"
"201198_s_at"	"P"	"P"	"P"
"201199_s_at"	"P"	"P"	"P"
"201200_at"	"P"	"P"	"P"
"201201_at"	"P"	"P"	"P"
"201202_at"	"P"	"P"	"P"
"201203_s_at"	"A"	"P"	"P"
"201204_s_at"	"P"	"P"	"P"
"201205_at"	"A"	"P"	"P"
"201206_s_at"	"P"	"P"	"P"
"201207_at"	"P"	"P"	"P"
"201208_s_at"	"A"	"A"	"M"
"201209_at"	"P"	"P"	"P"
"201210_at"	"P"	"P"	"P"
"201211_s_at"	"P"	"P"	"P"
"201212_at"	"P"	"P"	"P"
"201213_at"	"P"	"P"	"P"
"201214_s_at"	"P"	"P"	"P"
"201215_at"	"P"	"P"	"P"
"201216_at"	"P"	"P"	"P"
"201217_x_at"	"P"	"P"	"P"
"201218_at"	"P"	"P"	"P"
"201219_at"	"P"	"P"	"P"
"201220_x_at"	"P"	"P"	"P"
"201221_s_at"	"P"	"P"	"P"
"201222_s_at"	"P"	"P"	"P"
"201223_s_at"	"P"	"P"	"P"
"201224_s_at"	"P"	"P"	"P"
"201225_s_at"	"P"	"P"	"P"
"201226_at"	"P"	"P"	"P"
"201227_s_at"	"P"	"P"	"P"
"201228_s_at"	"P"	"P"	"P"
"201229_s_at"	"P"	"P"	"P"
"201230_s_at"	"P"	"P"	"P"
"201231_s_at"	"P"	"P"	"P"
"201232_s_at"	"P"	"P"	"P"
"201233_at"	"P"	"P"	"P"
"201234_at"	"P"	"P"	"P"
"201235_s_at"	"A"	"A"	"A"
"201236_s_at"	"A"	"A"	"A"
"201237_at"	"P"	"P"	"P"
"201238_s_at"	"P"	"P"	"P"
"201239_s_at"	"P"	"P"	"P"
"201240_s_at"	"P"	"P"	"P"
"201241_at"	"P"	"P"	"P"
"201242_s_at"	"P"	"P"	"P"
"201243_s_at"	"P"	"P"	"P"
"201244_s_at"	"P"	"P"	"P"
"201245_s_at"	"P"	"P"	"P"
"201246_s_at"	"P"	"P"	"P"
"201247_at"	"P"	"P"	"P"
"201248_s_at"	"M"	"P"	"P"
"201249_at"	"A"	"A"	"A"
"201250_s_at"	"P"	"P"	"P"
"201251_at"	"P"	"P"	"P"
"201252_at"	"P"	"P"	"P"
"201253_s_at"	"P"	"P"	"P"
"201254_x_at"	"P"	"P"	"P"
"201255_x_at"	"P"	"P"	"P"
"201256_at"	"P"	"P"	"P"
"201257_x_at"	"P"	"P"	"P"
"201258_at"	"P"	"P"	"P"
"201259_s_at"	"P"	"P"	"P"
"201260_s_at"	"P"	"P"	"P"
"201261_x_at"	"A"	"A"	"A"
"201262_s_at"	"A"	"A"	"A"
"201263_at"	"P"	"P"	"P"
"201264_at"	"P"	"P"	"P"
"201265_at"	"A"	"A"	"A"
"201266_at"	"P"	"P"	"P"
"201267_s_at"	"P"	"P"	"P"
"201268_at"	"P"	"P"	"P"
"201269_s_at"	"A"	"A"	"A"
"201270_x_at"	"P"	"P"	"P"
"201271_s_at"	"P"	"P"	"P"
"201272_at"	"P"	"P"	"P"
"201273_s_at"	"P"	"P"	"P"
"201274_at"	"P"	"P"	"P"
"201275_at"	"P"	"P"	"P"
"201276_at"	"P"	"P"	"P"
"201277_s_at"	"P"	"P"	"P"
"201278_at"	"P"	"P"	"P"
"201279_s_at"	"P"	"P"	"P"
"201280_s_at"	"P"	"P"	"P"
"201281_at"	"P"	"P"	"P"
"201282_at"	"P"	"P"	"P"
"201283_s_at"	"A"	"P"	"A"
"201284_s_at"	"P"	"P"	"P"
"201285_at"	"P"	"P"	"P"
"201286_at"	"P"	"P"	"P"
"201287_s_at"	"P"	"P"	"P"
"201288_at"	"A"	"P"	"P"
"201289_at"	"P"	"P"	"P"
"201290_at"	"P"	"P"	"P"
"201291_s_at"	"P"	"P"	"P"
"201292_at"	"P"	"P"	"P"
"201293_x_at"	"P"	"P"	"P"
"201294_s_at"	"P"	"P"	"P"
"201295_s_at"	"P"	"A"	"P"
"201296_s_at"	"P"	"P"	"P"
"201297_s_at"	"P"	"P"	"P"
"201298_s_at"	"P"	"P"	"P"
"201299_s_at"	"P"	"P"	"P"
"201300_s_at"	"P"	"P"	"P"
"201301_s_at"	"P"	"P"	"P"
"201302_at"	"P"	"P"	"P"
"201303_at"	"P"	"P"	"P"
"201304_at"	"P"	"P"	"P"
"201305_x_at"	"P"	"P"	"P"
"201306_s_at"	"P"	"P"	"P"
"201307_at"	"P"	"P"	"P"
"201308_s_at"	"P"	"P"	"P"
"201309_x_at"	"P"	"P"	"P"
"201310_s_at"	"P"	"P"	"P"
"201311_s_at"	"P"	"P"	"P"
"201312_s_at"	"P"	"P"	"P"
"201313_at"	"P"	"P"	"P"
"201314_at"	"P"	"P"	"P"
"201315_x_at"	"P"	"P"	"P"
"201316_at"	"P"	"P"	"P"
"201317_s_at"	"P"	"P"	"P"
"201318_s_at"	"P"	"P"	"P"
"201319_at"	"P"	"P"	"P"
"201320_at"	"M"	"P"	"P"
"201321_s_at"	"P"	"P"	"P"
"201322_at"	"P"	"P"	"P"
"201323_at"	"P"	"P"	"P"
"201324_at"	"P"	"P"	"P"
"201325_s_at"	"P"	"P"	"P"
"201326_at"	"P"	"P"	"P"
"201327_s_at"	"P"	"P"	"P"
"201328_at"	"P"	"P"	"P"
"201329_s_at"	"P"	"P"	"P"
"201330_at"	"P"	"M"	"P"
"201331_s_at"	"P"	"P"	"P"
"201332_s_at"	"A"	"P"	"P"
"201333_s_at"	"A"	"A"	"A"
"201334_s_at"	"P"	"P"	"P"
"201335_s_at"	"A"	"A"	"A"
"201336_at"	"P"	"P"	"P"
"201337_s_at"	"P"	"P"	"P"
"201338_x_at"	"P"	"P"	"P"
"201339_s_at"	"P"	"P"	"P"
"201340_s_at"	"P"	"P"	"P"
"201341_at"	"P"	"P"	"P"
"201342_at"	"P"	"P"	"P"
"201343_at"	"P"	"P"	"P"
"201344_at"	"P"	"P"	"P"
"201345_s_at"	"P"	"P"	"P"
"201346_at"	"P"	"P"	"P"
"201347_x_at"	"P"	"P"	"P"
"201348_at"	"A"	"A"	"A"
"201349_at"	"P"	"P"	"P"
"201350_at"	"P"	"P"	"P"
"201351_s_at"	"P"	"P"	"P"
"201352_at"	"P"	"P"	"P"
"201353_s_at"	"P"	"P"	"P"
"201354_s_at"	"A"	"A"	"A"
"201355_s_at"	"A"	"A"	"A"
"201356_at"	"P"	"P"	"P"
"201357_s_at"	"P"	"P"	"P"
"201358_s_at"	"P"	"P"	"P"
"201359_at"	"P"	"P"	"P"
"201360_at"	"P"	"P"	"P"
"201361_at"	"P"	"P"	"P"
"201362_at"	"P"	"P"	"P"
"201363_s_at"	"P"	"P"	"P"
"201364_s_at"	"P"	"P"	"P"
"201365_at"	"P"	"P"	"P"
"201366_at"	"P"	"P"	"P"
"201367_s_at"	"A"	"M"	"A"
"201368_at"	"P"	"P"	"P"
"201369_s_at"	"A"	"M"	"P"
"201370_s_at"	"P"	"P"	"P"
"201371_s_at"	"P"	"P"	"P"
"201372_s_at"	"A"	"M"	"P"
"201373_at"	"P"	"P"	"P"
"201374_x_at"	"P"	"P"	"P"
"201375_s_at"	"P"	"P"	"P"
"201376_s_at"	"P"	"P"	"P"
"201377_at"	"P"	"P"	"P"
"201378_s_at"	"P"	"P"	"P"
"201379_s_at"	"P"	"P"	"P"
"201380_at"	"P"	"P"	"P"
"201381_x_at"	"P"	"P"	"P"
"201382_at"	"P"	"P"	"P"
"201383_s_at"	"P"	"P"	"P"
"201384_s_at"	"P"	"P"	"P"
"201385_at"	"P"	"P"	"P"
"201386_s_at"	"P"	"P"	"P"
"201387_s_at"	"P"	"P"	"P"
"201388_at"	"P"	"P"	"P"
"201389_at"	"P"	"P"	"P"
"201390_s_at"	"P"	"P"	"P"
"201391_at"	"P"	"P"	"P"
"201392_s_at"	"P"	"P"	"P"
"201393_s_at"	"P"	"P"	"P"
"201394_s_at"	"P"	"P"	"P"
"201395_at"	"P"	"P"	"P"
"201396_s_at"	"P"	"P"	"P"
"201397_at"	"P"	"P"	"P"
"201398_s_at"	"P"	"P"	"P"
"201399_s_at"	"P"	"P"	"P"
"201400_at"	"P"	"P"	"P"
"201401_s_at"	"A"	"P"	"P"
"201402_at"	"A"	"A"	"A"
"201403_s_at"	"P"	"P"	"P"
"201404_x_at"	"P"	"P"	"P"
"201405_s_at"	"P"	"P"	"P"
"201406_at"	"P"	"P"	"P"
"201407_s_at"	"P"	"P"	"P"
"201408_at"	"P"	"P"	"P"
"201409_s_at"	"P"	"P"	"P"
"201410_at"	"P"	"P"	"P"
"201411_s_at"	"P"	"P"	"P"
"201412_at"	"P"	"P"	"P"
"201413_at"	"P"	"P"	"P"
"201414_s_at"	"P"	"P"	"P"
"201415_at"	"P"	"P"	"P"
"201416_at"	"A"	"M"	"A"
"201417_at"	"P"	"P"	"A"
"201418_s_at"	"A"	"A"	"A"
"201419_at"	"P"	"P"	"P"
"201420_s_at"	"P"	"P"	"P"
"201421_s_at"	"P"	"P"	"P"
"201422_at"	"P"	"P"	"P"
"201423_s_at"	"P"	"P"	"P"
"201424_s_at"	"P"	"P"	"P"
"201425_at"	"P"	"P"	"P"
"201426_s_at"	"P"	"P"	"P"
"201427_s_at"	"P"	"M"	"P"
"201428_at"	"A"	"A"	"A"
"201429_s_at"	"P"	"P"	"P"
"201430_s_at"	"P"	"P"	"P"
"201431_s_at"	"P"	"P"	"P"
"201432_at"	"P"	"P"	"P"
"201433_s_at"	"P"	"P"	"P"
"201434_at"	"P"	"P"	"P"
"201435_s_at"	"P"	"P"	"P"
"201436_at"	"P"	"P"	"P"
"201437_s_at"	"P"	"P"	"P"
"201438_at"	"P"	"P"	"P"
"201439_at"	"P"	"P"	"P"
"201440_at"	"P"	"P"	"P"
"201441_at"	"P"	"P"	"P"
"201442_s_at"	"A"	"A"	"A"
"201443_s_at"	"P"	"P"	"P"
"201444_s_at"	"P"	"P"	"P"
"201445_at"	"P"	"P"	"P"
"201446_s_at"	"P"	"P"	"P"
"201447_at"	"P"	"P"	"P"
"201448_at"	"P"	"P"	"P"
"201449_at"	"P"	"P"	"P"
"201450_s_at"	"P"	"P"	"P"
"201451_x_at"	"A"	"A"	"A"
"201452_at"	"A"	"P"	"P"
"201453_x_at"	"P"	"P"	"P"
"201454_s_at"	"P"	"P"	"P"
"201455_s_at"	"P"	"P"	"P"
"201456_s_at"	"P"	"P"	"P"
"201457_x_at"	"P"	"P"	"P"
"201458_s_at"	"P"	"P"	"P"
"201459_at"	"P"	"P"	"P"
"201460_at"	"P"	"P"	"P"
"201461_s_at"	"P"	"P"	"P"
"201462_at"	"P"	"P"	"P"
"201463_s_at"	"P"	"P"	"P"
"201464_x_at"	"P"	"P"	"P"
"201465_s_at"	"P"	"P"	"P"
"201466_s_at"	"P"	"P"	"P"
"201467_s_at"	"P"	"P"	"P"
"201468_s_at"	"P"	"P"	"P"
"201469_s_at"	"P"	"P"	"P"
"201470_at"	"P"	"P"	"P"
"201471_s_at"	"P"	"P"	"P"
"201472_at"	"P"	"P"	"P"
"201473_at"	"P"	"P"	"P"
"201474_s_at"	"P"	"P"	"P"
"201475_x_at"	"P"	"P"	"P"
"201476_s_at"	"P"	"P"	"P"
"201477_s_at"	"P"	"P"	"P"
"201478_s_at"	"P"	"P"	"P"
"201479_at"	"P"	"P"	"P"
"201480_s_at"	"P"	"P"	"P"
"201481_s_at"	"P"	"P"	"P"
"201482_at"	"P"	"P"	"P"
"201483_s_at"	"P"	"P"	"P"
"201484_at"	"P"	"P"	"P"
"201485_s_at"	"P"	"P"	"P"
"201486_at"	"P"	"P"	"P"
"201487_at"	"P"	"P"	"P"
"201488_x_at"	"P"	"P"	"P"
"201489_at"	"P"	"P"	"P"
"201490_s_at"	"P"	"P"	"P"
"201491_at"	"P"	"P"	"P"
"201492_s_at"	"P"	"P"	"P"
"201493_s_at"	"P"	"P"	"P"
"201494_at"	"P"	"P"	"P"
"201495_x_at"	"A"	"A"	"A"
"201496_x_at"	"A"	"A"	"A"
"201497_x_at"	"A"	"A"	"A"
"201498_at"	"P"	"P"	"P"
"201499_s_at"	"P"	"P"	"P"
"201500_s_at"	"P"	"P"	"P"
"201501_s_at"	"P"	"P"	"P"
"201502_s_at"	"P"	"P"	"P"
"201503_at"	"P"	"P"	"P"
"201504_s_at"	"P"	"P"	"P"
"201505_at"	"P"	"P"	"P"
"201506_at"	"P"	"P"	"P"
"201507_at"	"P"	"P"	"P"
"201508_at"	"A"	"A"	"P"
"201509_at"	"P"	"P"	"P"
"201510_at"	"A"	"A"	"A"
"201511_at"	"P"	"P"	"P"
"201512_s_at"	"P"	"P"	"P"
"201513_at"	"P"	"P"	"P"
"201514_s_at"	"P"	"P"	"P"
"201515_s_at"	"P"	"P"	"P"
"201516_at"	"P"	"P"	"P"
"201517_at"	"P"	"P"	"P"
"201518_at"	"P"	"P"	"P"
"201519_at"	"P"	"P"	"P"
"201520_s_at"	"P"	"P"	"P"
"201521_s_at"	"P"	"P"	"P"
"201522_x_at"	"P"	"P"	"P"
"201523_x_at"	"P"	"P"	"P"
"201524_x_at"	"P"	"P"	"P"
"201525_at"	"A"	"A"	"A"
"201526_at"	"P"	"P"	"P"
"201527_at"	"P"	"P"	"P"
"201528_at"	"P"	"P"	"P"
"201529_s_at"	"P"	"P"	"P"
"201530_x_at"	"P"	"P"	"P"
"201531_at"	"P"	"M"	"M"
"201532_at"	"P"	"P"	"P"
"201533_at"	"P"	"P"	"P"
"201534_s_at"	"P"	"P"	"P"
"201535_at"	"P"	"P"	"P"
"201536_at"	"P"	"P"	"P"
"201537_s_at"	"P"	"P"	"P"
"201538_s_at"	"P"	"P"	"P"
"201539_s_at"	"P"	"P"	"P"
"201540_at"	"P"	"P"	"P"
"201541_s_at"	"P"	"P"	"P"
"201542_at"	"P"	"P"	"P"
"201543_s_at"	"P"	"P"	"P"
"201544_x_at"	"P"	"P"	"P"
"201545_s_at"	"P"	"P"	"P"
"201546_at"	"P"	"P"	"P"
"201547_at"	"A"	"A"	"A"
"201548_s_at"	"P"	"P"	"P"
"201549_x_at"	"P"	"P"	"P"
"201550_x_at"	"P"	"P"	"P"
"201551_s_at"	"P"	"P"	"P"
"201552_at"	"P"	"P"	"P"
"201553_s_at"	"P"	"P"	"P"
"201554_x_at"	"P"	"P"	"P"
"201555_at"	"P"	"P"	"P"
"201556_s_at"	"P"	"P"	"P"
"201557_at"	"M"	"P"	"P"
"201558_at"	"P"	"P"	"P"
"201559_s_at"	"P"	"P"	"P"
"201560_at"	"P"	"P"	"P"
"201561_s_at"	"P"	"P"	"P"
"201562_s_at"	"P"	"P"	"P"
"201563_at"	"P"	"P"	"P"
"201564_s_at"	"P"	"P"	"P"
"201565_s_at"	"P"	"P"	"P"
"201566_x_at"	"P"	"P"	"P"
"201567_s_at"	"P"	"P"	"P"
"201568_at"	"P"	"P"	"P"
"201569_s_at"	"P"	"P"	"P"
"201570_at"	"P"	"P"	"P"
"201571_s_at"	"P"	"P"	"P"
"201572_x_at"	"P"	"P"	"P"
"201573_s_at"	"P"	"P"	"P"
"201574_at"	"P"	"P"	"P"
"201575_at"	"P"	"P"	"P"
"201576_s_at"	"P"	"P"	"P"
"201577_at"	"P"	"P"	"P"
"201578_at"	"A"	"P"	"P"
"201579_at"	"P"	"P"	"P"
"201580_s_at"	"P"	"P"	"P"
"201581_at"	"P"	"P"	"P"
"201582_at"	"P"	"P"	"P"
"201583_s_at"	"P"	"P"	"P"
"201584_s_at"	"P"	"P"	"P"
"201585_s_at"	"P"	"P"	"P"
"201586_s_at"	"P"	"P"	"P"
"201587_s_at"	"P"	"P"	"P"
"201588_at"	"P"	"P"	"P"
"201589_at"	"P"	"P"	"P"
"201590_x_at"	"P"	"P"	"P"
"201591_s_at"	"P"	"P"	"P"
"201592_at"	"P"	"P"	"P"
"201593_s_at"	"P"	"P"	"P"
"201594_s_at"	"P"	"P"	"P"
"201595_s_at"	"P"	"P"	"P"
"201596_x_at"	"A"	"A"	"A"
"201597_at"	"P"	"P"	"P"
"201598_s_at"	"P"	"P"	"P"
"201599_at"	"P"	"P"	"P"
"201600_at"	"P"	"P"	"P"
"201601_x_at"	"P"	"A"	"P"
"201602_s_at"	"P"	"P"	"P"
"201603_at"	"P"	"P"	"P"
"201604_s_at"	"P"	"P"	"P"
"201605_x_at"	"P"	"P"	"P"
"201606_s_at"	"P"	"P"	"P"
"201607_at"	"P"	"P"	"P"
"201608_s_at"	"P"	"P"	"P"
"201609_x_at"	"P"	"P"	"P"
"201610_at"	"A"	"A"	"A"
"201611_s_at"	"P"	"P"	"P"
"201612_at"	"P"	"P"	"P"
"201613_s_at"	"M"	"A"	"A"
"201614_s_at"	"P"	"P"	"P"
"201615_x_at"	"P"	"P"	"P"
"201616_s_at"	"P"	"P"	"P"
"201617_x_at"	"P"	"P"	"P"
"201618_x_at"	"P"	"P"	"P"
"201619_at"	"P"	"P"	"P"
"201620_at"	"P"	"P"	"P"
"201621_at"	"A"	"A"	"A"
"201622_at"	"P"	"P"	"P"
"201623_s_at"	"P"	"P"	"P"
"201624_at"	"P"	"P"	"P"
"201625_s_at"	"P"	"P"	"P"
"201626_at"	"P"	"P"	"P"
"201627_s_at"	"P"	"P"	"P"
"201628_s_at"	"P"	"P"	"P"
"201629_s_at"	"P"	"P"	"P"
"201630_s_at"	"P"	"P"	"P"
"201631_s_at"	"P"	"P"	"P"
"201632_at"	"P"	"P"	"P"
"201633_s_at"	"P"	"P"	"P"
"201634_s_at"	"P"	"P"	"P"
"201635_s_at"	"P"	"P"	"P"
"201636_at"	"P"	"P"	"P"
"201637_s_at"	"P"	"P"	"P"
"201638_s_at"	"A"	"A"	"A"
"201639_s_at"	"P"	"P"	"P"
"201640_x_at"	"P"	"P"	"P"
"201641_at"	"A"	"A"	"A"
"201642_at"	"P"	"P"	"P"
"201643_x_at"	"P"	"M"	"P"
"201644_at"	"P"	"P"	"P"
"201645_at"	"P"	"P"	"P"
"201646_at"	"P"	"P"	"P"
"201647_s_at"	"P"	"P"	"P"
"201648_at"	"P"	"P"	"P"
"201649_at"	"P"	"P"	"P"
"201650_at"	"A"	"A"	"A"
"201651_s_at"	"P"	"P"	"P"
"201652_at"	"P"	"P"	"P"
"201653_at"	"P"	"P"	"P"
"201654_s_at"	"A"	"A"	"A"
"201655_s_at"	"A"	"A"	"A"
"201656_at"	"P"	"P"	"P"
"201657_at"	"P"	"P"	"P"
"201658_at"	"P"	"P"	"P"
"201659_s_at"	"P"	"P"	"P"
"201660_at"	"P"	"P"	"P"
"201661_s_at"	"P"	"P"	"P"
"201662_s_at"	"P"	"P"	"P"
"201663_s_at"	"P"	"P"	"P"
"201664_at"	"P"	"P"	"P"
"201665_x_at"	"P"	"P"	"P"
"201666_at"	"P"	"P"	"P"
"201667_at"	"P"	"P"	"P"
"201668_x_at"	"P"	"P"	"P"
"201669_s_at"	"P"	"P"	"P"
"201670_s_at"	"P"	"P"	"P"
"201671_x_at"	"P"	"P"	"P"
"201672_s_at"	"P"	"P"	"P"
"201673_s_at"	"P"	"P"	"P"
"201674_s_at"	"A"	"P"	"P"
"201675_at"	"P"	"P"	"P"
"201676_x_at"	"P"	"P"	"P"
"201677_at"	"P"	"P"	"P"
"201678_s_at"	"P"	"P"	"P"
"201679_at"	"P"	"P"	"P"
"201680_x_at"	"P"	"P"	"P"
"201681_s_at"	"P"	"P"	"P"
"201682_at"	"P"	"P"	"P"
"201683_x_at"	"P"	"P"	"P"
"201684_s_at"	"P"	"P"	"P"
"201685_s_at"	"P"	"P"	"P"
"201686_x_at"	"P"	"P"	"P"
"201687_s_at"	"P"	"P"	"P"
"201688_s_at"	"A"	"A"	"P"
"201689_s_at"	"A"	"A"	"P"
"201690_s_at"	"P"	"P"	"P"
"201691_s_at"	"A"	"A"	"P"
"201692_at"	"P"	"P"	"P"
"201693_s_at"	"A"	"M"	"A"
"201694_s_at"	"P"	"P"	"P"
"201695_s_at"	"P"	"P"	"P"
"201696_at"	"P"	"P"	"P"
"201697_s_at"	"P"	"P"	"P"
"201698_s_at"	"P"	"P"	"P"
"201699_at"	"P"	"P"	"P"
"201700_at"	"P"	"P"	"P"
"201701_s_at"	"P"	"P"	"P"
"201702_s_at"	"P"	"P"	"P"
"201703_s_at"	"P"	"P"	"P"
"201704_at"	"P"	"P"	"P"
"201705_at"	"P"	"P"	"P"
"201706_s_at"	"P"	"P"	"P"
"201707_at"	"P"	"P"	"P"
"201708_s_at"	"P"	"P"	"P"
"201709_s_at"	"P"	"P"	"P"
"201710_at"	"P"	"P"	"P"
"201711_x_at"	"P"	"P"	"P"
"201712_s_at"	"P"	"P"	"P"
"201713_s_at"	"P"	"P"	"P"
"201714_at"	"P"	"P"	"P"
"201715_s_at"	"P"	"P"	"P"
"201716_at"	"P"	"P"	"P"
"201717_at"	"P"	"P"	"P"
"201718_s_at"	"P"	"P"	"P"
"201719_s_at"	"P"	"P"	"P"
"201720_s_at"	"A"	"A"	"A"
"201721_s_at"	"A"	"P"	"P"
"201722_s_at"	"P"	"P"	"P"
"201723_s_at"	"P"	"P"	"P"
"201724_s_at"	"P"	"P"	"P"
"201725_at"	"P"	"P"	"P"
"201726_at"	"P"	"P"	"P"
"201727_s_at"	"P"	"P"	"P"
"201728_s_at"	"P"	"P"	"P"
"201729_s_at"	"P"	"P"	"P"
"201730_s_at"	"P"	"P"	"P"
"201731_s_at"	"P"	"P"	"P"
"201732_s_at"	"P"	"P"	"P"
"201733_at"	"P"	"P"	"P"
"201734_at"	"P"	"P"	"P"
"201735_s_at"	"P"	"P"	"P"
"201736_s_at"	"P"	"P"	"P"
"201737_s_at"	"P"	"P"	"P"
"201738_at"	"P"	"P"	"P"
"201739_at"	"P"	"P"	"P"
"201740_at"	"P"	"P"	"P"
"201741_x_at"	"A"	"P"	"P"
"201742_x_at"	"P"	"P"	"P"
"201743_at"	"A"	"A"	"A"
"201744_s_at"	"P"	"P"	"P"
"201745_at"	"P"	"P"	"P"
"201746_at"	"P"	"P"	"P"
"201747_s_at"	"A"	"P"	"P"
"201748_s_at"	"P"	"P"	"P"
"201749_at"	"P"	"P"	"P"
"201750_s_at"	"P"	"A"	"P"
"201751_at"	"P"	"P"	"P"
"201752_s_at"	"P"	"P"	"P"
"201753_s_at"	"P"	"P"	"P"
"201754_at"	"P"	"P"	"P"
"201755_at"	"P"	"P"	"P"
"201756_at"	"P"	"P"	"P"
"201757_at"	"P"	"P"	"P"
"201758_at"	"P"	"P"	"P"
"201759_at"	"A"	"P"	"P"
"201760_s_at"	"P"	"P"	"P"
"201761_at"	"P"	"P"	"P"
"201762_s_at"	"P"	"P"	"P"
"201763_s_at"	"P"	"P"	"P"
"201764_at"	"P"	"P"	"P"
"201765_s_at"	"P"	"P"	"P"
"201766_at"	"A"	"A"	"A"
"201767_s_at"	"P"	"P"	"P"
"201768_s_at"	"P"	"P"	"P"
"201769_at"	"P"	"P"	"P"
"201770_at"	"P"	"P"	"P"
"201771_at"	"P"	"P"	"P"
"201772_at"	"P"	"P"	"P"
"201773_at"	"P"	"P"	"P"
"201774_s_at"	"P"	"P"	"P"
"201775_s_at"	"P"	"P"	"P"
"201776_s_at"	"P"	"P"	"P"
"201777_s_at"	"P"	"P"	"P"
"201778_s_at"	"P"	"P"	"P"
"201779_s_at"	"P"	"P"	"P"
"201780_s_at"	"P"	"P"	"P"
"201781_s_at"	"P"	"P"	"P"
"201782_s_at"	"P"	"P"	"P"
"201783_s_at"	"P"	"P"	"P"
"201784_s_at"	"P"	"P"	"P"
"201785_at"	"P"	"A"	"A"
"201786_s_at"	"P"	"P"	"P"
"201787_at"	"A"	"A"	"A"
"201788_at"	"P"	"P"	"P"
"201789_at"	"A"	"A"	"A"
"201790_s_at"	"P"	"P"	"P"
"201791_s_at"	"P"	"P"	"P"
"201792_at"	"A"	"A"	"A"
"201793_x_at"	"A"	"A"	"M"
"201794_s_at"	"P"	"P"	"P"
"201795_at"	"P"	"P"	"P"
"201796_s_at"	"A"	"P"	"P"
"201797_s_at"	"P"	"P"	"P"
"201798_s_at"	"P"	"P"	"P"
"201799_s_at"	"P"	"P"	"P"
"201800_s_at"	"P"	"P"	"P"
"201801_s_at"	"P"	"P"	"P"
"201802_at"	"A"	"P"	"P"
"201803_at"	"P"	"P"	"P"
"201804_x_at"	"P"	"P"	"P"
"201805_at"	"P"	"P"	"P"
"201806_s_at"	"A"	"M"	"A"
"201807_at"	"P"	"P"	"P"
"201808_s_at"	"A"	"A"	"A"
"201809_s_at"	"A"	"A"	"P"
"201810_s_at"	"P"	"P"	"P"
"201811_x_at"	"P"	"P"	"P"
"201812_s_at"	"P"	"P"	"P"
"201813_s_at"	"P"	"P"	"P"
"201814_at"	"P"	"P"	"P"
"201815_s_at"	"P"	"P"	"P"
"201816_s_at"	"P"	"P"	"P"
"201817_at"	"P"	"P"	"P"
"201818_at"	"P"	"P"	"P"
"201819_at"	"M"	"P"	"P"
"201820_at"	"A"	"A"	"A"
"201821_s_at"	"P"	"P"	"P"
"201822_at"	"P"	"P"	"P"
"201823_s_at"	"P"	"P"	"P"
"201824_at"	"P"	"P"	"P"
"201825_s_at"	"P"	"P"	"P"
"201826_s_at"	"P"	"P"	"P"
"201827_at"	"P"	"P"	"P"
"201828_x_at"	"P"	"P"	"P"
"201829_at"	"P"	"P"	"P"
"201830_s_at"	"P"	"P"	"P"
"201831_s_at"	"P"	"P"	"P"
"201832_s_at"	"P"	"P"	"P"
"201833_at"	"P"	"P"	"P"
"201834_at"	"P"	"P"	"P"
"201835_s_at"	"P"	"P"	"P"
"201836_s_at"	"P"	"P"	"P"
"201837_s_at"	"P"	"P"	"P"
"201838_s_at"	"P"	"P"	"P"
"201839_s_at"	"P"	"P"	"P"
"201840_at"	"P"	"P"	"P"
"201841_s_at"	"P"	"P"	"P"
"201842_s_at"	"A"	"A"	"P"
